visit_date,day_of_week,visit_count,unique_customers,total_revenue,avg_revenue_per_visit
2024-02-14,3.0,18,17,80.5,4.47
2024-02-15,4.0,10,9,71.0,7.1
2024-02-16,5.0,17,17,112.5,6.62
2024-02-17,6.0,17,17,152.0,8.94
2024-02-18,0.0,13,12,104.5,8.04
2024-02-19,1.0,10,10,142.0,14.2
2024-02-20,2.0,22,21,146.5,6.66
2024-02-21,3.0,12,12,61.0,5.08
2024-02-22,4.0,18,17,164.5,9.14
2024-02-23,5.0,23,21,209.0,9.09
2024-02-24,6.0,21,18,105.5,5.02
2024-02-25,0.0,21,19,117.0,5.57
2024-02-26,1.0,16,15,92.0,5.75
2024-02-27,2.0,15,13,167.5,11.17
2024-02-28,3.0,25,24,217.0,8.68
2024-02-29,4.0,20,19,91.0,4.55
2024-03-01,5.0,14,13,120.5,8.61
2024-03-02,6.0,19,16,156.0,8.21
2024-03-03,0.0,28,26,283.0,10.11
2024-03-04,1.0,14,13,97.0,6.93
2024-03-05,2.0,24,23,150.5,6.27
2024-03-06,3.0,20,20,114.5,5.73
2024-03-07,4.0,24,23,245.5,10.23
2024-03-08,5.0,28,27,228.5,8.16
2024-03-09,6.0,43,37,257.5,5.99
2024-03-10,0.0,20,19,227.5,11.38
2024-03-11,1.0,18,16,207.0,11.5
2024-03-12,2.0,18,16,171.5,9.53
2024-03-13,3.0,28,24,253.5,9.05
2024-03-14,4.0,16,12,143.0,8.94
2024-03-15,5.0,21,20,222.0,10.57
2024-03-16,6.0,29,26,222.0,7.66
2024-03-17,0.0,18,17,189.0,10.5
2024-03-18,1.0,23,22,138.0,6.0
2024-03-19,2.0,15,14,151.5,10.1
2024-03-20,3.0,14,14,116.0,8.29
2024-03-21,4.0,12,10,116.5,9.71
2024-03-22,5.0,12,11,53.5,4.46
2024-03-23,6.0,21,18,84.5,4.02
2024-03-24,0.0,22,20,260.0,11.82
2024-03-25,1.0,17,16,150.5,8.85
2024-03-26,2.0,20,20,139.5,6.98
2024-03-27,3.0,16,15,99.0,6.19
2024-03-28,4.0,12,11,88.5,7.38
2024-03-29,5.0,8,7,26.0,3.25
2024-03-30,6.0,39,32,490.5,12.58
2024-03-31,0.0,27,24,215.0,7.96
2024-04-01,1.0,23,20,206.5,8.98
2024-04-02,2.0,28,26,224.0,8.0
2024-04-03,3.0,18,18,112.0,6.22
2024-04-04,4.0,32,30,341.0,10.66
2024-04-05,5.0,20,19,158.0,7.9
2024-04-06,6.0,39,33,406.0,10.41
2024-04-07,0.0,45,39,436.0,9.69
2024-04-08,1.0,24,22,302.0,12.58
2024-04-09,2.0,24,23,177.0,7.38
2024-04-10,3.0,19,18,90.0,4.74
2024-04-11,4.0,27,26,123.5,4.57
2024-04-12,5.0,22,21,116.5,5.3
2024-04-13,6.0,36,32,232.5,6.46
2024-04-14,0.0,47,34,431.5,9.18
2024-04-15,1.0,25,22,292.0,11.68
2024-04-16,2.0,30,28,195.0,6.5
2024-04-17,3.0,22,19,196.0,8.91
2024-04-18,4.0,25,22,160.0,6.4
2024-04-19,5.0,26,24,183.0,7.04
2024-04-20,6.0,33,29,308.5,9.35
2024-04-21,0.0,44,38,424.0,9.64
2024-04-22,1.0,23,19,103.5,4.5
2024-04-23,2.0,20,18,148.0,7.4
2024-04-24,3.0,23,22,225.0,9.78
2024-04-25,4.0,20,20,214.5,10.73
2024-04-26,5.0,26,26,314.0,12.08
2024-04-27,6.0,42,39,314.5,7.49
2024-04-28,0.0,37,28,243.0,6.57
2024-04-29,1.0,16,15,95.0,5.94
2024-04-30,2.0,23,21,190.0,8.26
2024-05-01,3.0,17,17,88.5,5.21
2024-05-02,4.0,28,25,269.0,9.61
2024-05-03,5.0,29,27,220.5,7.6
2024-05-04,6.0,26,23,283.0,10.88
2024-05-05,0.0,39,34,354.5,9.09
2024-05-06,1.0,22,19,215.0,9.77
2024-05-07,2.0,21,21,116.0,5.52
2024-05-08,3.0,15,14,150.5,10.03
2024-05-09,4.0,22,18,217.0,9.86
2024-05-10,5.0,19,17,166.5,8.76
2024-05-11,6.0,43,37,416.0,9.67
2024-05-12,0.0,25,25,196.5,7.86
2024-05-13,1.0,16,14,84.5,5.28
2024-05-14,2.0,22,20,212.5,9.66
2024-05-15,3.0,18,17,149.5,8.31
2024-05-16,4.0,30,26,213.5,7.12
2024-05-17,5.0,18,17,95.5,5.31
2024-05-18,6.0,26,22,194.0,7.46
2024-05-19,0.0,31,28,202.5,6.53
2024-05-20,1.0,19,19,186.0,9.79
2024-05-21,2.0,27,25,225.0,8.33
2024-05-22,3.0,30,29,191.5,6.38
2024-05-23,4.0,21,21,176.5,8.4
2024-05-24,5.0,27,26,403.5,14.94
2024-05-25,6.0,42,34,318.0,7.57
2024-05-26,0.0,35,32,283.5,8.1
2024-05-27,1.0,25,22,161.5,6.46
2024-05-28,2.0,25,23,154.0,6.16
2024-05-29,3.0,16,15,121.0,7.56
2024-05-30,4.0,16,14,87.5,5.47
2024-05-31,5.0,25,22,217.0,8.68
2024-06-01,6.0,26,21,241.5,9.29
2024-06-02,0.0,18,17,111.0,6.17
2024-06-03,1.0,19,17,193.5,10.18
2024-06-04,2.0,19,18,187.5,9.87
2024-06-05,3.0,18,17,120.5,6.69
2024-06-06,4.0,29,27,352.5,12.16
2024-06-07,5.0,26,24,237.0,9.12
2024-06-08,6.0,38,34,409.5,10.78
2024-06-09,0.0,29,28,202.0,6.97
2024-06-10,1.0,25,24,177.0,7.08
2024-06-11,2.0,15,14,65.5,4.37
2024-06-12,3.0,19,19,161.5,8.5
2024-06-13,4.0,13,13,214.0,16.46
2024-06-14,5.0,18,16,73.5,4.08
2024-06-15,6.0,26,23,313.0,12.04
2024-06-16,0.0,30,27,389.0,12.97
2024-06-17,1.0,25,22,290.0,11.6
2024-06-18,2.0,16,15,222.0,13.88
2024-06-19,3.0,18,18,183.5,10.19
2024-06-20,4.0,23,23,118.0,5.13
2024-06-21,5.0,28,24,196.5,7.02
2024-06-22,6.0,39,34,458.0,11.74
2024-06-23,0.0,27,25,349.0,12.93
2024-06-24,1.0,18,17,89.0,4.94
2024-06-25,2.0,25,23,297.5,11.9
2024-06-26,3.0,13,11,231.5,17.81
2024-06-27,4.0,15,15,111.5,7.43
2024-06-28,5.0,17,15,166.0,9.76
2024-06-29,6.0,38,34,359.0,9.45
2024-06-30,0.0,27,25,202.0,7.48
2024-07-01,1.0,19,17,219.0,11.53
2024-07-02,2.0,18,18,214.0,11.89
2024-07-03,3.0,20,18,118.0,5.9
2024-07-04,4.0,33,30,364.0,11.03
2024-07-05,5.0,23,21,331.0,14.39
2024-07-06,6.0,24,22,212.5,8.85
2024-07-07,0.0,32,29,255.0,7.97
2024-07-08,1.0,23,23,289.0,12.57
2024-07-09,2.0,15,14,137.5,9.17
2024-07-10,3.0,14,12,118.0,8.43
2024-07-11,4.0,26,25,158.0,6.08
2024-07-12,5.0,13,12,184.5,14.19
2024-07-13,6.0,47,35,449.0,9.55
2024-07-14,0.0,40,35,385.0,9.63
2024-07-15,1.0,17,16,247.0,14.53
2024-07-16,2.0,22,21,180.5,8.2
2024-07-17,3.0,19,17,219.5,11.55
2024-07-18,4.0,19,19,193.0,10.16
2024-07-19,5.0,14,12,168.0,12.0
2024-07-20,6.0,25,23,218.5,8.74
2024-07-21,0.0,30,29,255.5,8.52
2024-07-22,1.0,22,19,187.0,8.5
2024-07-23,2.0,19,17,173.5,9.13
2024-07-24,3.0,15,13,127.5,8.5
2024-07-25,4.0,18,18,141.5,7.86
2024-07-26,5.0,11,11,120.0,10.91
2024-07-27,6.0,35,29,277.5,7.93
2024-07-28,0.0,26,23,160.0,6.15
2024-07-29,1.0,26,22,259.5,9.98
2024-07-30,2.0,26,23,339.0,13.04
2024-07-31,3.0,16,15,91.5,5.72
2024-08-01,4.0,20,19,257.0,12.85
2024-08-02,5.0,17,17,146.0,8.59
2024-08-03,6.0,29,26,269.5,9.29
2024-08-04,0.0,19,19,215.5,11.34
2024-08-05,1.0,15,14,102.0,6.8
2024-08-06,2.0,24,23,279.5,11.65
2024-08-07,3.0,15,15,148.0,9.87
2024-08-08,4.0,18,18,194.0,10.78
2024-08-09,5.0,19,19,164.0,8.63
2024-08-10,6.0,36,29,228.0,6.33
2024-08-11,0.0,21,21,121.5,5.79
2024-08-12,1.0,20,19,202.0,10.1
2024-08-13,2.0,13,13,130.0,10.0
2024-08-14,3.0,17,17,176.0,10.35
2024-08-15,4.0,20,19,252.5,12.63
2024-08-16,5.0,12,11,145.0,12.08
2024-08-17,6.0,30,26,262.0,8.73
2024-08-18,0.0,33,30,241.0,7.3
2024-08-19,1.0,16,16,129.5,8.09
2024-08-20,2.0,23,21,122.5,5.33
2024-08-21,3.0,12,11,117.0,9.75
2024-08-22,4.0,15,13,222.5,14.83
2024-08-23,5.0,16,16,131.5,8.22
2024-08-24,6.0,20,20,163.5,8.18
2024-08-25,0.0,35,31,266.0,7.6
2024-08-26,1.0,16,15,188.5,11.78
2024-08-27,2.0,19,18,152.5,8.03
2024-08-28,3.0,13,11,103.5,7.96
2024-08-29,4.0,18,17,150.0,8.33
2024-08-30,5.0,19,18,142.5,7.5
2024-08-31,6.0,36,34,453.0,12.58
2024-09-01,0.0,20,19,211.0,10.55
2024-09-02,1.0,27,23,222.0,8.22
2024-09-03,2.0,20,20,151.5,7.58
2024-09-04,3.0,27,25,130.0,4.81
2024-09-05,4.0,29,23,283.0,9.76
2024-09-06,5.0,29,23,191.5,6.6
2024-09-07,6.0,37,36,261.0,7.05
2024-09-08,0.0,30,26,184.0,6.13
2024-09-09,1.0,26,24,220.5,8.48
2024-09-10,2.0,16,15,106.5,6.66
2024-09-11,3.0,29,26,200.5,6.91
2024-09-12,4.0,13,12,101.5,7.81
2024-09-13,5.0,19,18,147.5,7.76
2024-09-14,6.0,37,36,386.5,10.45
2024-09-15,0.0,26,24,197.5,7.6
2024-09-16,1.0,20,19,167.5,8.38
2024-09-17,2.0,21,20,89.5,4.26
2024-09-18,3.0,24,22,254.5,10.6
2024-09-19,4.0,31,27,253.5,8.18
2024-09-20,5.0,23,23,269.0,11.7
2024-09-21,6.0,35,33,183.5,5.24
2024-09-22,0.0,35,33,238.0,6.8
2024-09-23,1.0,20,18,183.0,9.15
2024-09-24,2.0,27,25,356.5,13.2
2024-09-25,3.0,23,21,167.5,7.28
2024-09-26,4.0,30,26,194.0,6.47
2024-09-27,5.0,19,18,164.0,8.63
2024-09-28,6.0,27,25,193.5,7.17
2024-09-29,0.0,39,33,389.0,9.97
2024-09-30,1.0,24,21,187.5,7.81
2024-10-01,2.0,19,18,114.5,6.03
2024-10-02,3.0,23,22,197.0,8.57
2024-10-03,4.0,30,27,186.0,6.2
2024-10-04,5.0,19,17,181.5,9.55
2024-10-05,6.0,23,22,205.0,8.91
2024-10-06,0.0,39,33,260.5,6.68
2024-10-07,1.0,24,21,200.0,8.33
2024-10-08,2.0,28,25,257.5,9.2
2024-10-09,3.0,29,24,290.5,10.02
2024-10-10,4.0,26,25,218.5,8.4
2024-10-11,5.0,20,19,191.5,9.58
2024-10-12,6.0,51,40,467.5,9.17
2024-10-13,0.0,55,44,468.5,8.52
2024-10-14,1.0,18,18,209.0,11.61
2024-10-15,2.0,20,20,189.0,9.45
2024-10-16,3.0,17,16,130.0,7.65
2024-10-17,4.0,28,26,204.5,7.3
2024-10-18,5.0,14,13,96.5,6.89
2024-10-19,6.0,38,36,310.0,8.16
2024-10-20,0.0,21,21,233.5,11.12
2024-10-21,1.0,33,31,359.5,10.89
2024-10-22,2.0,21,18,168.5,8.02
2024-10-23,3.0,28,26,221.5,7.91
2024-10-24,4.0,23,19,217.0,9.43
2024-10-25,5.0,38,34,325.0,8.55
2024-10-26,6.0,60,43,396.5,6.61
2024-10-27,0.0,28,26,201.5,7.2
2024-10-28,1.0,21,18,111.5,5.31
2024-10-29,2.0,18,17,140.0,7.78
2024-10-30,3.0,15,15,179.0,11.93
2024-10-31,4.0,24,22,274.5,11.44
2024-11-01,5.0,24,22,161.5,6.73
2024-11-02,6.0,27,24,168.0,6.22
2024-11-03,0.0,29,27,174.5,6.02
2024-11-04,1.0,17,15,186.5,10.97
2024-11-05,2.0,22,21,198.5,9.02
2024-11-06,3.0,19,16,237.0,12.47
2024-11-07,4.0,28,28,211.5,7.55
2024-11-08,5.0,21,21,129.5,6.17
2024-11-09,6.0,11,11,77.0,7.0
2024-11-10,0.0,31,29,305.0,9.84
2024-11-11,1.0,18,16,139.5,7.75
2024-11-12,2.0,20,19,125.0,6.25
2024-11-13,3.0,24,23,151.5,6.31
2024-11-14,4.0,12,12,118.0,9.83
2024-11-15,5.0,23,23,187.5,8.15
2024-11-16,6.0,7,7,38.0,5.43
2024-11-17,0.0,25,25,214.0,8.56
2024-11-18,1.0,28,24,262.5,9.38
2024-11-19,2.0,25,23,172.5,6.9
2024-11-20,3.0,22,20,194.5,8.84
2024-11-21,4.0,17,16,189.0,11.12
2024-11-22,5.0,20,18,169.0,8.45
2024-11-23,6.0,28,25,228.5,8.16
2024-11-24,0.0,39,34,255.0,6.54
2024-11-25,1.0,21,19,88.0,4.19
2024-11-26,2.0,21,20,90.0,4.29
2024-11-27,3.0,27,24,155.5,5.76
2024-11-28,4.0,24,23,135.0,5.63
2024-11-29,5.0,20,19,203.0,10.15
2024-11-30,6.0,37,35,252.5,6.82
2024-12-01,0.0,33,26,307.5,9.32
2024-12-02,1.0,23,20,181.5,7.89
2024-12-03,2.0,14,14,74.5,5.32
2024-12-04,3.0,19,19,96.5,5.08
2024-12-05,4.0,26,24,343.5,13.21
2024-12-06,5.0,15,13,107.0,7.13
2024-12-07,6.0,26,24,224.5,8.63
2024-12-08,0.0,32,28,247.0,7.72
2024-12-09,1.0,20,18,115.0,5.75
2024-12-10,2.0,27,23,223.5,8.28
2024-12-11,3.0,22,22,101.0,4.59
2024-12-12,4.0,15,15,189.5,12.63
2024-12-13,5.0,18,15,183.5,10.19
2024-12-14,6.0,46,40,311.5,6.77
2024-12-15,0.0,35,32,253.5,7.24
2024-12-16,1.0,11,11,113.0,10.27
2024-12-17,2.0,19,18,118.5,6.24
2024-12-18,3.0,13,13,65.5,5.04
2024-12-19,4.0,32,29,217.0,6.78
2024-12-20,5.0,25,21,190.0,7.6
2024-12-21,6.0,36,32,186.5,5.18
2024-12-22,0.0,45,33,371.0,8.24
2024-12-23,1.0,14,13,100.5,7.18
2024-12-24,2.0,30,26,285.5,9.52
2024-12-26,4.0,27,25,248.5,9.2
2024-12-27,5.0,23,21,144.5,6.28
2024-12-28,6.0,40,36,271.0,6.78
2024-12-29,0.0,29,26,261.0,9.0
2024-12-30,1.0,21,20,153.0,7.29
2024-12-31,2.0,22,20,186.5,8.48
2025-01-02,4.0,19,18,141.5,7.45
2025-01-03,5.0,11,11,59.5,5.41
2025-01-04,6.0,23,22,137.0,5.96
2025-01-05,0.0,22,22,200.0,9.09
2025-01-06,1.0,14,13,137.0,9.79
2025-01-07,2.0,14,13,81.0,5.79
2025-01-08,3.0,15,14,147.5,9.83
2025-01-09,4.0,14,13,71.5,5.11
2025-01-10,5.0,17,17,127.0,7.47
2025-01-11,6.0,32,30,190.5,5.95
2025-01-12,0.0,32,32,215.0,6.72
2025-01-13,1.0,12,12,81.0,6.75
2025-01-14,2.0,16,15,125.0,7.81
2025-01-15,3.0,13,13,107.0,8.23
2025-01-16,4.0,10,10,106.0,10.6
2025-01-17,5.0,20,19,162.5,8.13
2025-01-18,6.0,20,20,134.0,6.7
2025-01-19,0.0,20,17,219.5,10.98
2025-01-20,1.0,21,20,169.0,8.05
2025-01-21,2.0,25,25,205.0,8.2
2025-01-22,3.0,16,16,94.0,5.88
2025-01-23,4.0,21,19,126.5,6.02
2025-01-24,5.0,15,15,123.5,8.23
2025-01-25,6.0,34,28,376.5,11.07
2025-01-26,0.0,20,18,186.5,9.33
2025-01-27,1.0,16,14,158.0,9.88
2025-01-28,2.0,11,11,73.5,6.68
2025-01-29,3.0,17,17,174.0,10.24
2025-01-30,4.0,17,14,150.0,8.82
2025-01-31,5.0,21,20,235.0,11.19
