record_id,cat_id,record_date,weight_lbs,health_score,vaccination_current,vet_visit,notes
633,73,2025-01-25,8.2,3,True,False,
634,1,2022-06-22,9.2,5,True,False,
635,1,2022-07-20,9.8,6,True,False,
636,1,2022-08-18,9.4,5,True,False,
637,1,2022-09-15,8.7,7,True,False,
638,1,2022-10-17,9.3,5,True,False,
639,1,2022-11-13,9.2,6,True,False,
640,1,2022-12-15,9.3,7,True,False,
641,1,2023-01-15,9.3,7,True,False,
642,1,2023-02-13,9.8,7,True,False,
643,1,2023-04-16,8.8,6,True,False,
644,1,2023-05-13,9.0,6,True,False,
645,1,2023-06-11,9.6,6,True,False,
646,1,2023-09-03,9.7,7,True,False,
647,1,2023-10-06,8.6,6,True,False,
648,1,2023-11-04,9.0,6,True,False,
649,1,2023-12-07,9.1,6,True,False,
650,1,2024-01-02,8.9,5,True,False,
651,1,2024-02-03,8.8,5,True,False,
652,1,2024-03-05,8.8,5,True,False,
653,1,2024-04-02,9.8,5,False,False,
654,1,2024-05-02,9.6,6,True,False,
655,1,2024-06-03,9.3,6,True,False,
656,1,2024-07-08,9.3,6,True,False,
657,1,2024-08-04,8.9,7,True,False,
658,1,2024-08-29,9.0,7,True,False,
659,1,2024-09-30,9.0,5,True,False,
660,1,2024-11-04,9.3,6,True,False,
661,1,2024-12-08,8.1,7,True,False,
662,1,2025-01-06,8.9,7,True,False,
663,2,2022-07-08,7.8,8,True,False,
664,2,2022-08-05,7.9,10,True,False,
665,2,2022-09-04,7.5,10,False,True,
666,2,2022-10-30,7.1,8,True,False,
667,3,2022-07-22,7.8,6,True,False,
668,3,2022-08-25,7.0,6,True,False,
669,3,2022-09-24,7.4,5,True,False,
670,3,2022-11-28,7.6,5,True,False,
671,3,2022-12-23,7.3,7,True,False,
672,3,2023-01-20,7.4,7,True,False,
673,3,2023-02-20,6.2,6,True,False,
674,4,2022-08-08,5.7,8,True,False,
675,4,2022-09-03,5.1,8,True,False,
676,4,2022-09-28,4.7,9,True,False,
677,4,2022-10-29,5.5,8,True,False,
678,4,2022-12-21,4.3,8,True,False,
679,5,2023-01-17,12.1,9,True,False,
680,5,2023-02-20,12.7,8,True,True,
681,5,2023-03-26,12.4,8,True,True,
682,5,2023-04-23,12.2,9,True,False,
683,5,2023-05-28,11.5,7,True,False,
684,5,2023-06-24,12.3,7,True,False,
685,5,2023-07-19,12.2,7,True,False,
686,5,2023-08-15,12.3,8,True,False,
687,5,2023-10-08,11.0,9,True,False,
688,5,2023-11-12,12.3,8,True,False,
689,5,2023-12-09,12.1,7,True,False,
690,5,2024-01-10,12.6,9,True,False,
691,5,2024-02-09,11.6,8,True,True,
692,5,2024-03-13,12.2,7,True,True,
693,5,2024-04-11,12.7,9,True,False,
694,5,2024-05-07,12.1,9,True,True,
695,5,2024-06-11,12.5,8,True,False,
696,5,2024-07-15,11.8,9,True,True,
697,5,2024-08-14,12.0,7,True,False,
698,5,2024-09-10,11.7,9,True,False,
699,5,2024-10-09,12.1,7,True,False,
700,5,2024-11-12,11.3,8,True,False,
701,5,2024-12-12,11.2,9,True,False,
702,5,2025-01-10,12.2,8,True,False,
703,6,2023-02-22,15.2,7,True,False,
704,6,2023-03-26,16.1,6,True,False,
705,6,2023-04-30,16.2,6,True,False,
706,6,2023-05-25,16.2,7,False,False,
707,6,2023-06-23,15.9,7,True,False,
708,6,2023-07-25,16.1,7,True,True,
709,6,2023-08-26,15.6,7,True,False,
710,7,2023-04-08,4.8,10,True,True,
711,7,2023-05-08,4.8,10,True,False,
712,7,2023-06-28,5.6,8,True,True,
713,7,2023-08-02,4.0,8,True,False,
714,7,2023-08-30,5.1,9,True,False,
715,7,2023-09-29,5.3,9,True,False,
716,7,2023-11-02,5.0,9,True,False,
717,7,2023-11-30,4.8,8,True,True,
718,7,2023-12-29,5.7,9,True,False,
719,7,2024-01-23,5.1,8,True,False,
720,7,2024-02-23,4.8,9,True,False,
721,7,2024-03-26,5.0,9,True,False,
722,7,2024-04-25,4.4,8,False,False,
723,7,2024-05-29,5.7,8,False,False,
724,7,2024-06-26,4.8,9,True,False,
725,7,2024-07-27,5.2,10,True,False,
726,7,2024-08-24,5.1,8,True,False,
727,7,2024-09-22,4.3,9,True,False,
728,7,2024-10-26,4.7,8,True,True,
729,7,2024-11-27,4.3,10,True,False,
730,7,2024-12-27,6.2,8,True,False,
731,7,2025-01-29,4.6,10,True,False,
732,8,2023-05-27,12.9,6,False,False,
733,8,2023-06-26,14.5,6,True,False,
734,8,2023-07-26,13.1,8,True,False,
735,8,2023-08-22,14.2,6,True,False,
736,8,2023-09-22,14.0,6,True,False,
737,8,2023-10-19,13.6,6,True,False,
738,8,2023-11-21,13.3,7,True,True,
739,8,2023-12-24,13.8,6,True,False,
740,8,2024-01-21,13.5,7,True,False,
741,8,2024-02-19,13.7,6,True,False,
742,8,2024-03-19,14.0,6,True,True,
743,8,2024-04-15,13.5,8,True,False,
744,8,2024-05-17,13.9,6,True,False,
745,8,2024-06-15,13.9,6,True,False,
746,8,2024-07-10,14.3,7,True,False,
747,8,2024-08-11,13.0,6,True,False,
748,8,2024-09-10,13.6,7,True,False,
749,8,2024-10-07,14.1,6,True,False,
750,8,2024-11-02,14.0,6,True,False,
751,8,2024-11-28,13.9,6,True,False,
752,8,2024-12-28,14.3,7,True,False,
753,8,2025-01-24,14.4,8,True,False,
754,9,2023-07-08,16.6,6,True,False,
755,9,2023-08-09,17.0,8,True,False,
756,9,2023-09-07,16.5,7,True,False,
757,9,2023-10-07,16.2,7,False,False,
758,9,2023-11-10,17.3,7,True,False,
759,9,2023-12-10,16.7,6,True,False,
760,9,2024-01-06,16.1,7,True,False,
761,10,2023-08-22,10.4,4,True,False,
762,10,2023-09-22,11.3,5,True,False,
763,10,2023-10-17,12.0,4,True,False,
764,10,2023-11-12,12.0,6,True,False,
765,10,2023-12-12,11.1,6,True,False,
766,10,2024-01-12,11.4,4,True,True,
767,10,2024-02-10,11.7,5,True,False,
768,10,2024-03-07,10.7,6,True,False,
769,10,2024-04-11,11.1,5,True,False,
770,10,2024-05-09,11.8,6,True,False,
771,10,2024-06-07,10.4,4,True,False,
772,10,2024-07-06,11.5,5,True,False,
773,10,2024-09-07,10.8,6,True,False,
774,10,2024-10-08,12.3,5,True,False,
775,10,2024-12-11,11.5,4,True,False,
776,10,2025-01-12,10.6,5,True,False,
777,11,2023-09-08,11.9,8,True,False,
778,11,2023-10-06,10.7,6,True,False,
779,11,2023-11-09,11.0,7,True,True,
780,11,2023-12-13,11.4,6,True,False,
781,11,2024-01-10,11.3,6,True,False,
782,11,2024-02-05,11.1,8,True,False,
783,11,2024-03-02,11.3,7,True,False,
784,11,2024-04-06,10.7,6,True,False,
785,11,2024-05-11,11.6,6,True,False,
786,11,2024-06-12,10.6,7,True,False,
787,11,2024-08-19,9.7,6,True,False,
788,11,2024-09-14,10.7,8,True,False,
789,11,2024-10-14,11.0,8,True,False,
790,11,2024-11-13,11.0,7,True,False,
791,11,2024-12-12,10.9,6,True,False,
792,11,2025-01-14,11.9,6,True,False,
793,12,2024-01-27,15.6,6,True,False,
794,12,2024-02-23,15.9,8,True,False,
795,12,2024-03-22,15.6,8,True,False,
796,12,2024-04-19,15.4,7,True,False,
797,12,2024-05-20,16.8,8,True,True,
798,12,2024-06-24,15.5,7,True,False,
799,13,2024-02-08,10.8,9,True,True,
800,13,2024-03-08,9.3,7,True,False,
801,13,2024-04-09,9.3,7,True,False,
802,13,2024-05-06,9.5,7,True,False,
803,13,2024-06-03,9.8,9,True,False,
804,13,2024-08-01,8.9,7,False,False,
805,13,2024-08-28,9.0,8,True,False,
806,13,2024-11-04,9.6,7,True,True,
807,13,2024-12-05,9.8,7,True,False,
808,13,2025-01-09,9.5,9,True,False,
809,14,2024-05-23,14.8,4,True,False,
810,14,2024-06-19,14.7,6,True,False,
811,14,2024-07-22,14.3,6,True,False,
812,14,2024-10-14,13.4,6,True,False,
813,14,2024-11-15,14.7,5,False,False,
814,15,2024-06-08,8.2,6,True,False,
815,15,2024-07-06,8.3,4,True,False,
816,15,2024-08-06,6.7,4,True,False,
817,15,2024-09-05,6.9,5,True,False,
818,15,2024-10-02,7.9,5,True,False,
819,15,2024-11-04,7.6,6,True,False,
820,15,2024-11-29,7.7,4,True,False,
821,16,2024-08-08,9.8,5,True,False,
822,16,2024-09-03,10.8,6,True,False,
823,16,2024-10-02,9.3,6,True,False,
824,16,2024-11-03,10.3,5,True,False,
825,16,2024-12-06,10.5,4,True,False,
826,17,2024-09-22,11.8,7,False,False,
827,17,2024-10-22,11.8,7,True,False,
828,17,2024-11-19,11.2,9,True,False,
829,17,2024-12-20,11.7,8,True,False,
830,17,2025-01-21,12.2,7,True,False,
831,18,2025-01-12,17.2,5,True,False,
