order_id,customer_id,visit_id,staff_id,order_datetime,subtotal,tax,total,payment_method
1967,98,2786,13,2023-03-10 10:41:00,10.0,0.6,10.6,mobile
1968,243,2787,5,2023-03-10 14:53:00,6.0,0.36,6.36,credit
1969,88,2788,6,2023-03-10 15:59:00,16.0,0.96,16.96,credit
1970,2,2789,7,2023-03-10 09:55:00,33.75,2.02,35.77,mobile
1971,47,2791,14,2023-03-10 13:59:00,11.0,0.66,11.66,credit
1972,232,2792,11,2023-03-10 12:41:00,8.98,0.54,9.52,debit
1973,236,2793,13,2023-03-10 15:23:00,3.5,0.21,3.71,credit
1974,148,2794,6,2023-03-10 16:58:00,14.5,0.87,15.37,credit
1975,218,2795,3,2023-03-10 14:53:00,9.0,0.54,9.54,credit
1976,111,2796,6,2023-03-10 11:59:00,4.0,0.24,4.24,mobile
1977,74,2799,11,2023-03-11 12:54:00,23.0,1.38,24.38,credit
1978,67,2800,3,2023-03-11 10:43:00,13.0,0.78,13.78,debit
1979,75,2801,11,2023-03-11 09:41:00,5.07,0.3,5.37,credit
1980,73,2802,4,2023-03-11 11:59:00,5.5,0.33,5.83,credit
1981,4,2805,12,2023-03-11 13:53:00,5.56,0.33,5.89,credit
1982,4,2806,10,2023-03-11 11:23:00,4.56,0.27,4.83,mobile
1983,56,2807,4,2023-03-11 15:11:00,4.71,0.28,4.99,mobile
1984,143,2808,6,2023-03-11 10:25:00,6.0,0.36,6.36,debit
1985,73,2809,4,2023-03-11 12:49:00,3.0,0.18,3.18,credit
1986,154,2810,11,2023-03-11 16:59:00,3.5,0.21,3.71,debit
1987,198,2811,13,2023-03-11 15:53:00,4.0,0.24,4.24,mobile
1988,35,2812,13,2023-03-11 12:59:00,44.0,2.64,46.64,credit
1989,237,2814,12,2023-03-12 15:25:00,16.0,0.96,16.96,mobile
1990,98,2815,1,2023-03-12 16:43:00,10.0,0.6,10.6,mobile
1991,7,2817,3,2023-03-12 14:22:00,5.5,0.33,5.83,credit
1992,3,2818,13,2023-03-12 12:39:00,4.0,0.24,4.24,mobile
1993,9,2819,14,2023-03-12 12:40:00,13.0,0.78,13.78,credit
1994,52,2821,3,2023-03-12 14:23:00,4.0,0.24,4.24,mobile
1995,236,2823,1,2023-03-12 09:30:00,27.0,1.62,28.62,credit
1996,31,2825,1,2023-03-12 09:53:00,48.5,2.91,51.41,credit
1997,74,2826,14,2023-03-12 14:50:00,5.0,0.3,5.3,mobile
1998,143,2827,13,2023-03-12 10:59:00,12.0,0.72,12.72,credit
1999,143,2828,13,2023-03-12 12:17:00,5.0,0.3,5.3,credit
2000,71,2829,5,2023-03-12 13:59:00,4.5,0.27,4.77,credit
2001,223,2830,11,2023-03-12 15:43:00,19.0,1.14,20.14,credit
2002,237,2831,7,2023-03-12 09:30:00,5.5,0.33,5.83,credit
2003,47,2832,1,2023-03-12 09:37:00,5.5,0.33,5.83,mobile
2004,39,2833,13,2023-03-12 10:59:00,4.0,0.24,4.24,mobile
2005,196,2837,13,2023-03-13 11:59:00,25.5,1.53,27.03,credit
2006,1,2838,2,2023-03-13 09:35:00,17.5,1.05,18.55,mobile
2007,1,2840,7,2023-03-14 10:39:00,5.5,0.33,5.83,credit
2008,2,2841,4,2023-03-14 13:59:00,6.75,0.4,7.15,credit
2009,57,2843,11,2023-03-14 12:59:00,27.0,1.62,28.62,credit
2010,1,2844,4,2023-03-14 14:25:00,9.5,0.57,10.07,credit
2011,5,2845,14,2023-03-14 15:25:00,10.0,0.6,10.6,mobile
2012,69,2847,5,2023-03-14 10:59:00,4.0,0.24,4.24,mobile
2013,126,2848,14,2023-03-14 15:45:00,12.0,0.72,12.72,mobile
2014,39,2850,13,2023-03-15 13:10:00,27.0,1.62,28.62,mobile
2015,237,2852,4,2023-03-15 12:59:00,4.5,0.27,4.77,mobile
2016,233,2853,5,2023-03-15 11:56:00,8.0,0.48,8.48,credit
2017,71,2854,14,2023-03-15 11:47:00,6.5,0.39,6.89,mobile
2018,63,2857,13,2023-03-15 11:56:00,4.5,0.27,4.77,mobile
2019,8,2859,12,2023-03-15 12:59:00,4.47,0.27,4.74,credit
2020,47,2860,11,2023-03-16 15:28:00,7.0,0.42,7.42,credit
2021,5,2861,2,2023-03-16 12:57:00,3.0,0.18,3.18,credit
2022,121,2862,14,2023-03-16 16:27:00,36.0,2.16,38.16,credit
2023,189,2865,12,2023-03-16 13:57:00,3.5,0.21,3.71,mobile
2024,74,2868,11,2023-03-17 16:41:00,5.5,0.33,5.83,mobile
2025,186,2869,7,2023-03-17 14:15:00,6.0,0.36,6.36,mobile
2026,165,2870,14,2023-03-17 15:59:00,8.0,0.48,8.48,credit
2027,38,2871,7,2023-03-17 15:40:00,11.87,0.71,12.58,credit
2028,4,2876,11,2023-03-17 14:26:00,9.06,0.54,9.6,mobile
2029,63,2877,13,2023-03-17 15:24:00,13.5,0.81,14.31,debit
2030,143,2878,2,2023-03-17 09:33:00,25.0,1.5,26.5,credit
2031,52,2879,2,2023-03-18 14:59:00,5.0,0.3,5.3,credit
2032,175,2880,6,2023-03-18 10:27:00,6.91,0.41,7.32,mobile
2033,1,2881,5,2023-03-18 11:59:00,9.0,0.54,9.54,credit
2034,38,2883,5,2023-03-18 16:16:00,5.87,0.35,6.22,credit
2035,69,2884,3,2023-03-18 13:55:00,37.5,2.25,39.75,debit
2036,118,2885,7,2023-03-18 09:43:00,6.04,0.36,6.4,credit
2037,64,2886,5,2023-03-18 10:59:00,9.65,0.58,10.23,credit
2038,194,2887,13,2023-03-18 10:23:00,5.5,0.33,5.83,credit
2039,143,2890,1,2023-03-18 11:23:00,3.0,0.18,3.18,debit
2040,234,2892,2,2023-03-18 16:45:00,7.3,0.44,7.74,credit
2041,248,2893,14,2023-03-18 15:22:00,19.5,1.17,20.67,mobile
2042,143,2894,1,2023-03-18 13:59:00,4.5,0.27,4.77,credit
2043,10,2895,4,2023-03-18 13:32:00,6.85,0.41,7.26,credit
2044,31,2897,11,2023-03-18 15:57:00,6.0,0.36,6.36,credit
2045,172,2899,13,2023-03-19 12:46:00,4.0,0.24,4.24,mobile
2046,237,2900,1,2023-03-19 16:12:00,4.0,0.24,4.24,mobile
2047,128,2901,7,2023-03-19 09:17:00,17.98,1.08,19.06,mobile
2048,2,2904,10,2023-03-19 16:47:00,27.75,1.67,29.42,credit
2049,240,2906,14,2023-03-19 15:59:00,14.0,0.84,14.84,mobile
2050,69,2908,2,2023-03-19 13:30:00,14.5,0.87,15.37,credit
2051,52,2909,13,2023-03-20 10:39:00,5.5,0.33,5.83,mobile
2052,160,2910,13,2023-03-20 09:57:00,4.0,0.24,4.24,mobile
2053,235,2913,12,2023-03-20 14:30:00,21.0,1.26,22.26,debit
2054,179,2914,6,2023-03-20 10:43:00,16.61,1.0,17.61,mobile
2055,103,2915,1,2023-03-20 10:59:00,5.44,0.33,5.77,credit
2056,73,2916,4,2023-03-20 10:13:00,6.0,0.36,6.36,debit
2057,237,2918,5,2023-03-20 10:30:00,5.5,0.33,5.83,debit
2058,74,2919,14,2023-03-21 16:49:00,13.0,0.78,13.78,credit
2059,39,2920,2,2023-03-21 16:59:00,19.5,1.17,20.67,mobile
2060,78,2921,12,2023-03-21 16:34:00,22.79,1.37,24.16,credit
2061,2,2923,4,2023-03-21 09:26:00,18.25,1.09,19.34,credit
2062,92,2924,14,2023-03-21 09:59:00,15.0,0.9,15.9,credit
2063,149,2925,3,2023-03-21 16:58:00,9.02,0.54,9.56,debit
2064,3,2926,2,2023-03-21 16:13:00,24.5,1.47,25.97,debit
2065,75,2928,1,2023-03-21 14:31:00,9.57,0.57,10.14,debit
2066,189,2929,13,2023-03-21 13:16:00,8.0,0.48,8.48,mobile
2067,97,2930,6,2023-03-21 11:59:00,4.0,0.24,4.24,mobile
2068,165,2931,2,2023-03-22 10:45:00,34.5,2.07,36.57,mobile
2069,111,2932,13,2023-03-22 16:59:00,3.5,0.21,3.71,credit
2070,179,2933,12,2023-03-22 15:18:00,10.11,0.61,10.72,credit
2071,237,2936,5,2023-03-22 11:32:00,16.0,0.96,16.96,debit
2072,25,2937,14,2023-03-22 13:31:00,6.0,0.36,6.36,mobile
2073,2,2938,13,2023-03-22 11:59:00,6.75,0.4,7.15,debit
2074,74,2939,7,2023-03-22 09:24:00,43.5,2.61,46.11,mobile
2075,8,2940,12,2023-03-22 13:58:00,7.97,0.48,8.45,mobile
2076,74,2941,5,2023-03-22 09:44:00,10.0,0.6,10.6,mobile
2077,179,2942,11,2023-03-23 16:59:00,13.11,0.79,13.9,debit
2078,234,2943,13,2023-03-23 16:54:00,10.8,0.65,11.45,credit
2079,235,2945,1,2023-03-23 15:30:00,11.0,0.66,11.66,mobile
2080,92,2946,3,2023-03-23 13:27:00,7.0,0.42,7.42,debit
2081,2,2947,3,2023-03-23 09:40:00,14.75,0.89,15.64,credit
2082,236,2948,7,2023-03-23 16:54:00,9.0,0.54,9.54,credit
2083,196,2949,1,2023-03-23 16:15:00,5.0,0.3,5.3,mobile
2084,201,2950,12,2023-03-23 14:59:00,16.5,0.99,17.49,mobile
2085,98,2951,7,2023-03-23 16:44:00,3.0,0.18,3.18,credit
2086,179,2954,14,2023-03-23 09:59:00,41.11,2.47,43.58,debit
2087,101,2955,10,2023-03-23 14:52:00,4.0,0.24,4.24,mobile
2088,1,2956,10,2023-03-24 09:59:00,4.0,0.24,4.24,credit
2089,5,2957,11,2023-03-24 09:16:00,3.5,0.21,3.71,debit
2090,186,2958,6,2023-03-24 13:59:00,10.0,0.6,10.6,debit
2091,2,2960,5,2023-03-24 13:44:00,10.75,0.65,11.4,debit
2092,234,2961,14,2023-03-24 13:40:00,20.3,1.22,21.52,mobile
2093,73,2962,2,2023-03-24 13:52:00,3.5,0.21,3.71,credit
2094,39,2963,11,2023-03-24 13:40:00,6.0,0.36,6.36,credit
2095,165,2964,4,2023-03-24 12:26:00,4.0,0.24,4.24,credit
2096,125,2965,2,2023-03-24 10:59:00,9.39,0.56,9.95,credit
2097,103,2966,1,2023-03-24 10:21:00,10.94,0.66,11.6,credit
2098,57,2967,5,2023-03-24 13:59:00,14.0,0.84,14.84,mobile
2099,7,2968,5,2023-03-24 12:23:00,10.0,0.6,10.6,mobile
2100,160,2969,13,2023-03-24 15:17:00,16.0,0.96,16.96,mobile
2101,198,2970,7,2023-03-25 10:59:00,5.5,0.33,5.83,mobile
2102,75,2971,12,2023-03-25 16:48:00,5.07,0.3,5.37,credit
2103,161,2972,1,2023-03-25 13:24:00,6.62,0.4,7.02,mobile
2104,218,2973,14,2023-03-25 13:53:00,6.0,0.36,6.36,debit
2105,2,2975,3,2023-03-25 15:13:00,9.25,0.55,9.8,credit
2106,73,2976,11,2023-03-25 15:49:00,40.0,2.4,42.4,credit
2107,20,2979,2,2023-03-25 09:59:00,10.0,0.6,10.6,credit
2108,143,2980,11,2023-03-25 10:59:00,3.5,0.21,3.71,mobile
2109,232,2981,7,2023-03-25 12:50:00,13.48,0.81,14.29,credit
2110,237,2983,12,2023-03-25 09:59:00,5.5,0.33,5.83,mobile
2111,128,2986,7,2023-03-25 15:41:00,30.48,1.83,32.31,debit
2112,73,2987,7,2023-03-25 16:34:00,21.0,1.26,22.26,credit
2113,10,2988,13,2023-03-25 10:42:00,5.35,0.32,5.67,mobile
2114,1,2989,14,2023-03-25 14:59:00,8.0,0.48,8.48,credit
2115,143,2990,13,2023-03-25 15:22:00,35.0,2.1,37.1,credit
2116,1,2991,5,2023-03-26 15:59:00,9.5,0.57,10.07,debit
2117,17,2992,13,2023-03-26 11:18:00,4.5,0.27,4.77,credit
2118,69,2993,14,2023-03-26 14:43:00,6.0,0.36,6.36,credit
2119,172,2995,10,2023-03-26 10:30:00,18.0,1.08,19.08,credit
2120,1,2996,3,2023-03-26 10:58:00,5.5,0.33,5.83,credit
2121,143,2997,13,2023-03-26 13:59:00,9.5,0.57,10.07,debit
2122,69,3000,10,2023-03-26 11:30:00,6.5,0.39,6.89,debit
2123,69,3001,11,2023-03-26 13:55:00,5.5,0.33,5.83,credit
2124,154,3002,6,2023-03-26 16:33:00,34.0,2.04,36.04,mobile
2125,3,3003,12,2023-03-26 12:58:00,23.5,1.41,24.91,credit
2126,194,3005,1,2023-03-26 14:59:00,9.5,0.57,10.07,debit
2127,191,3006,12,2023-03-26 10:20:00,5.94,0.36,6.3,debit
2128,9,3007,11,2023-03-27 11:40:00,3.0,0.18,3.18,mobile
2129,194,3009,3,2023-03-27 10:56:00,5.5,0.33,5.83,credit
2130,161,3010,4,2023-03-27 11:56:00,28.12,1.69,29.81,mobile
2131,172,3011,7,2023-03-27 16:35:00,37.0,2.22,39.22,debit
2132,4,3014,10,2023-03-27 16:20:00,9.06,0.54,9.6,mobile
2133,1,3015,12,2023-03-27 10:59:00,4.0,0.24,4.24,credit
2134,52,3016,1,2023-03-27 09:48:00,31.0,1.86,32.86,credit
2135,21,3017,5,2023-03-27 16:59:00,6.04,0.36,6.4,mobile
2136,69,3019,4,2023-03-28 10:59:00,3.5,0.21,3.71,credit
2137,179,3020,2,2023-03-28 10:28:00,4.61,0.28,4.89,debit
2138,103,3021,7,2023-03-28 14:59:00,41.94,2.52,44.46,credit
2139,1,3023,4,2023-03-28 10:51:00,3.0,0.18,3.18,credit
2140,166,3024,11,2023-03-28 14:25:00,24.76,1.49,26.25,mobile
2141,152,3025,3,2023-03-28 14:59:00,28.0,1.68,29.68,credit
2142,45,3026,12,2023-03-28 13:59:00,10.5,0.63,11.13,debit
2143,171,3028,1,2023-03-29 16:12:00,6.5,0.39,6.89,debit
2144,125,3029,10,2023-03-29 12:47:00,24.89,1.49,26.38,debit
2145,103,3033,2,2023-03-29 11:59:00,27.44,1.65,29.09,debit
2146,179,3034,12,2023-03-29 14:54:00,7.61,0.46,8.07,credit
2147,56,3035,14,2023-03-29 12:33:00,11.21,0.67,11.88,credit
2148,198,3037,4,2023-03-29 16:18:00,3.0,0.18,3.18,debit
2149,39,3038,1,2023-03-30 10:54:00,4.0,0.24,4.24,mobile
2150,74,3039,7,2023-03-30 12:59:00,11.0,0.66,11.66,credit
2151,75,3041,5,2023-03-30 14:41:00,7.07,0.42,7.49,mobile
2152,17,3043,10,2023-03-30 11:54:00,7.0,0.42,7.42,debit
2153,75,3044,5,2023-03-30 16:12:00,17.07,1.02,18.09,mobile
2154,19,3045,13,2023-03-30 13:20:00,27.5,1.65,29.15,credit
2155,196,3046,14,2023-03-30 16:26:00,4.0,0.24,4.24,mobile
2156,179,3047,10,2023-03-31 12:53:00,15.11,0.91,16.02,credit
2157,161,3048,5,2023-03-31 11:59:00,8.12,0.49,8.61,credit
2158,217,3049,11,2023-03-31 15:44:00,7.53,0.45,7.98,debit
2159,217,3050,14,2023-03-31 10:13:00,7.53,0.45,7.98,mobile
2160,194,3051,1,2023-03-31 16:21:00,4.5,0.27,4.77,credit
2161,161,3052,5,2023-03-31 16:14:00,8.62,0.52,9.14,credit
2162,165,3054,6,2023-03-31 10:55:00,9.0,0.54,9.54,credit
2163,15,3055,6,2023-03-31 14:30:00,6.5,0.39,6.89,mobile
2164,64,3056,7,2023-04-01 09:41:00,8.15,0.49,8.64,debit
2165,67,3057,7,2023-04-01 14:23:00,11.0,0.66,11.66,credit
2166,161,3058,12,2023-04-01 13:39:00,9.12,0.55,9.67,debit
2167,74,3059,11,2023-04-01 12:38:00,56.5,3.39,59.89,credit
2168,73,3061,12,2023-04-01 11:32:00,11.0,0.66,11.66,mobile
2169,172,3062,3,2023-04-01 16:49:00,8.0,0.48,8.48,debit
2170,179,3063,6,2023-04-01 11:44:00,23.61,1.42,25.03,mobile
2171,165,3064,1,2023-04-01 15:26:00,5.0,0.3,5.3,credit
2172,73,3065,1,2023-04-01 14:59:00,6.5,0.39,6.89,credit
2173,189,3066,10,2023-04-01 09:39:00,5.0,0.3,5.3,credit
2174,97,3067,12,2023-04-01 13:18:00,13.0,0.78,13.78,credit
2175,1,3068,6,2023-04-01 14:39:00,4.0,0.24,4.24,credit
2176,194,3070,1,2023-04-01 14:58:00,5.5,0.33,5.83,mobile
2177,103,3071,4,2023-04-01 09:59:00,8.44,0.51,8.95,mobile
2178,2,3073,10,2023-04-01 14:59:00,5.25,0.32,5.57,mobile
2179,25,3074,13,2023-04-01 10:55:00,25.0,1.5,26.5,debit
2180,160,3076,10,2023-04-01 09:30:00,31.0,1.86,32.86,mobile
2181,165,3077,12,2023-04-01 14:12:00,8.0,0.48,8.48,mobile
2182,5,3078,11,2023-04-01 15:39:00,22.5,1.35,23.85,credit
2183,240,3080,14,2023-04-02 12:29:00,4.0,0.24,4.24,credit
2184,2,3081,6,2023-04-02 12:30:00,5.75,0.34,6.09,mobile
2185,179,3082,6,2023-04-02 15:54:00,7.11,0.43,7.54,credit
2186,11,3083,5,2023-04-02 11:59:00,11.0,0.66,11.66,credit
2187,4,3084,3,2023-04-02 14:47:00,6.56,0.39,6.95,credit
2188,237,3086,1,2023-04-02 15:51:00,11.0,0.66,11.66,mobile
2189,240,3090,12,2023-04-02 13:44:00,7.0,0.42,7.42,credit
2190,189,3091,12,2023-04-02 13:26:00,10.0,0.6,10.6,mobile
2191,204,3092,6,2023-04-02 15:45:00,4.0,0.24,4.24,credit
2192,56,3095,3,2023-04-02 12:38:00,5.21,0.31,5.52,mobile
2193,128,3096,3,2023-04-02 12:16:00,26.48,1.59,28.07,credit
2194,21,3097,1,2023-04-03 12:51:00,6.54,0.39,6.93,credit
2195,2,3098,10,2023-04-03 14:43:00,15.75,0.94,16.69,credit
2196,160,3099,2,2023-04-03 14:21:00,3.5,0.21,3.71,mobile
2197,98,3100,4,2023-04-03 10:47:00,4.5,0.27,4.77,debit
2198,2,3101,7,2023-04-03 13:16:00,21.75,1.3,23.05,credit
2199,103,3105,6,2023-04-03 12:31:00,29.44,1.77,31.21,credit
2200,197,3106,5,2023-04-03 14:54:00,10.0,0.6,10.6,credit
2201,126,3107,14,2023-04-03 12:41:00,22.0,1.32,23.32,mobile
2202,3,3108,1,2023-04-03 15:13:00,5.5,0.33,5.83,credit
2203,179,3109,10,2023-04-03 09:44:00,13.11,0.79,13.9,mobile
2204,82,3110,12,2023-04-04 16:57:00,4.0,0.24,4.24,credit
2205,2,3111,2,2023-04-04 10:45:00,6.75,0.4,7.15,mobile
2206,197,3112,14,2023-04-04 10:54:00,15.0,0.9,15.9,credit
2207,75,3114,1,2023-04-04 12:29:00,5.57,0.33,5.9,mobile
2208,8,3116,1,2023-04-04 13:13:00,4.97,0.3,5.27,credit
2209,165,3117,5,2023-04-04 11:18:00,9.5,0.57,10.07,mobile
2210,73,3118,5,2023-04-04 14:11:00,4.5,0.27,4.77,mobile
2211,121,3119,2,2023-04-04 09:59:00,3.0,0.18,3.18,credit
2212,25,3120,14,2023-04-04 09:59:00,17.0,1.02,18.02,mobile
2213,67,3121,1,2023-04-04 15:30:00,27.0,1.62,28.62,debit
2214,183,3122,11,2023-04-04 14:59:00,6.5,0.39,6.89,mobile
2215,2,3123,6,2023-04-05 13:13:00,7.25,0.43,7.68,credit
2216,88,3126,13,2023-04-05 13:55:00,17.0,1.02,18.02,debit
2217,74,3127,12,2023-04-05 14:59:00,21.0,1.26,22.26,debit
2218,38,3128,5,2023-04-05 12:29:00,21.87,1.31,23.18,mobile
2219,67,3129,2,2023-04-05 15:59:00,12.0,0.72,12.72,mobile
2220,233,3130,4,2023-04-05 16:50:00,3.5,0.21,3.71,mobile
2221,213,3132,1,2023-04-05 11:55:00,10.0,0.6,10.6,mobile
2222,103,3133,13,2023-04-05 14:59:00,7.94,0.48,8.42,debit
2223,73,3134,13,2023-04-05 16:59:00,3.5,0.21,3.71,credit
2224,172,3135,11,2023-04-05 15:29:00,20.0,1.2,21.2,debit
2225,64,3139,10,2023-04-06 15:48:00,12.15,0.73,12.88,credit
2226,35,3141,1,2023-04-06 10:59:00,6.5,0.39,6.89,mobile
2227,2,3143,11,2023-04-06 14:59:00,7.25,0.43,7.68,debit
2228,125,3144,14,2023-04-06 15:34:00,11.39,0.68,12.07,mobile
2229,38,3145,12,2023-04-06 14:56:00,6.87,0.41,7.28,credit
2230,233,3146,6,2023-04-06 13:10:00,23.5,1.41,24.91,credit
2231,118,3147,10,2023-04-07 13:59:00,6.54,0.39,6.93,credit
2232,111,3148,10,2023-04-07 16:14:00,8.0,0.48,8.48,credit
2233,186,3149,10,2023-04-07 16:16:00,18.0,1.08,19.08,credit
2234,69,3150,14,2023-04-07 11:59:00,4.5,0.27,4.77,mobile
2235,2,3151,6,2023-04-07 16:28:00,5.75,0.34,6.09,mobile
2236,165,3152,2,2023-04-07 10:59:00,8.0,0.48,8.48,credit
2237,6,3153,14,2023-04-07 16:49:00,6.0,0.36,6.36,credit
2238,172,3154,5,2023-04-07 11:59:00,49.0,2.94,51.94,credit
2239,4,3155,5,2023-04-07 11:11:00,15.06,0.9,15.96,mobile
2240,67,3156,2,2023-04-07 15:47:00,5.5,0.33,5.83,credit
2241,2,3157,14,2023-04-07 10:30:00,9.25,0.55,9.8,credit
2242,4,3158,10,2023-04-07 13:31:00,9.06,0.54,9.6,debit
2243,232,3160,14,2023-04-07 09:11:00,26.98,1.62,28.6,credit
2244,232,3165,11,2023-04-07 11:37:00,6.48,0.39,6.87,credit
2245,9,3166,14,2023-04-07 13:37:00,43.0,2.58,45.58,credit
2246,56,3167,2,2023-04-07 15:55:00,10.21,0.61,10.82,debit
2247,1,3168,2,2023-04-07 11:12:00,5.5,0.33,5.83,credit
2248,178,3169,14,2023-04-08 12:22:00,4.0,0.24,4.24,credit
2249,74,3170,5,2023-04-08 16:31:00,5.5,0.33,5.83,credit
2250,189,3171,6,2023-04-08 10:19:00,29.5,1.77,31.27,credit
2251,43,3172,4,2023-04-08 13:59:00,11.5,0.69,12.19,credit
2252,236,3174,1,2023-04-08 14:18:00,6.5,0.39,6.89,mobile
2253,53,3175,6,2023-04-08 10:38:00,13.59,0.82,14.41,credit
2254,236,3176,5,2023-04-08 09:59:00,17.5,1.05,18.55,credit
2255,240,3179,12,2023-04-08 13:38:00,3.5,0.21,3.71,mobile
2256,21,3180,4,2023-04-08 15:56:00,11.54,0.69,12.23,debit
2257,82,3181,3,2023-04-08 13:25:00,6.5,0.39,6.89,mobile
2258,117,3183,5,2023-04-08 10:33:00,3.5,0.21,3.71,mobile
2259,74,3184,10,2023-04-08 15:59:00,7.0,0.42,7.42,debit
2260,240,3185,10,2023-04-08 15:57:00,4.0,0.24,4.24,credit
2261,11,3186,3,2023-04-08 11:59:00,4.5,0.27,4.77,credit
2262,232,3187,3,2023-04-08 15:51:00,42.48,2.55,45.03,mobile
2263,237,3188,12,2023-04-08 16:25:00,7.0,0.42,7.42,mobile
2264,20,3190,10,2023-04-08 14:50:00,7.0,0.42,7.42,mobile
2265,160,3191,4,2023-04-08 10:13:00,8.0,0.48,8.48,credit
2266,11,3199,10,2023-04-09 15:59:00,9.5,0.57,10.07,credit
2267,232,3200,13,2023-04-09 12:46:00,9.98,0.6,10.58,mobile
2268,2,3201,2,2023-04-09 10:59:00,21.25,1.27,22.52,credit
2269,69,3202,7,2023-04-09 13:48:00,6.5,0.39,6.89,mobile
2270,143,3203,14,2023-04-09 16:53:00,8.5,0.51,9.01,credit
2271,53,3205,14,2023-04-09 12:59:00,21.59,1.3,22.89,debit
2272,189,3206,7,2023-04-09 13:23:00,11.0,0.66,11.66,credit
2273,71,3207,10,2023-04-09 16:52:00,25.5,1.53,27.03,mobile
2274,6,3210,11,2023-04-09 13:28:00,6.0,0.36,6.36,mobile
2275,206,3211,7,2023-04-09 11:59:00,12.65,0.76,13.41,credit
2276,111,3212,13,2023-04-09 09:44:00,4.5,0.27,4.77,credit
2277,125,3213,11,2023-04-09 09:59:00,6.39,0.38,6.77,mobile
2278,233,3214,11,2023-04-09 12:44:00,18.0,1.08,19.08,credit
2279,221,3217,2,2023-04-09 11:24:00,6.0,0.36,6.36,credit
2280,189,3218,12,2023-04-09 12:44:00,8.0,0.48,8.48,debit
2281,233,3220,2,2023-04-09 09:49:00,6.0,0.36,6.36,debit
2282,98,3222,5,2023-04-09 11:59:00,8.0,0.48,8.48,credit
2283,68,3223,10,2023-04-10 16:28:00,9.5,0.57,10.07,credit
2284,200,3225,4,2023-04-10 09:40:00,10.0,0.6,10.6,credit
2285,233,3227,12,2023-04-10 10:49:00,41.0,2.46,43.46,credit
2286,189,3229,14,2023-04-10 12:30:00,5.5,0.33,5.83,mobile
2287,236,3231,7,2023-04-10 16:27:00,30.0,1.8,31.8,credit
2288,82,3232,14,2023-04-10 15:49:00,8.0,0.48,8.48,mobile
2289,38,3233,12,2023-04-10 13:35:00,14.37,0.86,15.23,debit
2290,7,3237,13,2023-04-11 11:31:00,4.5,0.27,4.77,mobile
2291,197,3239,12,2023-04-11 13:55:00,10.0,0.6,10.6,mobile
2292,82,3241,3,2023-04-11 15:42:00,17.5,1.05,18.55,debit
2293,69,3242,2,2023-04-11 11:59:00,4.0,0.24,4.24,credit
2294,1,3243,2,2023-04-11 10:14:00,9.0,0.54,9.54,mobile
2295,233,3244,7,2023-04-11 13:59:00,9.5,0.57,10.07,credit
2296,39,3245,12,2023-04-11 12:49:00,6.0,0.36,6.36,mobile
2297,74,3246,10,2023-04-11 09:23:00,6.0,0.36,6.36,debit
2298,4,3248,11,2023-04-12 11:11:00,5.56,0.33,5.89,mobile
2299,17,3249,13,2023-04-12 16:59:00,10.5,0.63,11.13,debit
2300,189,3250,10,2023-04-12 15:25:00,8.0,0.48,8.48,mobile
2301,116,3251,4,2023-04-12 09:59:00,10.5,0.63,11.13,mobile
2302,160,3252,14,2023-04-12 15:34:00,32.0,1.92,33.92,mobile
2303,189,3253,4,2023-04-12 16:30:00,20.0,1.2,21.2,credit
2304,8,3254,13,2023-04-12 16:10:00,8.97,0.54,9.51,credit
2305,165,3256,13,2023-04-12 10:12:00,3.5,0.21,3.71,credit
2306,3,3258,6,2023-04-12 16:58:00,6.5,0.39,6.89,credit
2307,7,3260,13,2023-04-12 15:49:00,27.0,1.62,28.62,credit
2308,1,3261,5,2023-04-12 11:56:00,34.0,2.04,36.04,credit
2309,10,3262,3,2023-04-12 10:51:00,35.85,2.15,38.0,credit
2310,57,3263,12,2023-04-12 11:36:00,20.0,1.2,21.2,mobile
2311,69,3264,3,2023-04-12 13:55:00,11.0,0.66,11.66,credit
2312,240,3268,1,2023-04-13 09:21:00,9.0,0.54,9.54,credit
2313,31,3269,4,2023-04-13 13:59:00,15.0,0.9,15.9,debit
2314,111,3270,7,2023-04-13 09:17:00,8.0,0.48,8.48,credit
2315,200,3273,14,2023-04-13 11:40:00,3.5,0.21,3.71,credit
2316,3,3274,4,2023-04-13 14:55:00,7.0,0.42,7.42,debit
2317,118,3275,13,2023-04-13 12:57:00,8.54,0.51,9.05,credit
2318,67,3276,1,2023-04-13 12:23:00,6.0,0.36,6.36,credit
2319,110,3278,2,2023-04-13 13:59:00,5.5,0.33,5.83,credit
2320,197,3279,1,2023-04-13 10:30:00,11.0,0.66,11.66,debit
2321,3,3280,3,2023-04-13 16:27:00,8.0,0.48,8.48,credit
2322,111,3282,3,2023-04-14 16:42:00,9.5,0.57,10.07,credit
2323,73,3283,10,2023-04-14 12:22:00,6.5,0.39,6.89,debit
2324,217,3284,3,2023-04-14 16:49:00,7.03,0.42,7.45,credit
2325,148,3286,5,2023-04-14 10:43:00,4.5,0.27,4.77,mobile
2326,110,3287,1,2023-04-14 09:59:00,8.0,0.48,8.48,mobile
2327,101,3288,10,2023-04-14 16:45:00,8.5,0.51,9.01,mobile
2328,238,3290,14,2023-04-14 16:48:00,11.84,0.71,12.55,credit
2329,75,3291,11,2023-04-14 14:14:00,14.07,0.84,14.91,mobile
2330,120,3293,4,2023-04-14 11:50:00,7.09,0.43,7.52,mobile
