operations_id,operation_date,menu_layout_version,yelp_underlying_rating,yelp_displayed_rating,notes
725,2024-05-25,A,4.517,4.5,
726,2024-05-26,B,4.529,4.5,
727,2024-05-27,B,4.532,4.5,
728,2024-05-28,B,4.544,4.5,
729,2024-05-29,A,4.518,4.5,
730,2024-05-30,B,4.536,4.5,
731,2024-05-31,B,4.543,4.5,
732,2024-06-01,A,4.535,4.5,
733,2024-06-02,B,4.532,4.5,
734,2024-06-03,A,4.549,4.5,
735,2024-06-04,B,4.535,4.5,
736,2024-06-05,B,4.547,4.5,
737,2024-06-06,B,4.54,4.5,
738,2024-06-07,B,4.536,4.5,
739,2024-06-08,B,4.536,4.5,
740,2024-06-09,B,4.537,4.5,
741,2024-06-10,A,4.554,4.5,
742,2024-06-11,A,4.534,4.5,
743,2024-06-12,A,4.557,4.5,
744,2024-06-13,B,4.535,4.5,
745,2024-06-14,A,4.542,4.5,
746,2024-06-15,B,4.521,4.5,
747,2024-06-16,A,4.558,4.5,
748,2024-06-17,B,4.55,4.5,
749,2024-06-18,A,4.532,4.5,
750,2024-06-19,B,4.545,4.5,
751,2024-06-20,A,4.544,4.5,
752,2024-06-21,B,4.549,4.5,
753,2024-06-22,B,4.545,4.5,
754,2024-06-23,B,4.574,4.5,
755,2024-06-24,A,4.532,4.5,
756,2024-06-25,A,4.552,4.5,
757,2024-06-26,B,4.546,4.5,
758,2024-06-27,A,4.542,4.5,
759,2024-06-28,B,4.526,4.5,
760,2024-06-29,A,4.543,4.5,
761,2024-06-30,B,4.537,4.5,
762,2024-07-01,A,4.556,4.5,
763,2024-07-02,A,4.557,4.5,
764,2024-07-03,B,4.565,4.5,
765,2024-07-04,A,4.544,4.5,
766,2024-07-05,A,4.549,4.5,
767,2024-07-06,A,4.569,4.5,
768,2024-07-07,A,4.55,4.5,
769,2024-07-08,B,4.566,4.5,
770,2024-07-09,B,4.542,4.5,
771,2024-07-10,A,4.538,4.5,
772,2024-07-11,B,4.554,4.5,
773,2024-07-12,B,4.57,4.5,
774,2024-07-13,A,4.557,4.5,
775,2024-07-14,B,4.555,4.5,
776,2024-07-15,A,4.544,4.5,
777,2024-07-16,A,4.554,4.5,
778,2024-07-17,B,4.564,4.5,
779,2024-07-18,B,4.557,4.5,
780,2024-07-19,A,4.554,4.5,
781,2024-07-20,B,4.56,4.5,
782,2024-07-21,B,4.567,4.5,
783,2024-07-22,A,4.559,4.5,
784,2024-07-23,A,4.551,4.5,
785,2024-07-24,B,4.566,4.5,
786,2024-07-25,B,4.562,4.5,
787,2024-07-26,B,4.563,4.5,
788,2024-07-27,A,4.554,4.5,
789,2024-07-28,B,4.575,4.5,
790,2024-07-29,B,4.562,4.5,
791,2024-07-30,B,4.567,4.5,
792,2024-07-31,A,4.57,4.5,
793,2024-08-01,B,4.56,4.5,
794,2024-08-02,B,4.561,4.5,
795,2024-08-03,B,4.567,4.5,
796,2024-08-04,B,4.583,4.5,
797,2024-08-05,A,4.575,4.5,
798,2024-08-06,A,4.558,4.5,
799,2024-08-07,B,4.564,4.5,
800,2024-08-08,A,4.554,4.5,
801,2024-08-09,A,4.575,4.5,
802,2024-08-10,B,4.583,4.5,
803,2024-08-11,B,4.586,4.5,
804,2024-08-12,A,4.589,4.5,
805,2024-08-13,B,4.568,4.5,
806,2024-08-14,A,4.561,4.5,
807,2024-08-15,B,4.58,4.5,
808,2024-08-16,A,4.571,4.5,
809,2024-08-17,A,4.56,4.5,
810,2024-08-18,A,4.557,4.5,
811,2024-08-19,A,4.578,4.5,
812,2024-08-20,B,4.577,4.5,
813,2024-08-21,B,4.554,4.5,
814,2024-08-22,B,4.573,4.5,
815,2024-08-23,A,4.583,4.5,
816,2024-08-24,A,4.571,4.5,
817,2024-08-25,B,4.566,4.5,
818,2024-08-26,A,4.563,4.5,
819,2024-08-27,A,4.568,4.5,
820,2024-08-28,B,4.585,4.5,
821,2024-08-29,A,4.573,4.5,
822,2024-08-30,B,4.596,4.5,
823,2024-08-31,B,4.595,4.5,
824,2024-09-01,B,4.57,4.5,
825,2024-09-02,B,4.58,4.5,
826,2024-09-03,A,4.577,4.5,
827,2024-09-04,A,4.59,4.5,
828,2024-09-05,B,4.597,4.5,
829,2024-09-06,B,4.574,4.5,
830,2024-09-07,B,4.595,4.5,
831,2024-09-08,A,4.577,4.5,
832,2024-09-09,B,4.596,4.5,
833,2024-09-10,A,4.565,4.5,
834,2024-09-11,B,4.573,4.5,
835,2024-09-12,A,4.587,4.5,
836,2024-09-13,B,4.592,4.5,
837,2024-09-14,A,4.596,4.5,
838,2024-09-15,A,4.583,4.5,
839,2024-09-16,A,4.582,4.5,
840,2024-09-17,A,4.602,4.5,
841,2024-09-18,B,4.601,4.5,
842,2024-09-19,A,4.606,4.5,
843,2024-09-20,B,4.595,4.5,
844,2024-09-21,B,4.579,4.5,
845,2024-09-22,A,4.592,4.5,
846,2024-09-23,B,4.584,4.5,
847,2024-09-24,A,4.607,4.5,
848,2024-09-25,B,4.603,4.5,
849,2024-09-26,A,4.573,4.5,
850,2024-09-27,B,4.594,4.5,
851,2024-09-28,A,4.598,4.5,
852,2024-09-29,B,4.579,4.5,
853,2024-09-30,B,4.572,4.5,
854,2024-10-01,B,4.594,4.5,
855,2024-10-02,A,4.605,4.5,
856,2024-10-03,A,4.598,4.5,
857,2024-10-04,B,4.605,4.5,
858,2024-10-05,B,4.596,4.5,
859,2024-10-06,B,4.614,4.5,
860,2024-10-07,B,4.597,4.5,
861,2024-10-08,B,4.616,4.5,
862,2024-10-09,A,4.597,4.5,
863,2024-10-10,B,4.602,4.5,
864,2024-10-11,A,4.59,4.5,
865,2024-10-12,B,4.574,4.5,
866,2024-10-13,A,4.604,4.5,
867,2024-10-14,B,4.6,4.5,
868,2024-10-15,B,4.598,4.5,
869,2024-10-16,A,4.604,4.5,
870,2024-10-17,B,4.596,4.5,
871,2024-10-18,B,4.597,4.5,
872,2024-10-19,B,4.594,4.5,
873,2024-10-20,A,4.611,4.5,
874,2024-10-21,A,4.614,4.5,
875,2024-10-22,B,4.597,4.5,
876,2024-10-23,A,4.606,4.5,
877,2024-10-24,A,4.599,4.5,
878,2024-10-25,B,4.601,4.5,
879,2024-10-26,B,4.602,4.5,
880,2024-10-27,B,4.604,4.5,
881,2024-10-28,A,4.616,4.5,
882,2024-10-29,B,4.617,4.5,
883,2024-10-30,A,4.601,4.5,
884,2024-10-31,A,4.613,4.5,
885,2024-11-01,B,4.618,4.5,
886,2024-11-02,A,4.601,4.5,
887,2024-11-03,B,4.607,4.5,
888,2024-11-04,B,4.61,4.5,
889,2024-11-05,B,4.593,4.5,
890,2024-11-06,A,4.615,4.5,
891,2024-11-07,A,4.634,4.5,
892,2024-11-08,B,4.612,4.5,
893,2024-11-09,B,4.619,4.5,
894,2024-11-10,B,4.61,4.5,
895,2024-11-11,A,4.616,4.5,
896,2024-11-12,A,4.619,4.5,
897,2024-11-13,A,4.613,4.5,
898,2024-11-14,B,4.608,4.5,
899,2024-11-15,B,4.613,4.5,
900,2024-11-16,A,4.604,4.5,
901,2024-11-17,A,4.622,4.5,
902,2024-11-18,A,4.633,4.5,
903,2024-11-19,B,4.617,4.5,
904,2024-11-20,B,4.607,4.5,
905,2024-11-21,A,4.633,4.5,
906,2024-11-22,A,4.615,4.5,
907,2024-11-23,B,4.632,4.5,
908,2024-11-24,B,4.614,4.5,
909,2024-11-25,A,4.616,4.5,
910,2024-11-26,B,4.607,4.5,
911,2024-11-27,A,4.618,4.5,
912,2024-11-28,B,4.613,4.5,
913,2024-11-29,A,4.617,4.5,
914,2024-11-30,B,4.622,4.5,
915,2024-12-01,A,4.635,4.5,
916,2024-12-02,B,4.622,4.5,
917,2024-12-03,B,4.629,4.5,
918,2024-12-04,B,4.617,4.5,
919,2024-12-05,B,4.632,4.5,
920,2024-12-06,B,4.633,4.5,
921,2024-12-07,B,4.613,4.5,
922,2024-12-08,A,4.638,4.5,
923,2024-12-09,B,4.619,4.5,
924,2024-12-10,B,4.645,4.5,
925,2024-12-11,B,4.632,4.5,
926,2024-12-12,A,4.612,4.5,
927,2024-12-13,B,4.615,4.5,
928,2024-12-14,B,4.608,4.5,
929,2024-12-15,B,4.635,4.5,
930,2024-12-16,B,4.634,4.5,
931,2024-12-17,A,4.628,4.5,
932,2024-12-18,A,4.627,4.5,
933,2024-12-19,B,4.621,4.5,
934,2024-12-20,A,4.627,4.5,
935,2024-12-21,B,4.636,4.5,
936,2024-12-22,A,4.628,4.5,
937,2024-12-23,B,4.642,4.5,
938,2024-12-24,A,4.627,4.5,
939,2024-12-25,B,4.64,4.5,
940,2024-12-26,A,4.643,4.5,
941,2024-12-27,B,4.636,4.5,
942,2024-12-28,B,4.632,4.5,
943,2024-12-29,B,4.638,4.5,
944,2024-12-30,B,4.632,4.5,
945,2024-12-31,A,4.627,4.5,
946,2025-01-01,A,4.629,4.5,
947,2025-01-02,B,4.639,4.5,
948,2025-01-03,B,4.642,4.5,
949,2025-01-04,B,4.639,4.5,
950,2025-01-05,A,4.637,4.5,
951,2025-01-06,B,4.636,4.5,
952,2025-01-07,B,4.626,4.5,
953,2025-01-08,A,4.628,4.5,
954,2025-01-09,A,4.633,4.5,
955,2025-01-10,B,4.638,4.5,
956,2025-01-11,B,4.653,4.5,
957,2025-01-12,B,4.635,4.5,
958,2025-01-13,A,4.656,4.5,
959,2025-01-14,A,4.657,4.5,
960,2025-01-15,A,4.656,4.5,
961,2025-01-16,B,4.652,4.5,
962,2025-01-17,B,4.641,4.5,
963,2025-01-18,A,4.619,4.5,
964,2025-01-19,B,4.642,4.5,
965,2025-01-20,A,4.648,4.5,
966,2025-01-21,A,4.651,4.5,
967,2025-01-22,B,4.643,4.5,
968,2025-01-23,A,4.636,4.5,
969,2025-01-24,B,4.635,4.5,
970,2025-01-25,B,4.648,4.5,
971,2025-01-26,A,4.633,4.5,
972,2025-01-27,B,4.654,4.5,
973,2025-01-28,B,4.663,4.5,
974,2025-01-29,A,4.643,4.5,
975,2025-01-30,B,4.644,4.5,
976,2025-01-31,B,4.648,4.5,
