survey_id,customer_id,visit_id,survey_date,overall_satisfaction,likelihood_recommend,cleanliness_rating,staff_rating,cat_experience,food_quality,comments
421,213,2800,2022-11-04,9,9,7,7,10,6.0,Cat yoga was amazing!
422,60,2808,2022-11-05,7,7,6,8,8,8.0,
423,140,2814,2022-11-05,8,8,7,7,9,6.0,Coffee was excellent.
424,3,2815,2022-11-05,8,9,8,8,9,8.0,Great experience!
425,246,2817,2022-11-05,8,8,7,7,7,8.0,Best cat cafe in DC!
426,121,2830,2022-11-06,4,5,7,7,5,6.0,Perfect rainy day activity.
427,12,2833,2022-11-06,5,6,7,9,8,7.0,
428,246,2843,2022-11-07,8,7,10,9,9,8.0,Great experience!
429,173,2847,2022-11-07,6,8,6,9,7,6.0,Cat yoga was amazing!
430,41,2850,2022-11-07,6,6,8,8,7,8.0,
431,209,2865,2022-11-08,10,10,6,8,10,6.0,Best cat cafe in DC!
432,169,2868,2022-11-08,8,8,7,7,8,7.0,The waffles were delicious.
433,88,2902,2022-11-10,9,7,5,9,9,6.0,
434,173,2903,2022-11-10,6,7,8,8,6,7.0,Loved the cats!
435,201,2913,2022-11-11,7,9,9,8,9,9.0,Wish there were more cats available.
436,29,2924,2022-11-12,6,7,9,6,6,8.0,Best cat cafe in DC!
437,232,2930,2022-11-12,9,9,7,8,10,7.0,The waffles were delicious.
438,176,2946,2022-11-13,5,7,8,7,7,6.0,
439,169,2948,2022-11-13,9,9,7,7,10,6.0,Great experience!
441,131,2951,2022-11-13,7,6,8,6,7,7.0,Coffee was excellent.
442,199,2953,2022-11-13,9,8,8,8,10,6.0,Loved the cats!
443,122,2955,2022-11-13,5,5,7,6,4,6.0,Coffee was excellent.
444,41,2963,2022-11-14,7,8,7,8,7,7.0,
445,233,2966,2022-11-14,6,5,8,8,5,8.0,Coffee was excellent.
446,99,2974,2022-11-15,7,6,7,8,8,5.0,Would recommend to friends.
447,15,2976,2022-11-15,7,7,5,8,7,7.0,The staff was so helpful.
448,96,2977,2022-11-15,6,5,7,7,7,7.0,
449,196,2994,2022-11-16,7,6,9,8,7,8.0,Wish there were more cats available.
450,149,3001,2022-11-16,7,8,7,8,8,6.0,Would recommend to friends.
451,225,3016,2022-11-17,6,9,9,7,8,7.0,Cat yoga was amazing!
452,23,3019,2022-11-17,8,6,9,7,8,9.0,Cat yoga was amazing!
453,95,3052,2022-11-19,7,8,9,9,7,8.0,Cat yoga was amazing!
454,96,3055,2022-11-19,9,8,9,7,10,5.0,
455,146,3057,2022-11-19,6,6,7,8,7,10.0,A bit crowded today.
456,176,3063,2022-11-20,6,7,8,8,6,8.0,Relaxing atmosphere.
457,143,3066,2022-11-20,6,7,10,8,4,7.0,
458,225,3080,2022-11-21,5,5,8,8,4,9.0,
459,161,3085,2022-11-21,10,8,6,9,10,8.0,Coffee was excellent.
460,184,3089,2022-11-21,7,8,7,9,8,5.0,Will definitely come back.
461,137,3098,2022-11-22,7,6,7,6,5,5.0,
462,25,3101,2022-11-22,7,7,9,7,8,7.0,A bit crowded today.
463,30,3108,2022-11-22,6,5,9,7,7,6.0,
464,57,3112,2022-11-23,7,7,8,9,8,,Wish there were more cats available.
466,90,3129,2022-11-24,3,3,9,8,4,8.0,Best cat cafe in DC!
467,50,3145,2022-11-24,9,9,8,7,10,6.0,Coffee was excellent.
468,15,3150,2022-11-25,7,7,8,8,7,4.0,
469,19,3151,2022-11-25,6,7,9,6,3,6.0,Best cat cafe in DC!
470,216,3162,2022-11-25,6,5,8,8,5,5.0,My new favorite spot!
471,46,3184,2022-11-27,4,5,7,8,6,7.0,Best cat cafe in DC!
472,192,3194,2022-11-27,8,7,7,8,8,7.0,Great experience!
473,178,3199,2022-11-28,6,6,8,7,8,7.0,My new favorite spot!
474,189,3200,2022-11-28,7,7,6,9,8,7.0,Wish there were more cats available.
475,31,3227,2022-11-29,9,9,8,7,10,7.0,Will definitely come back.
476,134,3234,2022-11-30,6,6,7,7,5,9.0,
477,239,3246,2022-11-30,3,2,7,7,3,7.0,
478,239,3249,2022-12-01,6,9,8,8,7,,
479,25,3256,2022-12-01,8,8,6,7,8,9.0,Would recommend to friends.
480,226,3261,2022-12-01,9,8,7,7,8,8.0,The staff was so helpful.
481,147,3266,2022-12-02,9,8,9,9,8,6.0,
482,98,3271,2022-12-02,7,7,6,9,6,8.0,A bit crowded today.
483,69,3274,2022-12-02,6,6,8,6,7,8.0,Will definitely come back.
484,185,3289,2022-12-03,7,8,7,9,7,7.0,
485,37,3316,2022-12-04,8,8,8,7,7,7.0,Perfect rainy day activity.
486,3,3333,2022-12-05,9,8,9,9,9,7.0,
487,69,3366,2022-12-07,6,6,9,7,7,7.0,
488,177,3392,2022-12-09,7,5,7,8,6,,The staff was so helpful.
489,147,3420,2022-12-11,8,10,7,9,7,6.0,
490,51,3422,2022-12-11,7,7,7,7,8,6.0,Loved the cats!
491,161,3427,2022-12-11,8,9,9,6,9,7.0,A bit crowded today.
492,151,3433,2022-12-11,6,6,7,8,8,5.0,
493,196,3439,2022-12-12,5,6,8,7,6,6.0,Will definitely come back.
494,10,3442,2022-12-12,7,8,8,8,7,8.0,Coffee was excellent.
495,110,3455,2022-12-13,7,6,7,8,8,7.0,
496,139,3457,2022-12-13,8,6,8,8,8,8.0,Cat yoga was amazing!
497,112,3464,2022-12-13,10,9,7,8,10,6.0,Coffee was excellent.
498,241,3465,2022-12-13,5,6,9,7,7,7.0,Would recommend to friends.
499,220,3473,2022-12-14,7,7,7,7,6,5.0,A bit crowded today.
500,166,3474,2022-12-14,5,5,8,7,7,8.0,
501,54,3475,2022-12-14,5,5,8,9,7,6.0,Cat yoga was amazing!
502,160,3484,2022-12-14,5,6,9,7,4,,
503,105,3492,2022-12-15,7,6,7,6,8,9.0,Great experience!
505,215,3508,2022-12-16,7,8,7,8,7,7.0,
506,80,3511,2022-12-16,6,7,8,8,7,9.0,Loved the cats!
507,91,3533,2022-12-17,5,6,4,8,5,7.0,
508,163,3535,2022-12-17,5,8,8,7,6,6.0,Relaxing atmosphere.
509,247,3546,2022-12-18,7,7,8,8,7,7.0,Loved the cats!
510,70,3549,2022-12-18,7,8,8,6,9,8.0,Will definitely come back.
511,111,3558,2022-12-19,7,8,7,8,7,8.0,The waffles were delicious.
512,127,3566,2022-12-19,8,7,7,6,9,5.0,Would recommend to friends.
513,228,3573,2022-12-19,7,7,7,8,8,6.0,
514,248,3582,2022-12-20,8,6,8,8,8,8.0,Great experience!
515,176,3590,2022-12-20,5,6,9,8,7,7.0,The waffles were delicious.
516,187,3612,2022-12-22,6,5,7,8,7,8.0,The staff was so helpful.
517,163,3618,2022-12-22,8,7,6,7,8,8.0,Perfect rainy day activity.
518,94,3627,2022-12-23,7,7,7,7,8,8.0,Will definitely come back.
519,242,3635,2022-12-23,8,7,7,7,7,6.0,Would recommend to friends.
520,28,3639,2022-12-23,4,5,7,8,5,,
521,100,3645,2022-12-24,10,8,7,8,10,5.0,
522,17,3648,2022-12-24,7,5,6,8,7,,Loved the cats!
523,5,3658,2022-12-24,10,10,6,9,9,6.0,
524,163,3660,2022-12-24,5,5,8,6,5,6.0,A bit crowded today.
525,224,3665,2022-12-25,4,5,7,9,5,6.0,Loved the cats!
526,122,3675,2022-12-25,4,5,8,7,4,5.0,
527,66,3690,2022-12-26,5,4,7,8,7,5.0,My new favorite spot!
528,180,3691,2022-12-26,6,6,8,7,5,5.0,Cat yoga was amazing!
529,102,3694,2022-12-26,6,5,7,8,8,7.0,The waffles were delicious.
530,79,3704,2022-12-27,4,3,9,9,5,,Perfect rainy day activity.
531,122,3716,2022-12-28,7,7,8,7,9,5.0,Would recommend to friends.
532,179,3719,2022-12-28,6,5,8,7,6,6.0,The staff was so helpful.
533,195,3738,2022-12-29,8,9,7,9,9,9.0,Will definitely come back.
534,50,3788,2023-01-01,6,6,7,8,6,8.0,My new favorite spot!
535,142,3795,2023-01-01,5,4,8,8,6,6.0,Will definitely come back.
536,67,3798,2023-01-02,6,6,8,7,6,,Would recommend to friends.
537,222,3805,2023-01-02,5,7,7,8,8,6.0,Perfect rainy day activity.
538,47,3809,2023-01-02,9,9,7,8,10,6.0,Cat yoga was amazing!
539,3,3811,2023-01-02,10,10,10,8,10,6.0,
540,112,3812,2023-01-02,10,8,7,8,10,6.0,The staff was so helpful.
541,144,3816,2023-01-03,10,10,7,7,10,,The staff was so helpful.
542,133,3836,2023-01-04,5,4,8,8,6,7.0,Cat yoga was amazing!
543,242,3837,2023-01-04,5,4,7,8,4,7.0,Great experience!
545,124,3853,2023-01-05,6,5,7,9,7,8.0,
546,170,3858,2023-01-05,8,9,8,9,10,7.0,Wish there were more cats available.
547,241,3859,2023-01-05,6,7,10,8,6,7.0,Coffee was excellent.
548,215,3860,2023-01-05,3,3,8,9,4,8.0,My new favorite spot!
549,35,3869,2023-01-06,5,5,10,7,7,,
550,168,3871,2023-01-06,8,8,7,8,10,6.0,Perfect rainy day activity.
552,34,3886,2023-01-07,8,8,8,8,6,5.0,My new favorite spot!
553,246,3889,2023-01-07,4,5,7,7,5,7.0,Cat yoga was amazing!
554,70,3890,2023-01-07,6,6,9,8,5,6.0,Coffee was excellent.
555,245,3895,2023-01-07,8,8,6,7,8,7.0,A bit crowded today.
556,132,3896,2023-01-07,5,2,9,7,4,8.0,Would recommend to friends.
557,229,3900,2023-01-07,8,6,8,7,7,6.0,
558,129,3915,2023-01-08,5,5,6,8,6,6.0,A bit crowded today.
559,241,3916,2023-01-08,6,7,6,8,7,7.0,The waffles were delicious.
560,45,3924,2023-01-09,3,4,8,7,4,6.0,Loved the cats!
562,206,3939,2023-01-10,7,8,6,8,9,7.0,
563,61,3953,2023-01-11,6,5,7,9,6,6.0,Wish there were more cats available.
564,114,3956,2023-01-11,6,5,10,8,6,6.0,Perfect rainy day activity.
565,38,3958,2023-01-11,8,7,9,8,8,5.0,Great experience!
566,45,3974,2023-01-12,6,5,10,10,7,7.0,Best cat cafe in DC!
567,101,3988,2023-01-13,5,6,7,8,6,,Relaxing atmosphere.
569,25,4012,2023-01-14,6,6,5,8,8,6.0,Wish there were more cats available.
570,246,4023,2023-01-15,5,5,7,6,6,6.0,Will definitely come back.
571,107,4028,2023-01-15,7,6,8,7,7,7.0,The staff was so helpful.
573,128,4047,2023-01-16,8,7,6,8,8,5.0,
574,23,4059,2023-01-17,7,7,7,7,9,6.0,
575,26,4064,2023-01-17,8,9,7,8,9,7.0,Will definitely come back.
576,103,4068,2023-01-17,6,8,8,8,7,8.0,Cat yoga was amazing!
577,195,4073,2023-01-18,8,7,8,7,9,9.0,Loved the cats!
578,107,4075,2023-01-18,6,7,6,9,7,7.0,
579,80,4077,2023-01-18,6,5,8,8,6,3.0,The waffles were delicious.
580,211,4086,2023-01-18,8,7,7,6,10,7.0,Wish there were more cats available.
582,42,4088,2023-01-18,8,8,7,6,8,5.0,
583,205,4098,2023-01-19,6,5,5,9,5,10.0,
584,42,4111,2023-01-20,8,8,6,9,9,8.0,
585,144,4112,2023-01-20,4,4,7,8,5,,Cat yoga was amazing!
586,65,4114,2023-01-20,6,5,8,7,9,5.0,Relaxing atmosphere.
588,77,4119,2023-01-20,8,6,8,7,8,6.0,Coffee was excellent.
589,143,4124,2023-01-21,6,5,8,7,5,8.0,Would recommend to friends.
590,15,4130,2023-01-21,8,8,7,6,6,7.0,Relaxing atmosphere.
591,86,4132,2023-01-21,9,9,7,8,8,7.0,Loved the cats!
592,73,4140,2023-01-21,8,7,7,8,9,8.0,
593,109,4156,2023-01-22,6,7,7,7,5,7.0,
594,244,4161,2023-01-23,5,6,9,8,7,7.0,
595,138,4176,2023-01-24,6,7,6,7,8,9.0,Cat yoga was amazing!
596,16,4191,2023-01-24,5,5,6,8,4,5.0,
597,241,4192,2023-01-24,7,7,7,6,7,7.0,
598,230,4196,2023-01-25,8,8,7,8,8,7.0,A bit crowded today.
599,173,4209,2023-01-25,8,8,8,7,10,8.0,Will definitely come back.
600,144,4227,2023-01-27,6,6,7,8,6,8.0,Perfect rainy day activity.
601,225,4235,2023-01-27,9,10,7,8,10,7.0,
602,244,4237,2023-01-27,8,6,8,8,8,7.0,
603,172,4253,2023-01-28,5,4,8,8,6,6.0,
604,104,4261,2023-01-28,7,8,7,9,9,6.0,Wish there were more cats available.
605,213,4264,2023-01-29,7,9,7,8,9,5.0,A bit crowded today.
606,195,4267,2023-01-29,8,7,9,7,9,8.0,
607,241,4270,2023-01-29,9,8,7,8,8,9.0,
608,22,4285,2023-01-30,7,6,8,8,8,9.0,
609,233,4286,2023-01-30,7,7,9,8,7,9.0,
610,149,4290,2023-01-30,8,8,8,7,9,8.0,Will definitely come back.
611,151,4314,2023-02-01,5,5,7,8,4,4.0,Great experience!
612,8,4317,2023-02-01,3,4,8,10,5,8.0,Would recommend to friends.
613,9,4319,2023-02-01,7,6,7,7,8,10.0,Loved the cats!
614,86,4325,2023-02-01,5,6,9,8,4,6.0,The waffles were delicious.
615,210,4337,2023-02-02,8,8,8,7,10,6.0,A bit crowded today.
616,194,4354,2023-02-03,7,6,6,8,9,6.0,Wish there were more cats available.
617,112,4357,2023-02-03,7,7,6,9,10,8.0,Would recommend to friends.
618,174,4364,2023-02-03,6,6,7,7,7,8.0,Will definitely come back.
619,54,4376,2023-02-04,8,8,7,8,8,7.0,Would recommend to friends.
620,159,4378,2023-02-04,5,5,7,9,7,8.0,Great experience!
621,26,4385,2023-02-05,7,7,8,6,8,8.0,The waffles were delicious.
622,182,4388,2023-02-05,6,6,9,7,8,6.0,Relaxing atmosphere.
623,95,4396,2023-02-05,8,8,6,9,10,6.0,The staff was so helpful.
624,83,4399,2023-02-06,6,6,7,8,7,8.0,Great experience!
625,208,4400,2023-02-06,10,8,5,8,10,6.0,The staff was so helpful.
626,61,4405,2023-02-06,8,9,8,7,9,7.0,
627,146,4408,2023-02-06,6,7,7,8,7,5.0,
628,108,4417,2023-02-07,8,7,7,7,7,7.0,
629,166,4418,2023-02-07,5,4,7,7,5,8.0,The staff was so helpful.
630,184,4420,2023-02-07,7,7,8,7,6,7.0,Cat yoga was amazing!
631,98,4428,2023-02-07,7,8,6,8,6,,Perfect rainy day activity.
632,14,4449,2023-02-08,9,9,9,7,10,4.0,
633,115,4462,2023-02-09,6,5,7,8,6,5.0,
634,20,4479,2023-02-10,4,5,6,8,4,8.0,
635,112,4484,2023-02-10,5,6,10,8,5,9.0,My new favorite spot!
636,187,4515,2023-02-12,6,6,7,6,7,6.0,Will definitely come back.
637,220,4526,2023-02-13,7,6,9,9,8,8.0,My new favorite spot!
638,39,4537,2023-02-14,3,4,9,7,4,5.0,The staff was so helpful.
639,199,4544,2023-02-14,4,3,8,8,6,,Loved the cats!
640,211,4555,2023-02-15,7,6,7,7,7,6.0,
641,159,4558,2023-02-15,5,5,6,8,5,8.0,
642,244,4567,2023-02-15,8,7,8,8,9,9.0,Best cat cafe in DC!
643,67,4578,2023-02-16,7,7,9,7,5,6.0,A bit crowded today.
644,206,4583,2023-02-16,5,6,9,7,7,7.0,Would recommend to friends.
645,68,4585,2023-02-16,8,9,7,8,6,7.0,Relaxing atmosphere.
647,173,4589,2023-02-17,5,6,7,9,6,7.0,Coffee was excellent.
648,164,4593,2023-02-17,4,4,8,7,5,8.0,Will definitely come back.
649,205,4600,2023-02-17,6,4,7,8,6,5.0,
650,79,4601,2023-02-17,7,7,7,7,7,7.0,Best cat cafe in DC!
651,68,4602,2023-02-17,7,6,7,8,9,7.0,
652,198,4603,2023-02-17,5,4,6,9,5,8.0,
654,98,4615,2023-02-18,7,8,8,9,6,6.0,
655,94,4618,2023-02-18,7,8,7,8,7,4.0,The waffles were delicious.
656,20,4620,2023-02-18,6,6,10,7,8,7.0,
657,134,4621,2023-02-18,5,6,8,9,3,5.0,
658,28,4622,2023-02-19,7,6,9,8,7,7.0,A bit crowded today.
659,63,4640,2023-02-20,6,6,6,9,7,5.0,My new favorite spot!
660,144,4643,2023-02-20,8,8,6,7,8,9.0,Cat yoga was amazing!
661,127,4653,2023-02-20,9,10,8,6,10,9.0,
662,68,4660,2023-02-21,6,5,6,7,6,6.0,
663,178,4663,2023-02-21,5,5,7,7,8,6.0,A bit crowded today.
664,244,4667,2023-02-21,5,4,9,8,5,3.0,The staff was so helpful.
665,159,4683,2023-02-22,8,7,7,7,7,5.0,Great experience!
666,75,4693,2023-02-23,5,5,7,8,6,6.0,The staff was so helpful.
667,5,4700,2023-02-23,8,8,8,8,9,7.0,Wish there were more cats available.
668,33,4703,2023-02-23,8,9,6,8,10,8.0,
669,117,4712,2023-02-24,6,7,8,9,8,5.0,The staff was so helpful.
670,243,4719,2023-02-24,6,7,8,8,6,8.0,
671,58,4722,2023-02-24,8,7,9,8,9,8.0,Great experience!
672,136,4729,2023-02-25,4,4,7,8,5,,Great experience!
673,58,4736,2023-02-25,6,6,8,8,6,9.0,
674,235,4737,2023-02-25,7,6,7,7,8,7.0,
675,87,4740,2023-02-25,7,6,9,8,8,7.0,My new favorite spot!
676,106,4743,2023-02-26,6,6,7,8,6,8.0,Perfect rainy day activity.
677,190,4745,2023-02-26,7,7,6,7,7,6.0,
678,210,4747,2023-02-26,7,6,7,8,7,6.0,Will definitely come back.
679,44,4748,2023-02-26,6,8,7,9,9,8.0,
680,228,4753,2023-02-26,9,10,6,8,10,8.0,Perfect rainy day activity.
681,35,4759,2023-02-26,5,5,9,6,4,,My new favorite spot!
682,185,4764,2023-02-27,7,7,7,7,9,8.0,Cat yoga was amazing!
684,39,4778,2023-02-28,6,5,7,6,5,7.0,
685,165,4780,2023-02-28,8,8,7,6,8,9.0,Relaxing atmosphere.
686,167,4781,2023-02-28,9,9,6,8,8,6.0,The staff was so helpful.
687,175,4785,2023-02-28,7,7,8,8,8,,Cat yoga was amazing!
688,66,4800,2023-03-01,8,8,7,8,9,7.0,Relaxing atmosphere.
689,22,4802,2023-03-01,8,6,6,8,7,7.0,
690,202,4804,2023-03-01,7,7,7,8,7,7.0,
691,231,4817,2023-03-02,8,7,9,9,7,6.0,Cat yoga was amazing!
692,247,4818,2023-03-02,10,9,9,9,9,8.0,My new favorite spot!
693,74,4821,2023-03-02,9,10,6,9,9,8.0,
695,210,4840,2023-03-03,4,4,8,9,5,6.0,Cat yoga was amazing!
696,154,4854,2023-03-04,7,7,8,7,7,,
698,166,4870,2023-03-05,8,8,7,7,7,6.0,
699,221,4873,2023-03-05,6,8,8,7,8,8.0,
700,112,4874,2023-03-05,8,8,7,8,9,4.0,Wish there were more cats available.
701,95,4875,2023-03-05,5,7,8,8,6,7.0,Relaxing atmosphere.
702,148,4876,2023-03-05,6,7,10,9,7,8.0,Best cat cafe in DC!
704,163,4881,2023-03-06,6,6,7,7,6,8.0,The staff was so helpful.
705,246,4891,2023-03-06,9,7,8,9,9,,My new favorite spot!
706,194,4895,2023-03-06,7,7,7,9,8,6.0,The waffles were delicious.
707,224,4903,2023-03-07,7,6,8,6,9,7.0,Best cat cafe in DC!
708,194,4909,2023-03-07,5,6,6,9,8,,My new favorite spot!
709,191,4918,2023-03-08,7,7,9,8,7,9.0,Great experience!
710,95,4928,2023-03-08,8,7,8,9,8,10.0,Relaxing atmosphere.
711,77,4938,2023-03-09,4,3,8,9,5,7.0,Relaxing atmosphere.
712,195,4943,2023-03-09,8,8,7,7,9,5.0,
713,29,4950,2023-03-10,7,7,8,8,7,7.0,Relaxing atmosphere.
714,121,4954,2023-03-10,6,5,5,7,5,6.0,My new favorite spot!
715,140,4956,2023-03-10,6,5,8,9,6,6.0,Would recommend to friends.
716,165,4991,2023-03-12,7,7,8,8,6,7.0,
717,71,4993,2023-03-12,5,6,5,9,8,6.0,The waffles were delicious.
718,231,4998,2023-03-12,6,8,8,7,9,7.0,My new favorite spot!
719,2,5010,2023-03-13,8,7,7,8,7,7.0,Relaxing atmosphere.
720,87,5020,2023-03-14,8,7,6,7,8,6.0,Relaxing atmosphere.
721,246,5022,2023-03-14,6,5,9,9,6,8.0,
722,91,5028,2023-03-14,9,8,7,7,7,8.0,
723,137,5034,2023-03-15,7,6,8,7,9,8.0,The waffles were delicious.
724,240,5036,2023-03-15,10,9,7,8,10,5.0,
725,220,5051,2023-03-15,4,6,8,8,6,8.0,
727,207,5066,2023-03-16,8,8,8,8,9,6.0,
728,193,5068,2023-03-16,5,6,8,8,5,7.0,
729,229,5069,2023-03-17,5,6,7,9,4,7.0,Loved the cats!
730,117,5089,2023-03-18,5,5,6,10,8,8.0,Loved the cats!
731,107,5093,2023-03-18,4,7,8,8,6,,Wish there were more cats available.
732,59,5109,2023-03-19,7,7,8,8,7,6.0,Will definitely come back.
733,43,5115,2023-03-19,6,6,7,7,5,8.0,Wish there were more cats available.
734,170,5123,2023-03-20,7,6,8,9,5,7.0,Coffee was excellent.
735,166,5124,2023-03-20,5,5,7,8,5,8.0,
736,80,5131,2023-03-20,6,5,9,9,6,6.0,Cat yoga was amazing!
737,176,5132,2023-03-20,5,7,7,7,7,6.0,Cat yoga was amazing!
738,233,5139,2023-03-21,8,8,9,9,7,7.0,Will definitely come back.
739,151,5140,2023-03-21,6,5,7,7,5,8.0,Perfect rainy day activity.
740,108,5144,2023-03-21,8,7,7,8,7,,
741,6,5145,2023-03-21,10,7,8,7,9,7.0,Best cat cafe in DC!
742,205,5154,2023-03-21,8,8,9,7,9,,The waffles were delicious.
743,30,5157,2023-03-22,6,5,8,8,7,6.0,
744,27,5168,2023-03-22,7,7,8,7,6,7.0,Great experience!
745,122,5174,2023-03-23,5,5,8,7,5,7.0,Coffee was excellent.
746,88,5183,2023-03-23,8,8,7,8,8,7.0,Cat yoga was amazing!
747,132,5187,2023-03-23,8,8,9,7,10,8.0,Great experience!
748,90,5193,2023-03-24,7,7,9,8,8,7.0,Cat yoga was amazing!
749,179,5194,2023-03-24,6,7,8,8,9,6.0,
750,15,5195,2023-03-24,5,6,7,6,6,10.0,Loved the cats!
751,32,5196,2023-03-24,7,7,8,8,8,6.0,Relaxing atmosphere.
752,35,5208,2023-03-25,7,6,9,8,6,7.0,Would recommend to friends.
753,234,5209,2023-03-25,8,8,7,7,7,4.0,Great experience!
754,40,5220,2023-03-25,5,5,7,8,4,7.0,
755,211,5222,2023-03-25,5,5,7,7,5,6.0,The waffles were delicious.
756,207,5234,2023-03-26,8,9,10,8,9,,The waffles were delicious.
757,192,5235,2023-03-26,7,8,7,9,8,6.0,Would recommend to friends.
758,235,5253,2023-03-27,9,8,7,8,9,7.0,Relaxing atmosphere.
759,17,5255,2023-03-27,6,6,7,8,6,7.0,
760,180,5257,2023-03-27,5,5,7,9,5,7.0,
761,113,5258,2023-03-28,6,6,9,7,6,9.0,Cat yoga was amazing!
762,133,5265,2023-03-28,5,5,8,5,5,8.0,Coffee was excellent.
763,120,5276,2023-03-29,7,6,8,8,8,7.0,Best cat cafe in DC!
764,14,5290,2023-03-29,6,7,7,8,6,5.0,Loved the cats!
765,139,5292,2023-03-30,6,5,10,9,6,6.0,
766,234,5297,2023-03-30,5,6,7,8,7,8.0,Would recommend to friends.
767,177,5299,2023-03-30,10,9,8,8,8,6.0,
768,171,5306,2023-03-30,5,5,7,8,7,7.0,Loved the cats!
769,152,5307,2023-03-30,6,6,7,7,5,7.0,Wish there were more cats available.
770,132,5317,2023-03-31,4,3,7,8,3,,
771,214,5318,2023-03-31,7,6,8,7,9,8.0,Perfect rainy day activity.
772,17,5320,2023-03-31,7,8,7,9,8,6.0,Loved the cats!
773,237,5323,2023-03-31,5,6,10,9,8,8.0,Best cat cafe in DC!
774,3,5343,2023-04-02,7,7,8,9,8,7.0,Wish there were more cats available.
775,72,5346,2023-04-02,4,4,8,7,3,8.0,The staff was so helpful.
776,202,5364,2023-04-03,6,7,7,8,7,7.0,The waffles were delicious.
778,71,5371,2023-04-03,9,9,8,8,10,7.0,My new favorite spot!
779,180,5373,2023-04-03,9,9,7,10,8,7.0,Wish there were more cats available.
780,52,5381,2023-04-04,7,9,7,7,7,8.0,
781,181,5387,2023-04-04,5,4,6,10,5,6.0,Great experience!
782,151,5392,2023-04-04,6,6,8,8,8,8.0,A bit crowded today.
783,203,5399,2023-04-05,7,6,10,7,7,7.0,A bit crowded today.
784,151,5404,2023-04-05,7,8,7,8,7,7.0,My new favorite spot!
785,18,5406,2023-04-05,5,6,7,7,6,6.0,Coffee was excellent.
786,17,5407,2023-04-05,8,9,10,8,8,6.0,
787,188,5409,2023-04-05,8,6,7,8,8,9.0,Perfect rainy day activity.
788,161,5414,2023-04-06,7,6,6,9,7,6.0,
789,56,5431,2023-04-07,10,9,5,7,10,6.0,Will definitely come back.
790,37,5432,2023-04-07,6,7,7,7,6,8.0,Perfect rainy day activity.
791,84,5434,2023-04-07,8,8,8,7,9,6.0,Best cat cafe in DC!
792,95,5435,2023-04-07,6,6,7,6,7,,
793,144,5436,2023-04-07,6,7,8,8,9,7.0,My new favorite spot!
794,246,5438,2023-04-07,7,6,9,9,7,7.0,Best cat cafe in DC!
795,145,5444,2023-04-07,5,4,7,8,6,8.0,The waffles were delicious.
796,44,5448,2023-04-08,8,7,9,8,8,7.0,Will definitely come back.
797,23,5449,2023-04-08,8,8,7,7,8,8.0,A bit crowded today.
798,228,5457,2023-04-08,9,9,8,8,9,6.0,Cat yoga was amazing!
799,164,5460,2023-04-08,7,7,8,9,7,9.0,Relaxing atmosphere.
800,99,5468,2023-04-09,7,8,7,7,9,7.0,
801,60,5479,2023-04-09,9,10,8,9,10,8.0,
802,119,5480,2023-04-09,6,6,6,9,6,7.0,Cat yoga was amazing!
803,111,5482,2023-04-10,9,9,9,8,10,7.0,Would recommend to friends.
804,158,5486,2023-04-10,7,8,7,7,8,8.0,
806,66,5489,2023-04-10,4,4,8,7,4,5.0,Loved the cats!
807,17,5493,2023-04-10,7,6,7,7,7,7.0,
808,76,5496,2023-04-10,5,4,7,7,6,6.0,Great experience!
809,195,5503,2023-04-11,5,4,6,7,3,9.0,Wish there were more cats available.
810,182,5516,2023-04-12,4,4,8,7,5,7.0,
811,183,5521,2023-04-12,8,8,8,7,9,6.0,Wish there were more cats available.
812,35,5523,2023-04-12,4,4,6,7,5,8.0,Great experience!
813,19,5531,2023-04-12,6,5,7,8,7,7.0,My new favorite spot!
814,238,5535,2023-04-13,8,10,8,8,8,6.0,Loved the cats!
815,52,5537,2023-04-13,5,5,7,7,7,6.0,Would recommend to friends.
816,132,5541,2023-04-13,9,10,7,8,10,6.0,Relaxing atmosphere.
817,220,5554,2023-04-14,6,7,9,8,6,6.0,
818,183,5567,2023-04-15,4,5,7,7,2,8.0,
819,209,5568,2023-04-15,7,8,7,10,7,7.0,Perfect rainy day activity.
820,190,5576,2023-04-15,3,2,7,9,3,,
821,168,5579,2023-04-15,7,8,5,8,9,8.0,Wish there were more cats available.
822,130,5582,2023-04-15,8,9,9,8,9,7.0,Great experience!
823,11,5583,2023-04-15,5,5,6,7,4,5.0,Loved the cats!
824,7,5586,2023-04-16,6,7,8,7,7,8.0,My new favorite spot!
825,119,5611,2023-04-17,8,6,5,8,7,,Relaxing atmosphere.
826,202,5620,2023-04-18,6,7,7,8,6,7.0,Would recommend to friends.
827,3,5622,2023-04-18,9,10,10,8,10,8.0,Best cat cafe in DC!
828,245,5632,2023-04-18,8,8,7,7,8,7.0,The waffles were delicious.
829,229,5633,2023-04-18,5,6,7,8,7,8.0,Would recommend to friends.
830,58,5634,2023-04-18,9,9,8,6,9,8.0,
831,247,5638,2023-04-19,6,6,6,7,7,9.0,
832,169,5640,2023-04-19,6,5,9,8,6,,
833,93,5651,2023-04-19,9,8,8,8,9,4.0,The staff was so helpful.
834,29,5656,2023-04-20,7,7,7,7,7,8.0,Will definitely come back.
835,230,5662,2023-04-20,9,8,7,7,9,8.0,Coffee was excellent.
