interaction_id,visit_id,cat_id,type_id,duration_mins,staff_id,start_time,notes
8703,5222,72,5,26,2,13:00:00,
8704,5223,5,4,46,1,10:38:00,
8705,5223,53,1,36,1,10:09:00,
8706,5224,1,6,20,12,17:28:00,
8707,5224,29,1,34,2,17:03:00,
8708,5224,48,6,18,1,16:38:00,
8709,5225,24,2,30,2,14:23:00,
8710,5225,62,8,33,1,14:18:00,
8711,5225,71,6,22,2,15:04:00,
8712,5226,42,1,40,4,11:21:00,
8713,5227,50,1,35,11,10:28:00,
8714,5228,72,5,24,4,09:50:00,
8715,5229,20,4,26,11,10:10:00,
8716,5229,68,5,19,4,10:07:00,
8717,5229,9,4,26,7,11:11:00,
8718,5230,39,4,15,3,16:41:00,
8719,5230,55,2,25,3,16:30:00,
8720,5231,55,3,28,12,15:25:00,
8721,5231,42,6,40,11,15:53:00,
8722,5232,42,4,22,2,17:30:00,
8723,5232,1,7,32,1,16:50:00,
8724,5232,55,8,29,3,16:23:00,
8725,5233,5,1,34,1,16:01:00,
8726,5234,64,7,17,6,14:53:00,
8727,5235,24,3,33,13,10:14:00,
8728,5235,31,5,37,7,10:23:00,
8729,5236,72,2,19,2,11:08:00,
8730,5237,43,7,29,2,13:25:00,
8731,5237,50,1,19,7,14:22:00,
8732,5238,42,4,23,1,11:12:00,
8733,5238,48,5,30,11,09:31:00,
8734,5239,31,4,24,7,16:50:00,
8735,5240,29,7,33,2,12:41:00,
8736,5241,56,8,32,6,16:51:00,
8737,5241,59,1,27,3,16:53:00,
8738,5242,72,8,36,1,10:05:00,
8739,5243,9,5,13,2,15:11:00,
8740,5243,53,8,26,13,15:13:00,
8741,5244,29,7,26,3,13:06:00,
8742,5244,69,7,29,11,13:15:00,
8743,5245,55,4,36,4,14:53:00,
8744,5245,62,2,16,10,14:59:00,
8745,5246,44,8,14,5,11:03:00,
8746,5247,50,2,23,2,10:22:00,
8747,5248,44,1,19,10,15:30:00,
8748,5249,59,6,30,12,15:31:00,
8749,5249,9,1,27,10,14:37:00,
8750,5250,23,6,38,4,13:17:00,
8751,5250,64,6,21,4,13:08:00,
8752,5250,20,8,34,5,12:34:00,
8753,5251,6,2,39,10,14:38:00,
8754,5252,9,6,26,3,12:08:00,
8755,5252,59,5,16,10,13:28:00,
8756,5253,24,2,39,1,18:20:00,
8757,5253,48,2,23,13,18:05:00,
8758,5253,9,6,32,13,18:10:00,
8759,5254,23,2,39,6,16:14:00,
8760,5255,50,4,20,11,13:22:00,
8761,5256,31,4,30,1,16:40:00,
8762,5256,64,3,26,10,16:22:00,
8763,5257,53,5,34,1,14:06:00,
8764,5257,48,2,30,11,14:27:00,
8765,5258,5,3,35,2,15:32:00,
8766,5258,69,4,31,11,14:59:00,
8767,5258,10,6,30,13,15:07:00,
8768,5259,68,8,31,4,13:24:00,
8769,5259,71,4,11,11,13:21:00,
8770,5260,64,4,23,7,13:11:00,
8771,5260,53,2,28,10,13:19:00,
8772,5260,65,7,25,10,13:12:00,
8773,5261,50,3,36,3,16:31:00,
8774,5261,62,1,20,2,16:15:00,
8775,5262,48,5,26,3,16:36:00,
8776,5262,43,6,41,14,16:29:00,
8777,5262,59,5,20,14,16:14:00,
8778,5263,68,5,30,6,13:52:00,
8779,5263,43,5,37,11,12:53:00,
8780,5264,29,8,28,6,10:09:00,
8781,5264,43,1,45,14,09:55:00,
8782,5265,64,6,35,7,11:37:00,
8783,5265,29,8,16,14,11:46:00,
8784,5266,31,1,29,13,13:11:00,
8785,5266,44,7,28,11,13:32:00,
8786,5267,43,3,32,6,14:19:00,
8787,5267,44,4,21,13,13:38:00,
8788,5267,19,3,33,3,14:18:00,
8789,5268,64,2,16,5,10:36:00,
8790,5268,6,8,20,6,11:15:00,
8791,5269,44,1,12,6,14:12:00,
8792,5269,71,5,14,12,14:31:00,
8793,5270,24,1,34,3,12:41:00,
8794,5270,23,3,28,11,13:04:00,
8795,5270,9,7,32,4,12:43:00,
8796,5271,42,4,45,2,15:18:00,
8797,5272,65,7,31,12,11:45:00,
8798,5273,1,5,28,12,15:50:00,
8799,5274,55,6,28,10,13:44:00,
8800,5274,1,5,44,13,13:59:00,
8801,5275,20,8,31,3,11:57:00,
8802,5275,10,6,26,13,12:28:00,
8803,5276,53,6,18,3,12:32:00,
8804,5276,44,2,5,10,12:07:00,
8805,5277,49,2,23,10,17:22:00,
8806,5278,39,5,37,3,10:31:00,
8807,5279,10,2,33,11,14:15:00,
8808,5279,53,4,28,14,13:51:00,
8809,5280,53,8,34,11,10:15:00,
8810,5281,50,6,24,12,13:13:00,
8811,5282,1,3,40,3,14:31:00,
8812,5283,10,1,21,2,11:50:00,
8813,5283,50,1,30,7,13:21:00,
8814,5284,55,8,18,5,16:50:00,
8815,5284,56,4,31,2,16:08:00,
8816,5285,61,4,32,12,10:38:00,
8817,5285,53,5,22,10,10:30:00,
8818,5286,59,4,27,1,11:29:00,
8819,5286,5,8,42,6,11:19:00,
8820,5287,71,6,19,11,13:05:00,
8821,5287,24,4,19,12,13:12:00,
8822,5288,10,8,9,12,09:59:00,
8823,5288,61,8,29,3,10:11:00,
8824,5289,1,8,24,10,16:27:00,
8825,5289,55,2,33,14,16:15:00,
8826,5290,29,7,29,6,16:08:00,
8827,5290,65,2,34,7,15:43:00,
8828,5291,5,2,45,4,09:53:00,
8829,5292,6,8,39,5,15:35:00,
8830,5292,48,6,24,11,15:26:00,
8831,5293,71,6,20,4,13:34:00,
8832,5293,20,6,33,12,13:36:00,
8833,5294,71,3,14,14,15:32:00,
8834,5294,9,3,34,13,15:51:00,
8835,5294,56,1,17,10,14:50:00,
8836,5295,42,6,44,1,15:01:00,
8837,5296,43,1,26,14,14:58:00,
8838,5297,42,2,45,11,18:25:00,
8839,5297,55,7,40,1,17:21:00,
8840,5298,5,6,33,14,13:41:00,
8841,5298,31,8,23,6,12:50:00,
8842,5299,9,1,27,5,12:44:00,
8843,5300,56,7,29,14,15:02:00,
8844,5301,49,3,13,1,15:49:00,
8845,5302,34,1,31,11,12:58:00,
8846,5303,24,7,53,11,12:59:00,
8847,5303,62,7,14,5,13:38:00,
8848,5304,42,7,46,4,16:58:00,
8849,5305,64,5,35,2,17:29:00,
8850,5306,69,2,15,1,12:54:00,
8851,5306,48,5,43,6,12:32:00,
8852,5306,71,7,26,5,11:53:00,
8853,5307,65,7,34,11,10:00:00,
8854,5307,39,1,23,11,09:09:00,
8855,5307,48,4,36,1,09:09:00,
8856,5308,39,8,24,1,15:28:00,
8857,5309,61,7,33,11,09:12:00,
8858,5310,49,2,19,12,14:51:00,
8859,5311,56,8,27,12,09:28:00,
8860,5311,20,2,30,13,09:33:00,
8861,5311,53,6,31,11,09:43:00,
8862,5312,7,2,30,12,11:41:00,
8863,5312,20,8,29,12,11:25:00,
8864,5313,42,5,25,13,10:52:00,
8865,5313,65,1,28,2,10:55:00,
8866,5314,68,4,23,7,12:37:00,
8867,5314,64,5,29,4,12:55:00,
8868,5315,59,2,31,14,14:37:00,
8869,5315,43,6,31,11,12:48:00,
8870,5316,7,4,41,7,11:06:00,
8871,5317,64,6,30,2,17:34:00,
8872,5317,34,4,37,12,17:00:00,
8873,5318,53,5,28,3,14:28:00,
8874,5318,6,1,29,1,15:00:00,
8875,5319,64,7,32,2,14:22:00,
8876,5319,39,8,29,7,14:52:00,
8877,5319,5,7,52,12,14:34:00,
8878,5320,59,4,17,1,15:11:00,
8879,5321,34,8,34,4,16:50:00,
8880,5321,6,4,28,10,16:51:00,
8881,5322,71,3,10,10,14:40:00,
8882,5323,39,7,37,14,17:20:00,
8883,5324,39,1,25,13,16:57:00,
8884,5325,53,1,23,6,15:24:00,
8885,5325,61,5,28,4,15:07:00,
8886,5326,9,6,21,3,10:30:00,
8887,5326,53,3,25,14,11:11:00,
8888,5327,69,7,32,3,13:55:00,
8889,5327,42,2,50,11,14:43:00,
8890,5328,42,4,42,2,10:52:00,
8891,5328,64,6,26,5,11:00:00,
8892,5329,71,7,37,14,15:08:00,
8893,5330,8,3,37,2,10:49:00,
8894,5330,59,1,26,2,10:45:00,
8895,5331,31,4,25,13,09:55:00,
8896,5332,56,1,28,5,14:54:00,
8897,5333,24,7,43,10,16:38:00,
8898,5334,31,3,42,7,15:46:00,
8899,5335,31,1,29,2,15:58:00,
8900,5336,20,3,44,3,16:19:00,
8901,5337,64,4,35,6,15:04:00,
8902,5338,43,7,11,1,16:36:00,
8903,5338,42,6,32,6,18:18:00,
8904,5339,5,5,34,4,10:01:00,
8905,5340,5,2,20,5,16:06:00,
8906,5340,39,3,33,12,16:12:00,
8907,5340,53,5,13,11,15:52:00,
8908,5341,6,1,28,6,12:58:00,
8909,5341,10,8,13,1,12:31:00,
8910,5342,10,4,17,6,11:45:00,
8911,5342,42,1,47,13,11:51:00,
8912,5342,55,7,46,4,11:38:00,
8913,5343,1,2,26,6,14:36:00,
8914,5344,23,1,21,6,14:48:00,
8915,5344,55,8,41,4,14:40:00,
8916,5345,69,1,43,7,12:14:00,
8917,5346,10,5,22,7,11:33:00,
8918,5347,68,5,41,12,10:30:00,
8919,5347,64,7,25,10,09:52:00,
8920,5348,49,1,21,5,10:52:00,
8921,5348,20,4,41,3,10:32:00,
8922,5349,24,6,30,1,10:22:00,
8923,5349,64,8,35,6,10:16:00,
8924,5349,49,8,27,2,10:21:00,
8925,5350,59,6,18,4,15:49:00,
8926,5351,29,2,25,14,09:50:00,
8927,5352,71,5,20,2,16:20:00,
8928,5352,69,4,32,11,16:00:00,
8929,5353,72,4,34,13,12:30:00,
8930,5353,31,7,12,2,12:01:00,
8931,5353,53,6,21,3,10:55:00,
8932,5354,1,7,18,13,11:19:00,
8933,5354,56,5,19,5,11:59:00,
8934,5354,69,6,34,10,12:05:00,
8935,5355,59,2,18,6,10:12:00,
8936,5356,19,5,31,4,12:57:00,
8937,5356,1,7,24,14,12:38:00,
8938,5357,44,6,15,3,15:43:00,
8939,5358,61,3,33,12,11:37:00,
8940,5358,49,5,31,3,11:24:00,
8941,5359,56,1,30,6,13:08:00,
8942,5359,23,6,40,12,14:01:00,
8943,5359,68,4,38,10,14:00:00,
8944,5360,68,7,24,4,11:30:00,
8945,5360,69,7,35,1,11:32:00,
8946,5361,69,2,36,6,10:32:00,
8947,5361,44,6,6,13,10:15:00,
8948,5362,62,1,19,11,11:24:00,
8949,5362,24,6,30,13,11:55:00,
8950,5363,59,4,33,2,16:58:00,
8951,5363,23,6,38,7,17:26:00,
8952,5363,8,4,22,14,17:16:00,
8953,5364,44,8,12,3,13:13:00,
8954,5364,39,5,9,7,13:27:00,
8955,5365,29,5,37,4,12:51:00,
8956,5365,69,4,35,6,12:08:00,
8957,5366,6,8,27,11,17:23:00,
8958,5366,10,7,28,12,16:39:00,
8959,5366,65,2,34,13,17:02:00,
8960,5367,69,1,19,7,14:25:00,
8961,5367,8,8,44,5,14:10:00,
8962,5368,31,1,25,13,10:42:00,
8963,5368,5,7,49,4,10:34:00,
8964,5369,39,4,31,13,13:56:00,
8965,5369,69,3,27,6,14:21:00,
8966,5370,43,5,35,3,16:38:00,
8967,5371,39,7,34,11,11:51:00,
8968,5372,50,5,29,14,16:28:00,
8969,5372,64,1,14,1,17:09:00,
8970,5373,59,8,16,14,16:42:00,
8971,5373,1,8,34,13,16:20:00,
8972,5373,34,6,49,7,16:42:00,
8973,5374,44,8,9,2,09:52:00,
8974,5375,65,1,21,13,16:19:00,
8975,5375,23,8,51,14,15:39:00,
8976,5376,72,2,22,13,17:04:00,
8977,5376,55,8,31,14,16:35:00,
8978,5376,19,4,33,7,16:36:00,
8979,5377,55,2,22,7,15:55:00,
8980,5378,65,7,38,1,12:32:00,
8981,5378,19,5,31,12,11:17:00,
8982,5379,59,6,24,5,15:27:00,
8983,5380,8,1,28,14,14:12:00,
8984,5381,50,7,21,7,10:10:00,
8985,5382,5,4,35,10,10:55:00,
8986,5382,10,7,31,13,10:50:00,
8987,5383,69,7,24,3,16:18:00,
8988,5384,8,2,19,1,12:29:00,
8989,5384,10,8,20,13,13:01:00,
8990,5384,9,2,22,13,12:05:00,
8991,5385,56,5,22,10,09:55:00,
8992,5385,9,1,32,10,09:36:00,
8993,5386,49,2,24,3,13:37:00,
8994,5386,53,8,34,6,12:34:00,
8995,5387,65,4,40,3,11:57:00,
8996,5387,31,4,27,3,11:45:00,
8997,5388,59,8,27,12,13:47:00,
8998,5388,42,1,29,12,14:29:00,
8999,5389,9,7,42,1,13:25:00,
9000,5389,23,4,27,3,14:15:00,
9001,5390,31,8,31,10,14:15:00,
9002,5391,6,3,44,7,10:54:00,
9003,5391,9,4,14,13,11:06:00,
9004,5392,34,7,43,7,12:00:00,
9005,5392,5,6,27,11,11:06:00,
9006,5392,48,1,31,14,12:03:00,
9007,5393,49,7,21,12,10:26:00,
9008,5393,71,8,30,1,10:55:00,
9009,5394,55,6,22,12,10:25:00,
9010,5394,61,5,26,7,10:50:00,
9011,5395,53,6,15,12,15:30:00,
9012,5395,6,4,27,10,15:40:00,
9013,5396,48,7,23,7,10:10:00,
9014,5397,42,1,35,1,16:42:00,
9015,5398,31,5,21,13,17:37:00,
9016,5399,50,1,35,13,10:54:00,
9017,5400,65,1,21,6,12:11:00,
9018,5401,59,5,16,4,11:40:00,
9019,5402,49,6,17,13,09:17:00,
9020,5403,5,3,34,14,11:03:00,
9021,5404,7,4,41,7,15:44:00,
9022,5405,42,8,28,4,09:06:00,
9023,5405,9,5,14,1,09:16:00,
9024,5406,10,2,34,3,09:41:00,
9025,5406,6,7,54,7,10:33:00,
9026,5407,7,3,32,2,15:44:00,
9027,5407,61,7,29,11,16:25:00,
9028,5408,42,8,39,4,14:02:00,
9029,5408,9,3,34,7,14:00:00,
9030,5409,61,2,20,13,16:07:00,
9031,5410,48,1,28,5,12:15:00,
9032,5410,31,7,36,5,11:46:00,
9033,5411,20,2,33,10,10:29:00,
9034,5412,23,5,37,5,15:41:00,
9035,5412,49,3,29,10,16:36:00,
9036,5413,42,3,45,4,13:05:00,
9037,5414,1,1,31,12,17:37:00,
9038,5415,56,8,34,4,16:59:00,
9039,5415,50,5,25,2,16:39:00,
9040,5416,68,7,29,13,13:20:00,
9041,5416,23,2,37,10,13:28:00,
9042,5417,53,5,30,10,13:28:00,
9043,5418,56,7,24,11,16:44:00,
9044,5419,72,8,33,7,12:34:00,
9045,5420,65,2,39,11,15:07:00,
9046,5420,64,4,37,14,14:52:00,
9047,5421,23,4,46,14,13:47:00,
9048,5422,53,5,26,7,15:32:00,
9049,5422,6,5,25,12,15:59:00,
9050,5423,48,4,24,12,16:51:00,
9051,5423,69,6,19,10,17:06:00,
9052,5424,5,8,42,11,14:37:00,
9053,5424,72,5,25,13,13:51:00,
9054,5424,62,6,28,5,13:58:00,
9055,5425,24,6,28,13,11:17:00,
9056,5426,59,3,32,6,13:11:00,
9057,5426,20,8,44,2,13:25:00,
9058,5427,49,1,16,10,14:51:00,
9059,5427,44,5,11,14,14:34:00,
9060,5428,50,4,34,6,15:53:00,
9061,5429,72,7,36,2,14:33:00,
9062,5429,64,3,24,7,15:45:00,
9063,5430,19,1,25,5,15:38:00,
9064,5431,71,8,30,13,14:17:00,
9065,5431,48,5,29,7,14:21:00,
9066,5431,59,3,30,13,14:20:00,
9067,5432,24,3,26,13,14:36:00,
9068,5432,5,1,49,13,14:37:00,
9069,5433,72,3,15,5,16:36:00,
9070,5433,19,4,39,7,16:39:00,
9071,5433,8,5,29,14,16:42:00,
9072,5434,56,3,37,5,17:25:00,
9073,5434,24,5,38,4,17:21:00,
9074,5435,31,5,13,10,10:53:00,
9075,5435,64,6,25,13,11:16:00,
9076,5436,19,3,31,11,11:51:00,
9077,5437,53,7,21,7,17:05:00,
9078,5437,71,7,20,3,17:26:00,
9079,5437,65,3,41,2,17:12:00,
9080,5438,34,2,34,12,15:29:00,
9081,5439,59,7,15,2,14:43:00,
9082,5439,42,4,31,2,14:55:00,
9083,5440,20,1,26,11,09:41:00,
9084,5440,19,4,48,2,09:21:00,
9085,5441,8,4,23,2,12:09:00,
9086,5441,39,4,38,14,11:56:00,
9087,5442,10,7,31,5,12:37:00,
9088,5443,50,8,32,13,17:27:00,
9089,5443,71,2,17,2,15:47:00,
9090,5444,24,7,24,4,15:14:00,
9091,5444,1,2,25,12,16:12:00,
9092,5444,43,1,30,2,16:02:00,
9093,5445,64,3,24,3,12:11:00,
9094,5446,55,1,31,7,12:33:00,
9095,5447,43,6,43,6,09:27:00,
9096,5447,62,5,13,7,09:46:00,
9097,5448,56,5,33,4,13:56:00,
9098,5448,69,7,22,1,14:53:00,
9099,5449,29,5,27,12,17:31:00,
9100,5449,8,3,24,7,17:00:00,
9101,5450,39,5,31,12,10:48:00,
9102,5450,49,5,27,11,11:26:00,
9103,5451,39,2,30,11,09:38:00,
9104,5451,42,6,31,12,09:42:00,
9105,5451,24,5,28,1,09:30:00,
9106,5452,29,6,44,4,11:06:00,
9107,5452,42,5,40,1,11:14:00,
9108,5453,19,2,43,11,10:47:00,
9109,5454,8,4,22,5,15:45:00,
9110,5454,53,8,17,4,15:25:00,
9111,5455,68,3,29,4,13:23:00,
9112,5456,9,5,31,14,14:10:00,
9113,5457,31,8,33,7,10:50:00,
9114,5457,43,1,28,5,10:47:00,
9115,5457,48,2,10,13,10:48:00,
9116,5458,20,2,22,3,17:47:00,
9117,5459,44,4,20,5,16:24:00,
9118,5459,9,1,30,5,16:30:00,
9119,5460,23,7,31,1,09:56:00,
9120,5460,71,4,27,11,10:02:00,
9121,5460,10,5,21,11,09:53:00,
9122,5461,23,8,27,3,13:49:00,
9123,5462,24,1,29,11,13:39:00,
9124,5462,39,7,30,3,13:43:00,
9125,5462,53,4,20,2,13:24:00,
9126,5463,9,3,30,6,12:24:00,
9127,5464,29,8,30,11,11:31:00,
9128,5465,29,7,25,4,16:23:00,
9129,5465,72,4,21,10,16:28:00,
9130,5466,24,7,34,1,11:47:00,
9131,5466,53,3,27,13,11:24:00,
9132,5467,10,6,24,5,13:38:00,
9133,5467,72,4,25,14,13:35:00,
9134,5467,1,1,26,13,14:02:00,
9135,5468,34,1,36,10,10:25:00,
9136,5468,55,5,35,10,10:34:00,
9137,5469,34,6,29,10,11:42:00,
9138,5469,20,8,37,11,12:16:00,
9139,5470,42,5,36,2,11:19:00,
9140,5470,50,2,32,2,09:57:00,
9141,5471,65,1,29,12,12:07:00,
9142,5471,31,2,18,7,12:10:00,
9143,5472,53,4,19,2,10:03:00,
9144,5473,55,4,25,1,14:08:00,
9145,5474,34,1,34,10,12:40:00,
9146,5474,9,7,27,7,12:03:00,
9147,5474,72,4,31,12,12:28:00,
9148,5475,24,6,28,12,15:32:00,
9149,5475,62,4,30,2,16:21:00,
9150,5476,59,4,30,4,10:01:00,
9151,5476,20,4,54,11,09:45:00,
9152,5476,7,3,39,10,09:48:00,
9153,5477,56,7,34,4,10:22:00,
9154,5478,44,7,16,4,16:50:00,
9155,5479,65,4,38,3,13:47:00,
9156,5480,5,4,24,13,11:27:00,
9157,5480,59,1,22,2,11:53:00,
9158,5481,42,2,43,2,12:23:00,
9159,5481,6,3,32,11,12:55:00,
9160,5481,69,7,40,4,12:22:00,
9161,5482,64,7,13,2,13:12:00,
9162,5483,19,8,39,3,12:46:00,
9163,5483,34,3,23,4,12:46:00,
9164,5484,6,3,26,12,10:15:00,
9165,5484,44,7,9,11,09:58:00,
9166,5484,62,4,18,6,11:11:00,
9167,5485,62,7,18,13,11:25:00,
9168,5486,50,7,15,6,13:44:00,
9169,5487,65,3,44,5,10:27:00,
9170,5488,1,3,25,2,11:01:00,
9171,5489,62,3,20,6,13:51:00,
9172,5489,29,1,23,6,14:27:00,
9173,5489,56,1,40,12,14:04:00,
9174,5490,19,5,22,13,15:14:00,
9175,5491,7,4,33,11,14:00:00,
9176,5491,56,1,34,12,13:55:00,
9177,5492,31,2,21,3,13:41:00,
9178,5493,7,6,31,7,14:30:00,
9179,5493,8,6,31,10,15:00:00,
9180,5494,50,1,19,6,10:12:00,
9181,5495,50,4,26,11,10:58:00,
9182,5496,71,4,25,13,14:50:00,
9183,5497,23,8,27,10,13:29:00,
9184,5497,48,3,5,6,13:21:00,
9185,5497,42,4,28,5,13:19:00,
9186,5498,62,1,28,4,16:03:00,
9187,5499,29,7,25,14,09:55:00,
9188,5499,31,7,29,14,09:58:00,
9189,5500,24,2,35,6,10:18:00,
9190,5501,19,5,35,11,10:12:00,
9191,5502,9,7,22,2,15:22:00,
9192,5502,42,1,43,13,16:16:00,
9193,5503,23,6,36,10,11:49:00,
9194,5504,6,8,30,12,15:35:00,
9195,5504,39,1,15,2,15:23:00,
9196,5505,42,4,43,7,17:38:00,
9197,5505,39,6,42,13,17:51:00,
9198,5506,42,6,42,10,14:20:00,
9199,5506,6,8,36,10,14:31:00,
9200,5507,10,7,36,14,16:50:00,
9201,5507,8,4,35,1,16:23:00,
9202,5508,11,1,29,14,12:56:00,
9203,5508,56,8,27,2,13:40:00,
9204,5509,62,1,31,1,14:43:00,
9205,5510,39,8,26,2,12:54:00,
9206,5510,24,1,29,7,12:25:00,
9207,5511,31,2,30,14,16:57:00,
9208,5511,56,1,18,2,17:25:00,
9209,5511,44,1,22,3,17:46:00,
9210,5512,23,2,40,6,11:08:00,
9211,5512,49,6,18,7,11:11:00,
9212,5513,31,3,40,14,15:46:00,
9213,5513,72,7,30,3,15:30:00,
9214,5514,68,3,46,4,13:48:00,
9215,5515,64,6,25,5,14:03:00,
9216,5515,34,6,20,11,13:46:00,
9217,5516,31,4,28,4,11:37:00,
9218,5516,39,3,21,3,11:14:00,
9219,5516,43,6,37,1,11:15:00,
9220,5517,49,8,25,7,17:05:00,
9221,5518,24,7,31,7,12:24:00,
9222,5518,8,1,34,3,11:46:00,
9223,5518,68,4,24,10,13:11:00,
9224,5519,19,1,39,13,09:13:00,
9225,5520,29,8,18,3,13:56:00,
9226,5520,69,2,24,14,14:20:00,
9227,5521,69,6,32,4,16:12:00,
9228,5522,20,7,37,12,10:19:00,
9229,5522,24,4,29,5,10:31:00,
9230,5523,24,6,39,10,17:32:00,
9231,5523,10,7,18,7,17:28:00,
9232,5524,69,5,21,12,10:25:00,
9233,5524,19,2,30,5,10:56:00,
9234,5525,62,2,17,3,12:19:00,
9235,5525,5,6,26,2,10:41:00,
9236,5525,10,8,31,3,11:06:00,
9237,5526,42,3,34,1,09:46:00,
9238,5527,8,6,24,2,16:37:00,
9239,5528,9,6,18,14,15:47:00,
9240,5528,11,2,28,6,14:23:00,
9241,5529,39,2,24,13,16:57:00,
9242,5530,72,5,43,7,13:25:00,
9243,5531,1,2,41,2,13:28:00,
9244,5531,71,2,19,5,14:01:00,
9245,5532,50,1,38,6,09:36:00,
9246,5533,64,4,43,12,15:37:00,
9247,5533,31,4,34,7,15:59:00,
9248,5533,56,2,30,7,15:50:00,
9249,5534,5,3,63,6,17:25:00,
9250,5535,20,8,28,12,11:07:00,
9251,5535,64,6,21,7,09:53:00,
9252,5536,44,8,9,1,14:15:00,
9253,5537,24,5,44,5,13:14:00,
9254,5538,9,4,21,6,12:17:00,
9255,5538,42,6,33,1,12:19:00,
9256,5539,69,6,22,4,14:44:00,
9257,5539,5,1,40,4,14:15:00,
9258,5539,71,1,30,1,15:30:00,
9259,5540,53,6,19,13,11:45:00,
9260,5540,42,2,40,12,12:21:00,
9261,5541,49,4,8,7,10:32:00,
9262,5541,56,8,34,13,09:52:00,
9263,5542,68,4,26,6,15:41:00,
9264,5542,42,8,39,10,15:01:00,
9265,5543,68,2,31,12,09:47:00,
9266,5544,7,7,22,3,10:20:00,
9267,5544,62,4,22,4,10:10:00,
9268,5545,9,8,24,10,13:59:00,
9269,5546,9,1,41,1,10:53:00,
9270,5547,49,6,5,5,14:08:00,
9271,5547,44,1,16,13,14:19:00,
9272,5548,6,8,39,7,16:40:00,
9273,5549,62,8,24,11,12:58:00,
9274,5549,61,8,16,1,13:38:00,
9275,5550,24,6,46,10,14:06:00,
9276,5550,71,3,13,6,13:17:00,
9277,5551,55,2,32,10,09:20:00,
9278,5551,39,4,40,4,09:25:00,
9279,5551,49,5,18,14,09:38:00,
9280,5552,72,8,18,14,13:49:00,
9281,5553,10,1,22,3,13:02:00,
9282,5553,34,6,38,6,13:16:00,
9283,5553,43,4,21,12,14:09:00,
9284,5554,65,1,22,3,12:42:00,
9285,5555,34,8,42,2,12:35:00,
9286,5555,29,3,31,12,12:29:00,
9287,5556,7,6,38,13,16:57:00,
9288,5556,10,1,17,5,16:54:00,
9289,5556,59,4,31,12,17:25:00,
9290,5557,71,6,31,12,09:08:00,
9291,5557,50,7,42,10,09:13:00,
9292,5558,20,8,33,4,13:21:00,
9293,5558,49,4,36,5,13:12:00,
9294,5559,56,2,17,14,10:18:00,
9295,5559,24,3,32,3,10:40:00,
9296,5560,43,6,36,1,17:44:00,
9297,5560,9,3,23,11,17:13:00,
9298,5561,49,3,12,11,16:26:00,
9299,5561,48,4,32,13,17:41:00,
9300,5562,39,3,28,13,16:10:00,
9301,5563,69,7,29,14,14:31:00,
9302,5563,6,6,27,10,13:47:00,
9303,5563,59,5,23,3,13:46:00,
9304,5564,71,1,9,10,16:56:00,
9305,5564,23,3,31,2,16:50:00,
9306,5565,6,7,30,11,11:20:00,
9307,5566,9,2,19,1,11:57:00,
9308,5567,53,1,12,7,11:05:00,
9309,5568,34,8,27,5,10:02:00,
9310,5569,1,3,24,13,15:19:00,
9311,5569,44,2,29,10,15:21:00,
9312,5570,56,3,45,1,10:19:00,
9313,5571,7,3,50,3,14:17:00,
9314,5572,56,8,25,14,17:16:00,
9315,5572,31,7,32,6,17:54:00,
9316,5572,69,3,31,7,18:01:00,
9317,5573,59,8,19,10,10:10:00,
9318,5574,68,2,22,2,16:00:00,
9319,5574,39,4,36,12,17:41:00,
9320,5575,42,4,53,4,11:46:00,
9321,5575,64,4,35,4,12:10:00,
9322,5576,49,7,10,1,09:24:00,
9323,5577,24,8,49,6,11:50:00,
9324,5577,55,7,19,13,11:56:00,
9325,5578,53,6,16,7,14:45:00,
9326,5578,31,3,15,3,14:46:00,
9327,5579,65,1,30,3,16:36:00,
9328,5579,11,1,29,12,16:32:00,
9329,5580,61,4,37,14,18:03:00,
9330,5581,9,6,37,11,11:18:00,
9331,5581,24,4,40,4,10:39:00,
9332,5581,31,4,22,4,11:05:00,
9333,5582,65,3,40,3,15:28:00,
9334,5583,19,1,27,11,11:50:00,
9335,5583,24,7,49,6,11:36:00,
9336,5584,8,7,32,10,17:17:00,
9337,5584,6,8,27,4,17:34:00,
9338,5584,11,1,9,3,17:42:00,
9339,5585,72,7,37,7,14:51:00,
9340,5586,65,2,47,13,13:58:00,
9341,5586,59,2,25,6,13:56:00,
9342,5587,6,5,29,2,12:35:00,
9343,5588,19,7,20,14,13:29:00,
9344,5589,19,8,29,10,10:12:00,
9345,5590,42,3,37,10,16:03:00,
9346,5590,11,1,51,13,16:03:00,
9347,5591,24,3,32,7,13:32:00,
9348,5591,42,3,19,3,12:46:00,
9349,5592,11,7,34,6,14:39:00,
9350,5592,29,2,33,6,13:41:00,
9351,5592,56,4,28,2,14:01:00,
9352,5593,64,3,47,12,16:34:00,
9353,5593,59,7,24,6,16:32:00,
9354,5593,8,6,18,6,16:30:00,
9355,5594,64,1,33,3,18:22:00,
9356,5595,31,2,15,1,15:15:00,
9357,5596,68,1,28,12,11:35:00,
9358,5597,34,1,32,5,11:39:00,
9359,5598,55,7,6,13,10:51:00,
9360,5598,72,5,35,12,11:35:00,
9361,5599,39,4,19,1,14:35:00,
9362,5600,53,5,34,10,11:09:00,
9363,5600,34,6,25,11,11:41:00,
9364,5601,69,4,32,6,17:29:00,
9365,5601,44,1,12,10,17:16:00,
9366,5602,11,4,36,7,10:46:00,
