order_item_id,order_id,item_id,quantity,unit_price,line_total
3281,2002,11,1,5.5,5.5
3282,2003,1,1,5.5,5.5
3283,2004,12,1,4.0,4.0
3284,2005,18,1,10.0,10.0
3285,2005,15,1,4.5,4.5
3286,2005,2,1,5.0,5.0
3287,2005,8,1,6.0,6.0
3288,2006,2,1,5.0,5.0
3289,2006,7,1,6.5,6.5
3290,2006,8,1,6.0,6.0
3291,2007,11,1,5.5,5.5
3292,2008,4,1,5.5,6.75
3293,2009,24,1,18.0,18.0
3294,2009,13,1,3.5,3.5
3295,2009,11,1,5.5,5.5
3296,2010,16,1,9.5,9.5
3297,2011,18,1,10.0,10.0
3298,2012,10,1,4.0,4.0
3299,2013,1,1,5.5,5.5
3300,2013,7,1,6.5,6.5
3301,2014,6,2,3.5,7.0
3302,2014,14,1,3.0,3.0
3303,2014,10,1,4.0,4.0
3304,2014,18,1,10.0,10.0
3305,2014,14,1,3.0,3.0
3306,2015,3,1,4.5,4.5
3307,2016,17,1,8.0,8.0
3308,2017,7,1,6.5,6.5
3309,2018,15,1,4.5,4.5
3310,2019,6,1,3.5,4.47
3311,2020,19,1,7.0,7.0
3312,2021,14,1,3.0,3.0
3313,2022,1,2,5.5,11.0
3314,2022,16,2,9.5,19.0
3315,2022,5,1,6.0,6.0
3316,2023,13,1,3.5,3.5
3317,2024,11,1,5.5,5.5
3318,2025,5,1,6.0,6.0
3319,2026,20,1,8.0,8.0
3320,2027,15,1,4.5,4.5
3321,2027,11,1,5.5,7.37
3322,2028,12,2,4.0,9.06
3323,2029,17,1,8.0,8.0
3324,2029,11,1,5.5,5.5
3325,2030,21,1,25.0,25.0
3326,2031,2,1,5.0,5.0
3327,2032,11,1,5.5,6.91
3328,2033,15,2,4.5,9.0
3329,2034,9,1,4.0,5.87
3330,2035,16,1,9.5,9.5
3331,2035,13,1,3.5,3.5
3332,2035,17,2,8.0,16.0
3333,2035,10,1,4.0,4.0
3334,2035,3,1,4.5,4.5
3335,2036,3,1,4.5,6.04
3336,2037,14,1,3.0,3.0
3337,2037,11,1,5.5,6.65
3338,2038,1,1,5.5,5.5
3339,2039,14,1,3.0,3.0
3340,2040,5,1,6.0,7.3
3341,2041,6,1,3.5,3.5
3342,2041,3,2,4.5,9.0
3343,2041,10,1,4.0,4.0
3344,2041,14,1,3.0,3.0
3345,2042,15,1,4.5,4.5
3346,2043,5,1,6.0,6.85
3347,2044,8,1,6.0,6.0
3348,2045,12,1,4.0,4.0
3349,2046,10,1,4.0,4.0
3350,2047,16,1,9.5,9.5
3351,2047,19,1,7.0,8.48
3352,2048,7,1,6.5,6.5
3353,2048,25,1,20.0,21.25
3354,2049,19,2,7.0,14.0
3355,2050,15,1,4.5,4.5
3356,2050,14,1,3.0,3.0
3357,2050,19,1,7.0,7.0
3358,2051,1,1,5.5,5.5
3359,2052,12,1,4.0,4.0
3360,2053,20,1,8.0,8.0
3361,2053,19,1,7.0,7.0
3362,2053,8,1,6.0,6.0
3363,2054,1,1,5.5,5.5
3364,2054,14,2,3.0,6.0
3365,2054,10,1,4.0,5.11
3366,2055,12,1,4.0,5.44
3367,2056,8,1,6.0,6.0
3368,2057,1,1,5.5,5.5
3369,2058,9,1,4.0,4.0
3370,2058,15,1,4.5,4.5
3371,2058,15,1,4.5,4.5
3372,2059,16,1,9.5,9.5
3373,2059,1,1,5.5,5.5
3374,2059,3,1,4.5,4.5
3375,2060,6,1,3.5,3.5
3376,2060,12,2,4.0,8.0
3377,2060,16,1,9.5,11.29
3378,2061,19,1,7.0,7.0
3379,2061,11,1,5.5,5.5
3380,2061,15,1,4.5,5.75
3381,2062,23,1,15.0,15.0
3382,2063,17,1,8.0,9.02
3383,2064,1,1,5.5,5.5
3384,2064,3,1,4.5,4.5
3385,2064,15,1,4.5,4.5
3386,2064,11,1,5.5,5.5
3387,2064,15,1,4.5,4.5
3388,2065,12,1,4.0,4.0
3389,2065,12,1,4.0,5.57
3390,2066,17,1,8.0,8.0
3391,2067,12,1,4.0,4.0
3392,2068,12,1,4.0,4.0
3393,2068,8,1,6.0,6.0
3394,2068,7,2,6.5,13.0
3395,2068,8,1,6.0,6.0
3396,2068,1,1,5.5,5.5
3397,2069,13,1,3.5,3.5
3398,2070,3,2,4.5,10.11
3399,2071,17,2,8.0,16.0
3400,2072,5,1,6.0,6.0
3401,2073,11,1,5.5,6.75
3402,2074,18,2,10.0,20.0
3403,2074,5,1,6.0,6.0
3404,2074,11,1,5.5,5.5
3405,2074,2,1,5.0,5.0
3406,2074,19,1,7.0,7.0
3407,2075,19,1,7.0,7.97
3408,2076,18,1,10.0,10.0
3409,2077,19,1,7.0,7.0
3410,2077,2,1,5.0,6.11
3411,2078,16,1,9.5,10.8
3412,2079,11,2,5.5,11.0
3413,2080,6,2,3.5,7.0
3414,2081,15,1,4.5,4.5
3415,2081,6,1,3.5,3.5
3416,2081,11,1,5.5,6.75
3417,2082,15,1,4.5,4.5
3418,2082,15,1,4.5,4.5
3419,2083,2,1,5.0,5.0
3420,2084,7,1,6.5,6.5
3421,2084,3,1,4.5,4.5
3422,2084,11,1,5.5,5.5
3423,2085,14,1,3.0,3.0
3424,2086,25,1,20.0,20.0
3425,2086,18,1,10.0,10.0
3426,2086,18,1,10.0,11.11
3427,2087,9,1,4.0,4.0
3428,2088,12,1,4.0,4.0
3429,2089,6,1,3.5,3.5
3430,2090,18,1,10.0,10.0
3431,2091,16,1,9.5,10.75
3432,2092,16,2,9.5,20.3
3433,2093,6,1,3.5,3.5
3434,2094,8,1,6.0,6.0
3435,2095,10,1,4.0,4.0
3436,2096,2,1,5.0,5.0
3437,2096,14,1,3.0,4.39
3438,2097,16,1,9.5,10.94
3439,2098,16,1,9.5,9.5
3440,2098,15,1,4.5,4.5
3441,2099,18,1,10.0,10.0
3442,2100,9,1,4.0,4.0
3443,2100,9,1,4.0,4.0
3444,2100,15,1,4.5,4.5
3445,2100,13,1,3.5,3.5
3446,2101,11,1,5.5,5.5
3447,2102,13,1,3.5,5.07
3448,2103,13,1,3.5,6.62
3449,2104,8,1,6.0,6.0
3450,2105,17,1,8.0,9.25
3451,2106,15,2,4.5,9.0
3452,2106,2,1,5.0,5.0
3453,2106,17,2,8.0,16.0
3454,2106,14,1,3.0,3.0
3455,2106,13,2,3.5,7.0
3456,2107,7,1,6.5,6.5
3457,2107,13,1,3.5,3.5
3458,2108,6,1,3.5,3.5
3459,2109,1,1,5.5,5.5
3460,2109,19,1,7.0,7.98
3461,2110,4,1,5.5,5.5
3462,2111,1,1,5.5,5.5
3463,2111,15,1,4.5,4.5
3464,2111,13,1,3.5,3.5
3465,2111,5,1,6.0,6.0
3466,2111,16,1,9.5,10.98
3467,2112,23,1,15.0,15.0
3468,2112,5,1,6.0,6.0
3469,2113,3,1,4.5,5.35
3470,2114,17,1,8.0,8.0
3471,2115,7,2,6.5,13.0
3472,2115,15,1,4.5,4.5
3473,2115,19,1,7.0,7.0
3474,2115,7,1,6.5,6.5
3475,2115,9,1,4.0,4.0
3476,2116,11,1,5.5,5.5
3477,2116,10,1,4.0,4.0
3478,2117,3,1,4.5,4.5
3479,2118,8,1,6.0,6.0
3480,2119,24,1,18.0,18.0
3481,2120,1,1,5.5,5.5
3482,2121,10,1,4.0,4.0
3483,2121,11,1,5.5,5.5
3484,2122,7,1,6.5,6.5
3485,2123,11,1,5.5,5.5
3486,2124,17,1,8.0,8.0
3487,2124,18,1,10.0,10.0
3488,2124,18,1,10.0,10.0
3489,2124,5,1,6.0,6.0
3490,2125,7,1,6.5,6.5
3491,2125,8,1,6.0,6.0
3492,2125,2,1,5.0,5.0
3493,2125,5,1,6.0,6.0
3494,2126,16,1,9.5,9.5
3495,2127,2,1,5.0,5.94
3496,2128,14,1,3.0,3.0
3497,2129,4,1,5.5,5.5
3498,2130,21,1,25.0,28.12
3499,2131,6,1,3.5,3.5
3500,2131,19,1,7.0,7.0
3501,2131,16,2,9.5,19.0
3502,2131,13,1,3.5,3.5
3503,2131,10,1,4.0,4.0
3504,2132,17,1,8.0,9.06
3505,2133,10,1,4.0,4.0
3506,2134,18,1,10.0,10.0
3507,2134,19,1,7.0,7.0
3508,2134,4,1,5.5,5.5
3509,2134,15,1,4.5,4.5
3510,2134,10,1,4.0,4.0
3511,2135,12,1,4.0,6.04
3512,2136,13,1,3.5,3.5
3513,2137,13,1,3.5,4.61
3514,2138,18,1,10.0,10.0
3515,2138,5,2,6.0,12.0
3516,2138,16,1,9.5,9.5
3517,2138,15,2,4.5,10.44
3518,2139,14,1,3.0,3.0
3519,2140,3,1,4.5,4.5
3520,2140,19,2,7.0,14.0
3521,2140,1,1,5.5,6.26
3522,2141,13,1,3.5,3.5
3523,2141,3,1,4.5,4.5
3524,2141,11,1,5.5,5.5
3525,2141,15,2,4.5,9.0
3526,2141,11,1,5.5,5.5
3527,2142,19,1,7.0,7.0
3528,2142,6,1,3.5,3.5
3529,2143,7,1,6.5,6.5
3530,2144,6,1,3.5,3.5
3531,2144,15,2,4.5,9.0
3532,2144,8,1,6.0,6.0
3533,2144,2,1,5.0,6.39
3534,2145,10,1,4.0,4.0
3535,2145,14,1,3.0,3.0
3536,2145,8,1,6.0,6.0
3537,2145,16,1,9.5,9.5
3538,2145,13,1,3.5,4.94
3539,2146,7,1,6.5,7.61
3540,2147,1,1,5.5,5.5
3541,2147,3,1,4.5,5.71
3542,2148,14,1,3.0,3.0
3543,2149,9,1,4.0,4.0
3544,2150,4,2,5.5,11.0
3545,2151,11,1,5.5,7.07
3546,2152,19,1,7.0,7.0
3547,2153,8,1,6.0,6.0
3548,2153,16,1,9.5,11.07
3549,2154,11,1,5.5,5.5
3550,2154,17,2,8.0,16.0
3551,2154,5,1,6.0,6.0
3552,2155,12,1,4.0,4.0
3553,2156,19,2,7.0,15.11
3554,2157,2,1,5.0,8.12
3555,2158,7,1,6.5,7.53
3556,2159,7,1,6.5,7.53
3557,2160,3,1,4.5,4.5
3558,2161,1,1,5.5,8.62
3559,2162,15,2,4.5,9.0
3560,2163,7,1,6.5,6.5
3561,2164,13,2,3.5,8.15
3562,2165,11,2,5.5,11.0
3563,2166,5,1,6.0,9.12
3564,2167,14,1,3.0,3.0
3565,2167,14,1,3.0,3.0
3566,2167,1,1,5.5,5.5
3567,2167,21,1,25.0,25.0
3568,2167,25,1,20.0,20.0
3569,2168,1,2,5.5,11.0
3570,2169,17,1,8.0,8.0
3571,2170,24,1,18.0,18.0
3572,2170,15,1,4.5,5.61
3573,2171,2,1,5.0,5.0
3574,2172,7,1,6.5,6.5
3575,2173,2,1,5.0,5.0
3576,2174,2,1,5.0,5.0
3577,2174,12,2,4.0,8.0
3578,2175,12,1,4.0,4.0
3579,2176,11,1,5.5,5.5
3580,2177,19,1,7.0,8.44
3581,2178,10,1,4.0,5.25
3582,2179,1,1,5.5,5.5
3583,2179,10,1,4.0,4.0
3584,2179,8,1,6.0,6.0
3585,2179,15,1,4.5,4.5
3586,2179,2,1,5.0,5.0
3587,2180,8,1,6.0,6.0
3588,2180,5,1,6.0,6.0
3589,2180,15,2,4.5,9.0
3590,2180,9,1,4.0,4.0
3591,2180,5,1,6.0,6.0
3592,2181,12,1,4.0,4.0
3593,2181,10,1,4.0,4.0
3594,2182,12,2,4.0,8.0
3595,2182,18,1,10.0,10.0
3596,2182,15,1,4.5,4.5
3597,2183,12,1,4.0,4.0
3598,2184,15,1,4.5,5.75
3599,2185,5,1,6.0,7.11
3600,2186,1,2,5.5,11.0
3601,2187,1,1,5.5,6.56
3602,2188,12,1,4.0,4.0
3603,2188,10,1,4.0,4.0
3604,2188,14,1,3.0,3.0
3605,2189,19,1,7.0,7.0
3606,2190,18,1,10.0,10.0
3607,2191,10,1,4.0,4.0
3608,2192,10,1,4.0,5.21
3609,2193,21,1,25.0,26.48
3610,2194,15,1,4.5,6.54
3611,2195,4,1,5.5,5.5
3612,2195,3,1,4.5,4.5
3613,2195,15,1,4.5,5.75
3614,2196,6,1,3.5,3.5
3615,2197,3,1,4.5,4.5
3616,2198,22,1,8.0,8.0
3617,2198,14,1,3.0,3.0
3618,2198,2,1,5.0,5.0
3619,2198,15,1,4.5,5.75
3620,2199,16,1,9.5,9.5
3621,2199,19,2,7.0,14.0
3622,2199,15,1,4.5,5.94
3623,2200,18,1,10.0,10.0
3624,2201,2,1,5.0,5.0
3625,2201,8,1,6.0,6.0
3626,2201,10,1,4.0,4.0
3627,2201,19,1,7.0,7.0
3628,2202,1,1,5.5,5.5
3629,2203,8,2,6.0,13.11
3630,2204,10,1,4.0,4.0
3631,2205,11,1,5.5,6.75
3632,2206,2,1,5.0,5.0
3633,2206,18,1,10.0,10.0
3634,2207,9,1,4.0,5.57
3635,2208,9,1,4.0,4.97
3636,2209,16,1,9.5,9.5
3637,2210,3,1,4.5,4.5
3638,2211,14,1,3.0,3.0
3639,2212,5,1,6.0,6.0
3640,2212,11,2,5.5,11.0
3641,2213,1,1,5.5,5.5
3642,2213,16,1,9.5,9.5
3643,2213,7,1,6.5,6.5
3644,2213,11,1,5.5,5.5
3645,2214,7,1,6.5,6.5
3646,2215,14,2,3.0,7.25
3647,2216,14,1,3.0,3.0
3648,2216,14,1,3.0,3.0
3649,2216,11,2,5.5,11.0
3650,2217,6,1,3.5,3.5
3651,2217,14,1,3.0,3.0
3652,2217,9,1,4.0,4.0
3653,2217,6,2,3.5,7.0
3654,2217,6,1,3.5,3.5
3655,2218,18,2,10.0,21.87
3656,2219,8,1,6.0,6.0
3657,2219,8,1,6.0,6.0
3658,2220,13,1,3.5,3.5
3659,2221,18,1,10.0,10.0
3660,2222,7,1,6.5,7.94
3661,2223,6,1,3.5,3.5
3662,2224,18,2,10.0,20.0
3663,2225,4,2,5.5,12.15
3664,2226,7,1,6.5,6.5
3665,2227,8,1,6.0,7.25
3666,2228,18,1,10.0,11.39
3667,2229,2,1,5.0,6.87
3668,2230,19,1,7.0,7.0
3669,2230,17,1,8.0,8.0
3670,2230,15,1,4.5,4.5
3671,2230,12,1,4.0,4.0
3672,2231,2,1,5.0,6.54
3673,2232,17,1,8.0,8.0
3674,2233,24,1,18.0,18.0
3675,2234,3,1,4.5,4.5
3676,2235,15,1,4.5,5.75
3677,2236,17,1,8.0,8.0
3678,2237,8,1,6.0,6.0
3679,2238,16,2,9.5,19.0
3680,2238,3,2,4.5,9.0
3681,2238,18,1,10.0,10.0
3682,2238,7,1,6.5,6.5
3683,2238,15,1,4.5,4.5
3684,2239,6,1,3.5,3.5
3685,2239,15,1,4.5,4.5
3686,2239,8,1,6.0,7.06
3687,2240,1,1,5.5,5.5
3688,2241,17,1,8.0,9.25
3689,2242,17,1,8.0,9.06
3690,2243,11,1,5.5,5.5
3691,2243,2,1,5.0,5.0
3692,2243,15,1,4.5,4.5
3693,2243,10,1,4.0,4.0
3694,2243,19,1,7.0,7.98
3695,2244,11,1,5.5,6.48
3696,2245,21,1,25.0,25.0
3697,2245,23,1,15.0,15.0
3698,2245,14,1,3.0,3.0
3699,2246,3,1,4.5,4.5
3700,2246,3,1,4.5,5.71
3701,2247,11,1,5.5,5.5
3702,2248,12,1,4.0,4.0
3703,2249,1,1,5.5,5.5
3704,2250,8,1,6.0,6.0
3705,2250,15,1,4.5,4.5
3706,2250,6,1,3.5,3.5
3707,2250,8,1,6.0,6.0
3708,2250,16,1,9.5,9.5
3709,2251,17,1,8.0,11.5
3710,2252,7,1,6.5,6.5
3711,2253,5,2,6.0,13.59
3712,2254,17,1,8.0,8.0
3713,2254,16,1,9.5,9.5
3714,2255,13,1,3.5,3.5
3715,2256,16,1,9.5,11.54
3716,2257,7,1,6.5,6.5
3717,2258,6,1,3.5,3.5
3718,2259,19,1,7.0,7.0
3719,2260,12,1,4.0,4.0
3720,2261,15,1,4.5,4.5
3721,2262,14,1,3.0,3.0
3722,2262,17,1,8.0,8.0
3723,2262,18,1,10.0,10.0
3724,2262,11,1,5.5,5.5
3725,2262,23,1,15.0,15.98
3726,2263,19,1,7.0,7.0
3727,2264,14,1,3.0,3.0
3728,2264,9,1,4.0,4.0
3729,2265,3,1,4.5,4.5
3730,2265,6,1,3.5,3.5
3731,2266,16,1,9.5,9.5
3732,2267,15,2,4.5,9.98
3733,2268,4,1,5.5,5.5
3734,2268,3,1,4.5,4.5
3735,2268,5,1,6.0,6.0
3736,2268,10,1,4.0,5.25
3737,2269,7,1,6.5,6.5
3738,2270,15,1,4.5,4.5
3739,2270,10,1,4.0,4.0
3740,2271,25,1,20.0,21.59
3741,2272,4,2,5.5,11.0
3742,2273,10,1,4.0,4.0
3743,2273,9,1,4.0,4.0
3744,2273,15,1,4.5,4.5
3745,2273,7,2,6.5,13.0
3746,2274,14,2,3.0,6.0
3747,2275,19,1,7.0,7.0
3748,2275,14,1,3.0,5.65
3749,2276,15,1,4.5,4.5
3750,2277,2,1,5.0,6.39
3751,2278,24,1,18.0,18.0
3752,2279,14,2,3.0,6.0
3753,2280,17,1,8.0,8.0
3754,2281,8,1,6.0,6.0
3755,2282,10,2,4.0,8.0
3756,2283,13,1,3.5,3.5
3757,2283,8,1,6.0,6.0
3758,2284,2,2,5.0,10.0
3759,2285,2,1,5.0,5.0
3760,2285,3,2,4.5,9.0
3761,2285,18,1,10.0,10.0
3762,2285,8,2,6.0,12.0
3763,2285,2,1,5.0,5.0
3764,2286,1,1,5.5,5.5
3765,2287,3,1,4.5,4.5
3766,2287,18,1,10.0,10.0
3767,2287,16,1,9.5,9.5
3768,2287,5,1,6.0,6.0
3769,2288,12,2,4.0,8.0
3770,2289,16,1,9.5,9.5
3771,2289,14,1,3.0,4.87
3772,2290,3,1,4.5,4.5
3773,2291,8,1,6.0,6.0
3774,2291,9,1,4.0,4.0
3775,2292,7,1,6.5,6.5
3776,2292,7,1,6.5,6.5
3777,2292,15,1,4.5,4.5
3778,2293,9,1,4.0,4.0
3779,2294,3,2,4.5,9.0
3780,2295,16,1,9.5,9.5
3781,2296,8,1,6.0,6.0
3782,2297,8,1,6.0,6.0
3783,2298,15,1,4.5,5.56
3784,2299,15,1,4.5,4.5
3785,2299,8,1,6.0,6.0
3786,2300,12,2,4.0,8.0
3787,2301,5,1,6.0,6.0
3788,2301,15,1,4.5,4.5
3789,2302,12,1,4.0,4.0
3790,2302,19,1,7.0,7.0
3791,2302,7,1,6.5,6.5
3792,2302,18,1,10.0,10.0
3793,2302,3,1,4.5,4.5
3794,2303,19,1,7.0,7.0
3795,2303,19,1,7.0,7.0
3796,2303,8,1,6.0,6.0
3797,2304,9,2,4.0,8.97
3798,2305,13,1,3.5,3.5
3799,2306,7,1,6.5,6.5
3800,2307,8,2,6.0,12.0
3801,2307,23,1,15.0,15.0
3802,2308,25,1,20.0,20.0
3803,2308,19,2,7.0,14.0
3804,2309,4,1,5.5,5.5
3805,2309,5,1,6.0,6.0
3806,2309,3,1,4.5,4.5
3807,2309,5,1,6.0,6.0
3808,2309,7,2,6.5,13.85
3809,2310,18,2,10.0,20.0
3810,2311,11,2,5.5,11.0
3811,2312,15,2,4.5,9.0
3812,2313,23,1,15.0,15.0
3813,2314,17,1,8.0,8.0
3814,2315,13,1,3.5,3.5
3815,2316,6,2,3.5,7.0
3816,2317,13,2,3.5,8.54
3817,2318,5,1,6.0,6.0
3818,2319,1,1,5.5,5.5
3819,2320,10,1,4.0,4.0
3820,2320,19,1,7.0,7.0
3821,2321,9,2,4.0,8.0
3822,2322,16,1,9.5,9.5
3823,2323,7,1,6.5,6.5
3824,2324,8,1,6.0,7.03
3825,2325,15,1,4.5,4.5
3826,2326,17,1,8.0,8.0
3827,2327,9,1,4.0,4.0
3828,2327,3,1,4.5,4.5
3829,2328,16,1,9.5,11.84
3830,2329,7,1,6.5,6.5
3831,2329,5,1,6.0,7.57
3832,2330,11,1,5.5,7.09
3833,2331,6,2,3.5,7.0
3834,2332,6,1,3.5,3.5
3835,2333,2,1,5.0,5.0
3836,2333,9,1,4.0,4.0
3837,2333,13,2,3.5,7.0
3838,2333,15,1,4.5,4.5
3839,2333,2,1,5.0,5.0
3840,2334,7,1,6.5,6.5
3841,2334,17,2,8.0,16.0
3842,2334,13,1,3.5,4.56
3843,2335,9,2,4.0,8.0
3844,2335,11,1,5.5,5.5
3845,2335,18,1,10.0,10.0
3846,2335,14,1,3.0,3.0
3847,2335,10,1,4.0,5.39
3848,2336,18,1,10.0,10.0
3849,2337,11,1,5.5,6.47
3850,2338,3,1,4.5,4.5
3851,2338,4,1,5.5,5.5
3852,2339,3,1,4.5,4.5
3853,2340,2,2,5.0,10.0
3854,2341,13,1,3.5,3.5
3855,2341,5,1,6.0,6.0
3856,2342,4,1,5.5,5.5
3857,2342,9,1,4.0,4.0
3858,2342,10,1,4.0,4.0
3859,2342,14,2,3.0,6.0
3860,2343,9,1,4.0,5.79
3861,2344,1,2,5.5,11.0
3862,2344,8,1,6.0,6.0
3863,2345,18,2,10.0,20.98
3864,2346,9,1,4.0,4.0
3865,2347,19,1,7.0,8.44
3866,2348,20,1,8.0,9.87
3867,2349,15,1,4.5,4.5
3868,2350,12,1,4.0,5.25
3869,2351,16,1,9.5,9.5
3870,2352,19,1,7.0,7.0
3871,2353,16,1,9.5,10.71
3872,2354,2,2,5.0,10.0
3873,2355,21,1,25.0,26.03
3874,2356,15,1,4.5,4.5
3875,2356,11,1,5.5,5.5
3876,2356,21,1,25.0,25.0
3877,2356,10,1,4.0,4.0
3878,2356,11,1,5.5,5.5
3879,2357,4,2,5.5,11.0
3880,2358,14,1,3.0,3.0
3881,2358,16,1,9.5,10.61
3882,2359,16,1,9.5,9.5
3883,2360,16,1,9.5,10.71
3884,2361,1,1,5.5,5.5
3885,2361,14,1,3.0,3.0
3886,2361,7,1,6.5,6.5
3887,2361,2,1,5.0,6.06
3888,2362,17,1,8.0,8.0
3889,2363,8,1,6.0,6.0
3890,2363,18,1,10.0,10.0
3891,2363,13,1,3.5,4.71
3892,2364,6,1,3.5,4.47
3893,2365,15,1,4.5,6.15
3894,2366,13,1,3.5,3.5
3895,2366,13,1,3.5,3.5
3896,2366,2,1,5.0,5.0
3897,2366,25,1,20.0,20.0
3898,2366,17,2,8.0,16.0
3899,2367,12,1,4.0,4.0
3900,2368,1,1,5.5,6.53
3901,2369,12,2,4.0,8.0
3902,2370,17,1,8.0,9.25
3903,2371,9,1,4.0,6.65
3904,2372,18,1,10.0,10.0
3905,2372,15,1,4.5,4.5
3906,2372,11,2,5.5,11.0
3907,2372,21,1,25.0,25.0
3908,2372,9,1,4.0,4.0
3909,2373,17,2,8.0,16.0
3910,2374,9,1,4.0,4.0
3911,2374,1,1,5.5,5.5
3912,2375,5,2,6.0,12.0
3913,2376,16,1,9.5,9.5
3914,2376,15,1,4.5,4.5
3915,2377,8,1,6.0,6.0
3916,2377,16,1,9.5,9.5
3917,2377,17,1,8.0,10.65
3918,2378,7,1,6.5,6.5
3919,2379,7,1,6.5,6.5
3920,2380,8,1,6.0,6.0
3921,2380,6,1,3.5,3.5
3922,2380,5,1,6.0,6.0
3923,2380,6,1,3.5,3.5
3924,2380,12,1,4.0,4.0
3925,2381,5,1,6.0,6.0
3926,2381,13,1,3.5,3.5
3927,2381,10,1,4.0,4.0
3928,2381,3,2,4.5,9.0
3929,2381,19,1,7.0,7.0
3930,2382,5,1,6.0,6.0
3931,2383,15,1,4.5,5.75
3932,2384,8,1,6.0,6.0
3933,2384,16,1,9.5,9.5
3934,2384,8,1,6.0,6.0
3935,2384,12,1,4.0,4.0
3936,2384,2,1,5.0,6.21
3937,2385,10,1,4.0,4.0
3938,2385,15,1,4.5,5.75
3939,2386,9,1,4.0,4.0
3940,2386,18,1,10.0,10.76
3941,2387,11,1,5.5,5.5
3942,2388,12,1,4.0,4.0
3943,2388,4,1,5.5,5.5
3944,2388,2,1,5.0,6.21
3945,2389,11,1,5.5,5.5
3946,2390,11,1,5.5,5.5
3947,2391,10,1,4.0,4.0
3948,2391,12,2,4.0,8.0
3949,2392,11,1,5.5,5.5
3950,2393,2,1,5.0,5.0
3951,2393,18,1,10.0,10.0
3952,2394,1,1,5.5,5.5
3953,2394,16,1,9.5,9.5
3954,2394,5,1,6.0,7.87
3955,2395,23,1,15.0,15.0
3956,2395,21,1,25.0,25.0
3957,2396,7,1,6.5,6.5
3958,2396,17,1,8.0,9.83
3959,2397,15,1,4.5,4.5
3960,2398,10,1,4.0,4.0
3961,2399,10,1,4.0,4.0
3962,2400,15,1,4.5,4.5
3963,2401,1,1,5.5,5.5
3964,2401,9,2,4.0,8.0
3965,2401,9,1,4.0,4.0
3966,2401,19,1,7.0,7.0
3967,2401,9,1,4.0,4.0
3968,2402,13,1,3.5,3.5
3969,2403,14,1,3.0,3.0
3970,2404,15,1,4.5,4.5
3971,2405,13,1,3.5,3.5
3972,2405,11,1,5.5,5.5
3973,2406,5,1,6.0,6.0
3974,2407,9,1,4.0,4.0
3975,2408,5,1,6.0,7.21
3976,2409,15,1,4.5,4.5
3977,2410,7,1,6.5,7.71
3978,2411,12,1,4.0,4.0
3979,2412,6,1,3.5,3.5
3980,2413,15,1,4.5,4.5
3981,2413,8,1,6.0,6.0
3982,2414,9,1,4.0,4.0
3983,2415,17,1,8.0,11.05
3984,2416,20,1,8.0,8.0
3985,2417,11,1,5.5,5.5
3986,2417,17,1,8.0,9.21
3987,2418,5,1,6.0,6.0
3988,2418,12,1,4.0,4.0
3989,2418,7,1,6.5,7.75
3990,2419,4,1,5.5,5.5
3991,2419,11,2,5.5,11.0
3992,2419,13,1,3.5,3.5
3993,2419,6,1,3.5,3.5
3994,2419,13,2,3.5,8.3
3995,2420,13,1,3.5,5.37
3996,2421,16,1,9.5,9.5
3997,2421,23,1,15.0,15.0
3998,2421,15,1,4.5,6.54
3999,2422,8,1,6.0,7.57
4000,2423,17,1,8.0,8.0
4001,2423,15,1,4.5,4.5
4002,2423,13,2,3.5,7.97
4003,2424,11,2,5.5,11.0
4004,2425,14,2,3.0,6.0
4005,2425,13,1,3.5,4.75
4006,2426,2,1,5.0,5.0
4007,2427,20,1,8.0,8.0
4008,2428,15,1,4.5,4.5
4009,2429,17,1,8.0,8.0
4010,2430,15,1,4.5,4.5
4011,2430,18,1,10.0,10.0
4012,2430,17,1,8.0,8.0
4013,2430,14,1,3.0,3.0
4014,2430,2,2,5.0,10.0
4015,2431,14,1,3.0,3.0
4016,2432,10,1,4.0,4.0
4017,2433,8,1,6.0,6.0
4018,2433,9,1,4.0,4.0
4019,2433,3,1,4.5,4.5
4020,2433,18,1,10.0,10.0
4021,2434,5,1,6.0,6.97
4022,2435,7,1,6.5,6.5
4023,2436,21,1,25.0,25.0
4024,2437,18,1,10.0,10.0
4025,2437,19,1,7.0,7.0
4026,2438,11,1,5.5,5.5
4027,2439,20,2,8.0,18.34
4028,2440,9,1,4.0,5.25
4029,2441,7,1,6.5,6.5
4030,2442,8,1,6.0,6.0
4031,2443,17,1,8.0,9.11
4032,2444,11,1,5.5,6.8
4033,2445,14,1,3.0,3.0
4034,2446,11,1,5.5,5.5
4035,2447,19,2,7.0,14.0
4036,2448,24,1,18.0,18.0
4037,2449,10,1,4.0,4.0
4038,2450,7,1,6.5,7.75
4039,2451,7,2,6.5,13.0
4040,2451,18,1,10.0,10.0
4041,2452,17,2,8.0,16.0
4042,2453,3,2,4.5,9.0
4043,2454,16,1,9.5,9.5
4044,2455,6,1,3.5,3.5
4045,2456,12,2,4.0,9.11
4046,2457,8,1,6.0,6.0
4047,2457,17,1,8.0,8.0
4048,2458,15,1,4.5,4.5
4049,2459,8,2,6.0,12.0
4050,2460,16,1,9.5,9.5
4051,2461,15,1,4.5,5.71
4052,2462,17,1,8.0,9.25
4053,2463,1,1,5.5,5.5
4054,2463,15,1,4.5,4.5
4055,2463,10,1,4.0,4.0
4056,2463,11,1,5.5,5.5
