visit_id,customer_id,visit_date,check_in_time,check_out_time,staff_id,cover_charge,discount_applied,notes
1397,13,2022-10-30,14:45:00,17:05:00,13,15.0,0.0,
1398,120,2022-10-30,11:15:00,12:46:00,4,15.0,1.5,
1399,120,2022-10-30,15:30:00,16:37:00,5,15.0,1.5,
1400,2,2022-10-30,12:45:00,13:31:00,6,15.0,6.0,
1401,15,2022-10-30,10:15:00,12:30:00,12,15.0,0.0,
1402,67,2022-10-30,09:00:00,10:36:00,14,15.0,3.75,
1403,4,2022-10-30,11:45:00,14:13:00,5,15.0,3.75,
1404,1,2022-10-31,12:45:00,14:46:00,12,15.0,6.0,
1405,186,2022-10-31,12:45:00,14:00:00,2,15.0,1.5,
1406,10,2022-10-31,13:30:00,14:59:00,6,15.0,1.5,
1407,1,2022-10-31,09:45:00,12:06:00,13,15.0,6.0,
1408,73,2022-10-31,14:15:00,15:19:00,5,15.0,3.75,
1409,73,2022-10-31,13:30:00,15:21:00,7,15.0,3.75,
1410,191,2022-10-31,09:00:00,11:00:00,7,15.0,0.0,
1411,3,2022-10-31,13:30:00,15:09:00,4,15.0,3.75,
1412,67,2022-10-31,13:15:00,14:04:00,3,15.0,3.75,
1413,11,2022-10-31,10:15:00,11:05:00,5,15.0,0.0,
1414,67,2022-10-31,15:45:00,18:07:00,7,15.0,3.75,
1415,204,2022-10-31,10:15:00,11:44:00,3,15.0,0.0,
1416,6,2022-10-31,14:45:00,15:35:00,13,15.0,1.5,
1417,2,2022-11-01,10:00:00,11:58:00,12,15.0,6.0,
1418,2,2022-11-01,16:15:00,17:55:00,10,15.0,6.0,
1419,68,2022-11-01,16:45:00,19:03:00,5,15.0,0.0,
1420,6,2022-11-01,09:45:00,11:14:00,13,15.0,1.5,
1421,4,2022-11-01,10:15:00,11:08:00,13,15.0,3.75,
1422,2,2022-11-01,11:00:00,13:21:00,6,15.0,6.0,
1423,179,2022-11-01,14:30:00,15:40:00,11,15.0,3.75,
1424,149,2022-11-01,15:30:00,16:20:00,10,15.0,1.5,
1425,35,2022-11-02,09:45:00,12:13:00,2,15.0,0.0,
1426,3,2022-11-02,12:45:00,14:29:00,10,15.0,3.75,
1427,3,2022-11-02,11:45:00,13:52:00,1,15.0,3.75,
1428,73,2022-11-02,16:15:00,18:20:00,14,15.0,3.75,
1429,5,2022-11-02,09:00:00,11:22:00,11,15.0,3.75,
1430,2,2022-11-02,09:15:00,10:50:00,1,15.0,6.0,
1431,103,2022-11-02,09:30:00,11:54:00,7,15.0,1.5,
1432,2,2022-11-02,12:30:00,13:31:00,13,15.0,6.0,
1433,196,2022-11-02,10:45:00,12:11:00,14,15.0,1.5,
1434,2,2022-11-02,11:15:00,13:02:00,14,15.0,6.0,
1435,2,2022-11-03,15:15:00,16:09:00,12,15.0,6.0,
1436,73,2022-11-03,09:45:00,10:53:00,7,15.0,3.75,
1437,120,2022-11-03,09:15:00,10:32:00,6,15.0,1.5,
1438,8,2022-11-03,13:00:00,13:55:00,6,15.0,1.5,
1439,4,2022-11-03,09:30:00,10:41:00,13,15.0,3.75,
1440,103,2022-11-03,13:00:00,13:48:00,5,15.0,1.5,
1441,1,2022-11-03,10:15:00,11:49:00,12,15.0,6.0,
1442,3,2022-11-03,14:30:00,16:21:00,2,15.0,3.75,
1443,8,2022-11-03,09:45:00,11:53:00,14,15.0,1.5,
1444,97,2022-11-03,13:00:00,15:04:00,5,15.0,1.5,
1445,73,2022-11-03,09:00:00,11:09:00,1,15.0,3.75,
1446,178,2022-11-04,11:30:00,12:46:00,12,15.0,0.0,
1447,3,2022-11-04,13:45:00,16:05:00,13,15.0,3.75,
1448,179,2022-11-04,10:30:00,12:57:00,13,15.0,3.75,
1449,120,2022-11-04,15:30:00,17:58:00,11,15.0,1.5,
1450,148,2022-11-04,10:15:00,11:18:00,6,15.0,1.5,
1451,2,2022-11-04,15:15:00,17:27:00,4,15.0,6.0,
1452,204,2022-11-04,15:00:00,15:52:00,12,15.0,0.0,
1453,148,2022-11-04,09:45:00,10:33:00,3,15.0,1.5,
1454,2,2022-11-04,09:00:00,11:26:00,10,15.0,6.0,
1455,191,2022-11-04,14:45:00,15:45:00,14,15.0,0.0,
1456,197,2022-11-05,11:00:00,13:12:00,14,15.0,1.5,
1457,18,2022-11-05,13:15:00,14:38:00,13,15.0,0.0,
1458,39,2022-11-05,11:00:00,13:14:00,10,15.0,1.5,
1459,2,2022-11-05,16:15:00,18:35:00,4,15.0,6.0,
1460,35,2022-11-05,14:00:00,15:09:00,1,15.0,0.0,
1461,1,2022-11-05,16:00:00,17:25:00,5,15.0,6.0,
1462,73,2022-11-05,14:45:00,16:24:00,12,15.0,3.75,
1463,18,2022-11-05,11:00:00,13:00:00,4,15.0,0.0,
1464,11,2022-11-05,16:15:00,17:22:00,4,15.0,0.0,
1465,1,2022-11-05,14:00:00,15:16:00,6,15.0,6.0,
1466,179,2022-11-05,14:15:00,16:32:00,1,15.0,3.75,
1467,31,2022-11-05,09:00:00,10:22:00,2,15.0,1.5,
1468,148,2022-11-05,12:45:00,14:48:00,6,15.0,1.5,
1469,232,2022-11-06,12:15:00,13:19:00,2,15.0,3.75,
1470,45,2022-11-06,12:30:00,14:50:00,3,15.0,0.0,
1471,1,2022-11-06,13:30:00,15:50:00,7,15.0,6.0,
1472,2,2022-11-06,11:45:00,14:03:00,10,15.0,6.0,
1473,197,2022-11-06,10:00:00,11:44:00,3,15.0,1.5,
1474,3,2022-11-06,15:00:00,16:25:00,3,15.0,3.75,
1475,3,2022-11-06,12:30:00,13:21:00,12,15.0,3.75,
1476,186,2022-11-06,13:15:00,14:58:00,6,15.0,1.5,
1477,10,2022-11-06,12:00:00,13:15:00,3,15.0,1.5,
1478,2,2022-11-06,11:45:00,13:43:00,13,15.0,6.0,
1479,152,2022-11-06,09:00:00,10:24:00,6,15.0,3.75,
1480,2,2022-11-07,09:00:00,10:07:00,1,15.0,6.0,
1481,45,2022-11-07,14:15:00,15:54:00,10,15.0,0.0,
1482,120,2022-11-07,10:15:00,11:02:00,5,15.0,1.5,
1483,2,2022-11-07,09:45:00,11:54:00,1,15.0,6.0,
1484,231,2022-11-07,15:00:00,15:49:00,13,15.0,1.5,
1485,3,2022-11-07,09:15:00,11:21:00,4,15.0,3.75,
1486,4,2022-11-07,10:45:00,11:43:00,14,15.0,3.75,
1487,6,2022-11-07,15:00:00,16:19:00,13,15.0,1.5,
1488,204,2022-11-08,13:30:00,15:06:00,4,15.0,0.0,
1489,120,2022-11-08,13:45:00,14:59:00,10,15.0,1.5,
1490,2,2022-11-08,14:15:00,16:17:00,10,15.0,6.0,
1491,31,2022-11-08,09:45:00,10:39:00,11,15.0,1.5,
1492,6,2022-11-08,15:15:00,17:32:00,5,15.0,1.5,
1493,233,2022-11-08,11:45:00,12:57:00,6,15.0,3.75,
1494,196,2022-11-08,09:15:00,10:30:00,12,15.0,1.5,
1495,165,2022-11-08,14:45:00,17:08:00,14,15.0,6.0,
1496,8,2022-11-08,10:00:00,11:59:00,6,15.0,1.5,
1497,120,2022-11-08,11:30:00,13:37:00,7,15.0,1.5,
1498,152,2022-11-09,14:30:00,15:21:00,2,15.0,3.75,
1499,103,2022-11-09,12:00:00,13:09:00,1,15.0,1.5,
1500,179,2022-11-09,14:45:00,15:38:00,5,15.0,3.75,
1501,2,2022-11-09,10:00:00,11:38:00,6,15.0,6.0,
1502,5,2022-11-09,16:45:00,17:52:00,4,15.0,3.75,
1503,73,2022-11-09,09:45:00,11:18:00,11,15.0,3.75,
1504,165,2022-11-09,11:45:00,13:29:00,3,15.0,6.0,
1505,15,2022-11-09,15:00:00,16:35:00,13,15.0,0.0,
1506,2,2022-11-09,11:15:00,13:12:00,12,15.0,6.0,
1507,2,2022-11-09,10:00:00,12:09:00,13,15.0,6.0,
1508,73,2022-11-09,10:00:00,11:47:00,13,15.0,3.75,
1509,2,2022-11-09,12:45:00,14:59:00,1,15.0,6.0,
1510,3,2022-11-10,11:30:00,13:53:00,6,15.0,3.75,
1511,165,2022-11-10,14:30:00,16:54:00,12,15.0,6.0,
1512,73,2022-11-10,16:45:00,17:58:00,12,15.0,3.75,
1513,198,2022-11-10,10:15:00,11:03:00,1,15.0,3.75,
1514,17,2022-11-10,10:45:00,12:35:00,13,15.0,0.0,
1515,11,2022-11-10,11:45:00,13:44:00,11,15.0,0.0,
1516,13,2022-11-10,11:30:00,13:48:00,1,15.0,0.0,
1517,165,2022-11-11,11:45:00,13:12:00,3,15.0,6.0,
1518,148,2022-11-11,09:15:00,11:07:00,4,15.0,1.5,
1519,149,2022-11-11,13:45:00,16:02:00,7,15.0,1.5,
1520,2,2022-11-11,10:30:00,12:53:00,5,15.0,6.0,
1521,11,2022-11-11,12:00:00,13:00:00,10,15.0,0.0,
1522,5,2022-11-11,16:30:00,17:34:00,14,15.0,3.75,
1523,9,2022-11-11,14:45:00,16:39:00,3,15.0,1.5,
1524,73,2022-11-11,16:45:00,18:45:00,5,15.0,3.75,
1525,248,2022-11-11,10:30:00,12:06:00,2,15.0,0.0,
1526,9,2022-11-11,13:15:00,14:51:00,7,15.0,1.5,
1527,5,2022-11-11,13:45:00,15:37:00,13,15.0,3.75,
1528,231,2022-11-12,14:15:00,16:36:00,4,15.0,1.5,
1529,73,2022-11-12,12:30:00,14:58:00,7,15.0,3.75,
1530,179,2022-11-12,10:30:00,12:10:00,6,15.0,3.75,
1531,233,2022-11-12,09:30:00,11:08:00,11,15.0,3.75,
1532,179,2022-11-12,12:00:00,12:52:00,14,15.0,3.75,
1533,4,2022-11-12,14:15:00,16:33:00,3,15.0,3.75,
1534,11,2022-11-12,11:30:00,12:57:00,11,15.0,0.0,
1535,248,2022-11-12,13:15:00,14:13:00,2,15.0,0.0,
1536,4,2022-11-12,09:45:00,11:53:00,10,15.0,3.75,
1537,2,2022-11-12,09:45:00,11:24:00,4,15.0,6.0,
1538,231,2022-11-12,13:15:00,14:29:00,7,15.0,1.5,
1539,148,2022-11-12,15:45:00,17:56:00,2,15.0,1.5,
1540,7,2022-11-12,12:30:00,14:36:00,13,15.0,1.5,
1541,2,2022-11-12,09:45:00,11:48:00,13,15.0,6.0,
1542,232,2022-11-12,11:30:00,13:36:00,2,15.0,3.75,
1543,1,2022-11-13,15:30:00,16:31:00,7,15.0,6.0,
1544,2,2022-11-13,09:30:00,11:47:00,1,15.0,6.0,
1545,97,2022-11-13,09:00:00,10:13:00,7,15.0,1.5,
1546,5,2022-11-13,10:30:00,12:27:00,4,15.0,3.75,
1547,196,2022-11-13,13:45:00,15:10:00,3,15.0,1.5,
1548,5,2022-11-13,15:15:00,17:20:00,3,15.0,3.75,
1549,248,2022-11-13,15:00:00,16:31:00,4,15.0,0.0,
1550,1,2022-11-13,15:30:00,16:22:00,4,15.0,6.0,
1551,13,2022-11-13,12:15:00,13:49:00,1,15.0,0.0,
1552,2,2022-11-13,14:45:00,16:50:00,11,15.0,6.0,
1553,39,2022-11-13,13:30:00,14:34:00,5,15.0,1.5,
1554,196,2022-11-13,16:15:00,17:04:00,5,15.0,1.5,
1555,2,2022-11-14,15:00:00,16:04:00,11,15.0,6.0,
1556,4,2022-11-14,14:45:00,15:34:00,1,15.0,3.75,
1557,1,2022-11-14,13:45:00,14:39:00,1,15.0,6.0,
1558,2,2022-11-14,09:45:00,11:11:00,14,15.0,6.0,
1559,196,2022-11-14,13:30:00,15:06:00,7,15.0,1.5,
1560,2,2022-11-14,11:00:00,13:28:00,3,15.0,6.0,
1561,1,2022-11-14,09:00:00,10:59:00,11,15.0,6.0,
1562,148,2022-11-14,16:15:00,18:11:00,12,15.0,1.5,
1563,3,2022-11-14,09:45:00,11:40:00,14,15.0,3.75,
1564,7,2022-11-15,16:00:00,17:04:00,5,15.0,1.5,
1565,116,2022-11-15,16:15:00,17:11:00,6,15.0,0.0,
1566,2,2022-11-15,16:15:00,18:41:00,2,15.0,6.0,
1567,1,2022-11-15,10:30:00,12:33:00,14,15.0,6.0,
1568,179,2022-11-15,11:45:00,12:59:00,12,15.0,3.75,
1569,2,2022-11-15,12:00:00,12:55:00,5,15.0,6.0,
1570,3,2022-11-15,14:00:00,16:16:00,6,15.0,3.75,
1571,103,2022-11-15,12:30:00,13:52:00,4,15.0,1.5,
1572,148,2022-11-15,14:30:00,16:47:00,3,15.0,1.5,
1573,204,2022-11-16,16:45:00,18:29:00,5,15.0,0.0,
1574,10,2022-11-16,14:45:00,16:27:00,14,15.0,1.5,
1575,232,2022-11-16,13:30:00,14:41:00,13,15.0,3.75,
1576,196,2022-11-16,10:45:00,11:43:00,7,15.0,1.5,
1577,2,2022-11-16,15:45:00,18:05:00,3,15.0,6.0,
1578,11,2022-11-16,16:30:00,17:45:00,2,15.0,0.0,
1579,9,2022-11-16,11:30:00,13:21:00,1,15.0,1.5,
1580,165,2022-11-16,09:30:00,11:48:00,13,15.0,6.0,
1581,5,2022-11-17,09:30:00,10:31:00,12,15.0,3.75,
1582,2,2022-11-17,12:00:00,13:57:00,5,15.0,6.0,
1583,2,2022-11-17,13:45:00,15:00:00,1,15.0,6.0,
1584,3,2022-11-17,10:30:00,12:02:00,6,15.0,3.75,
1585,68,2022-11-17,10:15:00,12:22:00,3,15.0,0.0,
1586,165,2022-11-17,15:45:00,18:03:00,3,15.0,6.0,
1587,3,2022-11-17,12:00:00,13:43:00,2,15.0,3.75,
1588,7,2022-11-17,10:30:00,11:45:00,6,15.0,1.5,
1589,232,2022-11-17,16:45:00,17:55:00,13,15.0,3.75,
1590,5,2022-11-18,14:00:00,15:00:00,14,15.0,3.75,
1591,198,2022-11-18,13:45:00,15:18:00,3,15.0,3.75,
1592,3,2022-11-18,16:45:00,18:37:00,4,15.0,3.75,
1593,8,2022-11-18,10:00:00,11:58:00,7,15.0,1.5,
1594,2,2022-11-18,10:30:00,12:20:00,1,15.0,6.0,
1595,10,2022-11-18,11:00:00,12:19:00,6,15.0,1.5,
1596,4,2022-11-18,11:45:00,13:27:00,11,15.0,3.75,
1597,13,2022-11-18,12:45:00,15:13:00,5,15.0,0.0,
1598,243,2022-11-18,14:15:00,15:51:00,2,15.0,0.0,
1599,4,2022-11-18,14:15:00,15:26:00,4,15.0,3.75,
1600,231,2022-11-18,16:45:00,18:11:00,4,15.0,1.5,
1601,171,2022-11-19,13:00:00,14:41:00,11,15.0,0.0,
1602,196,2022-11-19,14:00:00,16:26:00,3,15.0,1.5,
1603,165,2022-11-19,15:30:00,16:22:00,3,15.0,6.0,
1604,2,2022-11-19,11:30:00,13:16:00,1,15.0,6.0,
1605,73,2022-11-19,10:00:00,12:10:00,13,15.0,3.75,
1606,1,2022-11-19,09:00:00,10:44:00,13,15.0,6.0,
1607,186,2022-11-19,15:15:00,16:51:00,10,15.0,1.5,
1608,191,2022-11-19,12:00:00,13:23:00,14,15.0,0.0,
1609,6,2022-11-19,13:15:00,14:33:00,14,15.0,1.5,
1610,14,2022-11-19,13:00:00,14:03:00,7,15.0,0.0,
1611,35,2022-11-19,14:30:00,16:09:00,7,15.0,0.0,
1612,3,2022-11-19,10:45:00,13:08:00,3,15.0,3.75,
1613,191,2022-11-20,11:30:00,13:55:00,7,15.0,0.0,
1614,152,2022-11-20,14:15:00,15:49:00,4,15.0,3.75,
1615,197,2022-11-20,16:00:00,16:45:00,7,15.0,1.5,
1616,231,2022-11-20,16:00:00,18:23:00,1,15.0,1.5,
1617,165,2022-11-20,16:45:00,18:57:00,2,15.0,6.0,
1618,2,2022-11-20,09:30:00,10:36:00,11,15.0,6.0,
1619,186,2022-11-20,13:45:00,14:56:00,11,15.0,1.5,
1620,198,2022-11-20,15:45:00,16:59:00,5,15.0,3.75,
1621,149,2022-11-20,13:30:00,15:27:00,13,15.0,1.5,
1622,165,2022-11-20,15:15:00,16:39:00,7,15.0,6.0,
1623,186,2022-11-20,13:45:00,15:30:00,3,15.0,1.5,
1624,1,2022-11-20,14:45:00,15:50:00,13,15.0,6.0,
1625,2,2022-11-20,16:15:00,17:34:00,12,15.0,6.0,
1626,5,2022-11-21,13:15:00,14:41:00,5,15.0,3.75,
1627,8,2022-11-21,11:15:00,13:01:00,3,15.0,1.5,
1628,231,2022-11-21,09:00:00,09:47:00,7,15.0,1.5,
1629,5,2022-11-21,09:45:00,10:54:00,6,15.0,3.75,
1630,232,2022-11-21,14:30:00,15:28:00,13,15.0,3.75,
1631,196,2022-11-21,11:45:00,12:46:00,1,15.0,1.5,
1632,1,2022-11-21,13:30:00,14:47:00,11,15.0,6.0,
1633,1,2022-11-21,11:30:00,12:56:00,14,15.0,6.0,
1634,6,2022-11-21,15:00:00,17:02:00,6,15.0,1.5,
1635,11,2022-11-22,16:00:00,17:56:00,4,15.0,0.0,
1636,165,2022-11-22,15:45:00,16:45:00,6,15.0,6.0,
1637,171,2022-11-22,13:45:00,15:33:00,6,15.0,0.0,
1638,2,2022-11-22,13:45:00,16:03:00,3,15.0,6.0,
1639,8,2022-11-22,13:45:00,15:49:00,10,15.0,1.5,
1640,4,2022-11-22,15:00:00,15:50:00,6,15.0,3.75,
1641,8,2022-11-22,12:15:00,13:17:00,14,15.0,1.5,
1642,17,2022-11-22,16:45:00,18:35:00,13,15.0,0.0,
1643,4,2022-11-22,15:30:00,16:21:00,6,15.0,3.75,
1644,3,2022-11-23,15:00:00,17:16:00,10,15.0,3.75,
1645,73,2022-11-23,09:15:00,10:14:00,4,15.0,3.75,
1646,3,2022-11-23,10:15:00,12:09:00,12,15.0,3.75,
1647,1,2022-11-23,14:15:00,16:28:00,13,15.0,6.0,
1648,13,2022-11-23,15:45:00,17:24:00,3,15.0,0.0,
1649,1,2022-11-23,16:30:00,18:44:00,12,15.0,6.0,
1650,121,2022-11-23,15:00:00,16:09:00,14,15.0,1.5,
1651,73,2022-11-23,11:15:00,12:28:00,2,15.0,3.75,
1652,239,2022-11-23,10:15:00,12:42:00,14,15.0,0.0,
1653,73,2022-11-23,10:15:00,11:19:00,5,15.0,3.75,
1654,3,2022-11-24,13:45:00,16:06:00,13,15.0,3.75,
1655,2,2022-11-24,09:45:00,10:38:00,13,15.0,6.0,
1656,13,2022-11-24,13:30:00,14:16:00,5,15.0,0.0,
1657,2,2022-11-24,11:45:00,12:47:00,11,15.0,6.0,
1658,120,2022-11-24,15:30:00,16:16:00,2,15.0,1.5,
1659,197,2022-11-24,14:15:00,15:06:00,7,15.0,1.5,
1660,232,2022-11-24,16:15:00,18:02:00,3,15.0,3.75,
1661,186,2022-11-24,10:30:00,12:29:00,3,15.0,1.5,
1662,1,2022-11-25,12:45:00,14:23:00,14,15.0,6.0,
1663,5,2022-11-25,14:00:00,15:02:00,4,15.0,3.75,
1664,73,2022-11-25,11:30:00,12:30:00,4,15.0,3.75,
1665,179,2022-11-25,11:00:00,11:59:00,2,15.0,3.75,
1666,3,2022-11-25,14:00:00,15:25:00,3,15.0,3.75,
1667,67,2022-11-25,09:00:00,11:28:00,13,15.0,3.75,
1668,11,2022-11-25,16:30:00,17:53:00,2,15.0,0.0,
1669,165,2022-11-25,10:15:00,11:16:00,2,15.0,6.0,
1670,165,2022-11-25,11:15:00,12:25:00,4,15.0,6.0,
1671,3,2022-11-25,14:00:00,15:33:00,12,15.0,3.75,
1672,5,2022-11-26,09:00:00,10:46:00,1,15.0,3.75,
1673,103,2022-11-26,16:30:00,17:39:00,14,15.0,1.5,
1674,67,2022-11-26,10:30:00,12:14:00,10,15.0,3.75,
1675,2,2022-11-26,13:00:00,13:51:00,1,15.0,6.0,
1676,196,2022-11-26,14:30:00,15:20:00,12,15.0,1.5,
1677,67,2022-11-26,13:45:00,15:12:00,5,15.0,3.75,
1678,126,2022-11-26,11:00:00,13:30:00,5,15.0,1.5,
1679,128,2022-11-26,09:30:00,11:28:00,1,15.0,1.5,
1680,73,2022-11-26,09:15:00,11:33:00,2,15.0,3.75,
1681,121,2022-11-26,12:45:00,14:50:00,14,15.0,1.5,
1682,165,2022-11-26,09:30:00,10:26:00,3,15.0,6.0,
1683,8,2022-11-26,16:45:00,18:04:00,3,15.0,1.5,
1684,35,2022-11-26,14:30:00,15:47:00,13,15.0,0.0,
1685,121,2022-11-26,16:45:00,18:08:00,6,15.0,1.5,
1686,2,2022-11-26,12:45:00,13:53:00,6,15.0,6.0,
1687,126,2022-11-26,10:00:00,12:06:00,11,15.0,1.5,
1688,103,2022-11-26,15:00:00,16:21:00,2,15.0,1.5,
1689,1,2022-11-26,14:30:00,16:06:00,4,15.0,6.0,
1690,5,2022-11-26,11:30:00,12:57:00,10,15.0,3.75,
1691,231,2022-11-26,14:45:00,17:11:00,11,15.0,1.5,
1692,4,2022-11-27,15:30:00,17:12:00,7,15.0,3.75,
1693,233,2022-11-27,14:00:00,16:17:00,2,15.0,3.75,
1694,196,2022-11-27,09:15:00,11:41:00,4,15.0,1.5,
1695,2,2022-11-27,12:00:00,13:25:00,7,15.0,6.0,
1696,232,2022-11-27,13:15:00,15:17:00,3,15.0,3.75,
1697,248,2022-11-27,11:00:00,12:13:00,2,15.0,0.0,
1698,31,2022-11-27,09:45:00,11:56:00,12,15.0,1.5,
1699,2,2022-11-27,09:45:00,11:24:00,10,15.0,6.0,
1700,231,2022-11-27,11:00:00,12:59:00,6,15.0,1.5,
1701,5,2022-11-27,09:00:00,09:46:00,11,15.0,3.75,
1702,73,2022-11-27,15:00:00,16:48:00,14,15.0,3.75,
1703,2,2022-11-27,11:15:00,12:35:00,13,15.0,6.0,
1704,2,2022-11-27,09:15:00,11:38:00,6,15.0,6.0,
1705,97,2022-11-28,11:00:00,11:59:00,3,15.0,1.5,
1706,232,2022-11-28,14:00:00,15:07:00,14,15.0,3.75,
1707,165,2022-11-28,12:15:00,13:36:00,3,15.0,6.0,
1708,15,2022-11-28,12:45:00,14:55:00,5,15.0,0.0,
1709,5,2022-11-28,16:15:00,17:18:00,1,15.0,3.75,
1710,67,2022-11-28,11:30:00,13:44:00,2,15.0,3.75,
1711,67,2022-11-28,16:45:00,17:47:00,14,15.0,3.75,
1712,73,2022-11-28,14:15:00,15:50:00,7,15.0,3.75,
1713,88,2022-11-28,09:00:00,11:23:00,4,15.0,0.0,
1714,231,2022-11-28,10:15:00,11:27:00,14,15.0,1.5,
1715,120,2022-11-29,09:15:00,10:22:00,13,15.0,1.5,
1716,232,2022-11-29,10:45:00,12:19:00,3,15.0,3.75,
1717,232,2022-11-29,11:45:00,12:34:00,11,15.0,3.75,
1718,5,2022-11-29,10:00:00,11:10:00,10,15.0,3.75,
1719,6,2022-11-29,15:00:00,16:13:00,1,15.0,1.5,
1720,68,2022-11-29,11:30:00,13:54:00,7,15.0,0.0,
1721,4,2022-11-29,13:00:00,13:59:00,12,15.0,3.75,
1722,165,2022-11-29,15:15:00,16:55:00,11,15.0,6.0,
1723,120,2022-11-29,11:15:00,13:23:00,2,15.0,1.5,
1724,3,2022-11-29,11:00:00,12:16:00,3,15.0,3.75,
1725,8,2022-11-29,11:30:00,12:25:00,5,15.0,1.5,
1726,67,2022-11-30,12:45:00,13:39:00,1,15.0,3.75,
1727,13,2022-11-30,09:30:00,11:40:00,6,15.0,0.0,
1728,8,2022-11-30,09:00:00,10:24:00,14,15.0,1.5,
1729,3,2022-11-30,10:45:00,12:20:00,2,15.0,3.75,
1730,4,2022-11-30,10:30:00,12:34:00,3,15.0,3.75,
1731,126,2022-11-30,10:45:00,11:47:00,11,15.0,1.5,
1732,116,2022-11-30,11:30:00,12:28:00,3,15.0,0.0,
1733,233,2022-11-30,14:00:00,15:02:00,10,15.0,3.75,
1734,97,2022-11-30,13:45:00,15:06:00,14,15.0,1.5,
1735,121,2022-12-01,12:00:00,14:17:00,11,15.0,1.5,
1736,191,2022-12-01,16:30:00,18:38:00,4,15.0,0.0,
1737,179,2022-12-01,09:00:00,09:50:00,7,15.0,3.75,
1738,11,2022-12-01,10:30:00,12:43:00,2,15.0,0.0,
1739,165,2022-12-01,12:15:00,14:31:00,11,15.0,6.0,
1740,232,2022-12-01,15:15:00,17:06:00,7,15.0,3.75,
1741,2,2022-12-01,12:15:00,14:22:00,14,15.0,6.0,
1742,233,2022-12-01,09:30:00,10:55:00,11,15.0,3.75,
1743,165,2022-12-01,14:00:00,15:54:00,1,15.0,6.0,
1744,165,2022-12-01,16:15:00,18:26:00,6,15.0,6.0,
1745,88,2022-12-01,14:30:00,15:59:00,4,15.0,0.0,
1746,1,2022-12-01,11:30:00,13:42:00,12,15.0,6.0,
1747,35,2022-12-01,10:45:00,12:35:00,5,15.0,0.0,
1748,97,2022-12-01,09:15:00,10:23:00,4,15.0,1.5,
1749,73,2022-12-01,12:00:00,12:59:00,12,15.0,3.75,
1750,3,2022-12-01,11:15:00,13:12:00,2,15.0,3.75,
1751,197,2022-12-01,16:00:00,17:29:00,12,15.0,1.5,
1752,2,2022-12-01,14:15:00,15:29:00,1,15.0,6.0,
1753,7,2022-12-01,15:45:00,17:00:00,13,15.0,1.5,
1754,126,2022-12-02,16:00:00,17:45:00,4,15.0,1.5,
1755,103,2022-12-02,09:00:00,10:36:00,13,15.0,1.5,
1756,3,2022-12-02,14:45:00,16:07:00,14,15.0,3.75,
1757,2,2022-12-02,09:00:00,10:38:00,12,15.0,6.0,
1758,5,2022-12-02,14:15:00,15:10:00,7,15.0,3.75,
1759,97,2022-12-02,12:30:00,13:58:00,11,15.0,1.5,
1760,67,2022-12-02,11:30:00,13:24:00,12,15.0,3.75,
1761,120,2022-12-02,15:15:00,16:30:00,12,15.0,1.5,
1762,179,2022-12-02,13:00:00,14:01:00,3,15.0,3.75,
1763,3,2022-12-02,09:30:00,11:27:00,2,15.0,3.75,
1764,3,2022-12-02,10:45:00,11:53:00,13,15.0,3.75,
1765,149,2022-12-02,10:15:00,12:26:00,1,15.0,1.5,
1766,165,2022-12-02,09:30:00,11:43:00,13,15.0,6.0,
1767,191,2022-12-03,15:00:00,16:39:00,13,15.0,0.0,
1768,18,2022-12-03,12:15:00,13:50:00,11,15.0,0.0,
1769,233,2022-12-03,16:15:00,17:49:00,12,15.0,3.75,
1770,73,2022-12-03,09:30:00,10:48:00,14,15.0,3.75,
1771,126,2022-12-03,11:15:00,12:21:00,2,15.0,1.5,
1772,1,2022-12-03,12:15:00,14:30:00,1,15.0,6.0,
1773,233,2022-12-03,09:00:00,10:34:00,6,15.0,3.75,
1774,198,2022-12-03,16:45:00,18:37:00,14,15.0,3.75,
1775,5,2022-12-03,12:00:00,13:24:00,13,15.0,3.75,
1776,179,2022-12-03,13:30:00,14:28:00,10,15.0,3.75,
1777,103,2022-12-03,13:45:00,15:53:00,5,15.0,1.5,
1778,233,2022-12-03,10:30:00,12:10:00,4,15.0,3.75,
1779,5,2022-12-03,13:15:00,15:18:00,11,15.0,3.75,
1780,1,2022-12-03,12:45:00,14:47:00,14,15.0,6.0,
1781,2,2022-12-03,10:45:00,12:47:00,6,15.0,6.0,
1782,2,2022-12-03,16:00:00,17:36:00,2,15.0,6.0,
1783,2,2022-12-04,14:30:00,16:46:00,14,15.0,6.0,
1784,165,2022-12-04,16:15:00,18:03:00,12,15.0,6.0,
1785,197,2022-12-04,15:45:00,17:58:00,11,15.0,1.5,
1786,2,2022-12-04,14:45:00,17:06:00,12,15.0,6.0,
1787,239,2022-12-04,10:30:00,12:33:00,10,15.0,0.0,
1788,8,2022-12-04,10:15:00,11:26:00,7,15.0,1.5,
1789,231,2022-12-04,09:00:00,10:29:00,7,15.0,1.5,
1790,232,2022-12-04,16:15:00,18:20:00,3,15.0,3.75,
1791,2,2022-12-04,14:30:00,15:21:00,4,15.0,6.0,
1792,103,2022-12-04,14:45:00,15:59:00,11,15.0,1.5,
1793,149,2022-12-04,11:15:00,12:08:00,1,15.0,1.5,
1794,186,2022-12-04,09:15:00,10:03:00,1,15.0,1.5,
